figure,panel,panel_title,measure,value,unit,property,il_rank,il_smiles,il_name,n_labels
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,235.0,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-cyanopyridinium bis(trifluoromethylsulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,235.0,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-cyanopyridinium bis(trifluoromethylsulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,235.0,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-cyanopyridinium bis(trifluoromethylsulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,235.0,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-cyanopyridinium bis(trifluoromethylsulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,235.0,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-cyanopyridinium bis(trifluoromethylsulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,236.0,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,236.0,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,236.0,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,236.0,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,236.0,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,236.0,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,237.0,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,237.0,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,237.0,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,237.0,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,237.0,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,237.0,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,238.0,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,238.0,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,238.0,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,238.0,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,238.0,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,238.0,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,239.0,CCCC[n+]1ccn(C)c1.[O-]c1ccccc1,1-butyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,239.0,CCCC[n+]1ccn(C)c1.[O-]c1ccccc1,1-butyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,239.0,CCCC[n+]1ccn(C)c1.[O-]c1ccccc1,1-butyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,239.0,CCCC[n+]1ccn(C)c1.[O-]c1ccccc1,1-butyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,239.0,CCCC[n+]1ccn(C)c1.[O-]c1ccccc1,1-butyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,239.0,CCCC[n+]1ccn(C)c1.[O-]c1ccccc1,1-butyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,240.0,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,240.0,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,240.0,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,240.0,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,240.0,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,240.0,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,1-methyl-3-propylimidazolium hexafluorophosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,241.0,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,241.0,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,241.0,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,241.0,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,241.0,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,241.0,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,242.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,242.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,242.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,242.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,242.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,242.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,"1-ethyl-3-methyl-1H-imidazolium 1,1,2,2-tetrafluoroethane-1-sulfonate",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,243.0,CC[n+]1ccn(C)c1.[O-]c1ccccc1,1-ethyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,243.0,CC[n+]1ccn(C)c1.[O-]c1ccccc1,1-ethyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,243.0,CC[n+]1ccn(C)c1.[O-]c1ccccc1,1-ethyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,243.0,CC[n+]1ccn(C)c1.[O-]c1ccccc1,1-ethyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,243.0,CC[n+]1ccn(C)c1.[O-]c1ccccc1,1-ethyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,243.0,CC[n+]1ccn(C)c1.[O-]c1ccccc1,1-ethyl-3-methylimidazolium phenolate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,244.0,C[C@H](N)C(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium L-alaninate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,244.0,C[C@H](N)C(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium L-alaninate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,244.0,C[C@H](N)C(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium L-alaninate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,244.0,C[C@H](N)C(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium L-alaninate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,244.0,C[C@H](N)C(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium L-alaninate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,244.0,C[C@H](N)C(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium L-alaninate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,245.0,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,245.0,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,245.0,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,245.0,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,245.0,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,245.0,Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-isobutyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)imide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,246.0,Cc1n(CCCC#N)cc[n+]1C.N#C[N-]C#N,"3-(3-cyanopropyl)-1,2-dimethylimidazolium cyanocyanamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,246.0,Cc1n(CCCC#N)cc[n+]1C.N#C[N-]C#N,"3-(3-cyanopropyl)-1,2-dimethylimidazolium cyanocyanamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,246.0,Cc1n(CCCC#N)cc[n+]1C.N#C[N-]C#N,"3-(3-cyanopropyl)-1,2-dimethylimidazolium cyanocyanamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,246.0,Cc1n(CCCC#N)cc[n+]1C.N#C[N-]C#N,"3-(3-cyanopropyl)-1,2-dimethylimidazolium cyanocyanamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,246.0,Cc1n(CCCC#N)cc[n+]1C.N#C[N-]C#N,"3-(3-cyanopropyl)-1,2-dimethylimidazolium cyanocyanamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,246.0,Cc1n(CCCC#N)cc[n+]1C.N#C[N-]C#N,"3-(3-cyanopropyl)-1,2-dimethylimidazolium cyanocyanamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,247.0,Cc1n(CCCC#N)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1,2-dimethylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,247.0,Cc1n(CCCC#N)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1,2-dimethylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,247.0,Cc1n(CCCC#N)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1,2-dimethylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,247.0,Cc1n(CCCC#N)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1,2-dimethylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,247.0,Cc1n(CCCC#N)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1,2-dimethylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,247.0,Cc1n(CCCC#N)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1,2-dimethylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,248.0,Cn1cc[n+](CCO)c1.N#C[N-]C#N,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,248.0,Cn1cc[n+](CCO)c1.N#C[N-]C#N,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,248.0,Cn1cc[n+](CCO)c1.N#C[N-]C#N,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,248.0,Cn1cc[n+](CCO)c1.N#C[N-]C#N,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,248.0,Cn1cc[n+](CCO)c1.N#C[N-]C#N,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,248.0,Cn1cc[n+](CCO)c1.N#C[N-]C#N,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,249.0,Cn1cc[n+](CCO)c1.NCC(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium glycinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,249.0,Cn1cc[n+](CCO)c1.NCC(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium glycinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,249.0,Cn1cc[n+](CCO)c1.NCC(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium glycinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,249.0,Cn1cc[n+](CCO)c1.NCC(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium glycinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,249.0,Cn1cc[n+](CCO)c1.NCC(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium glycinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,249.0,Cn1cc[n+](CCO)c1.NCC(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium glycinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,250.0,Cn1cc[n+](CCO)c1.N[C@@H](CO)C(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium L-serinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,250.0,Cn1cc[n+](CCO)c1.N[C@@H](CO)C(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium L-serinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,250.0,Cn1cc[n+](CCO)c1.N[C@@H](CO)C(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium L-serinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,250.0,Cn1cc[n+](CCO)c1.N[C@@H](CO)C(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium L-serinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,250.0,Cn1cc[n+](CCO)c1.N[C@@H](CO)C(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium L-serinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,250.0,Cn1cc[n+](CCO)c1.N[C@@H](CO)C(=O)[O-],1-(2-hydroxyethyl)-3-methylimidazolium L-serinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,251.0,Cn1cc[n+](CCO)c1.O=C([O-])[C@@H]1CCCN1,1-(2-hydroxyethyl)-3-methylimidazolium L-prolinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,251.0,Cn1cc[n+](CCO)c1.O=C([O-])[C@@H]1CCCN1,1-(2-hydroxyethyl)-3-methylimidazolium L-prolinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,251.0,Cn1cc[n+](CCO)c1.O=C([O-])[C@@H]1CCCN1,1-(2-hydroxyethyl)-3-methylimidazolium L-prolinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,251.0,Cn1cc[n+](CCO)c1.O=C([O-])[C@@H]1CCCN1,1-(2-hydroxyethyl)-3-methylimidazolium L-prolinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,251.0,Cn1cc[n+](CCO)c1.O=C([O-])[C@@H]1CCCN1,1-(2-hydroxyethyl)-3-methylimidazolium L-prolinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,251.0,Cn1cc[n+](CCO)c1.O=C([O-])[C@@H]1CCCN1,1-(2-hydroxyethyl)-3-methylimidazolium L-prolinate,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,252.0,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-benzyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ElectricalConductivity,252.0,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-benzyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,HeatCapacity,252.0,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-benzyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,SurfaceTension,252.0,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-benzyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,0.0,binary,ThermalConductivity,252.0,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-benzyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Viscosity,252.0,Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-benzyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,4.0
dataset_statistics,C,Sorted sparse IL-property label-presence matrix,label_presence,1.0,binary,Density,253.0,c1c[nH+]c[nH]1.CCCCCCCC(=O)[O-],1H-imidazolium octanoate,4.0
