figure,producer_path,packaged_figure_relative_path,bytes,sha256,csv_file_count
dataset_statistics,experiments/dataset_analysis/scripts/plot_dataset_statistics_nature.py,experiments/manuscript_figure_source_data/dataset_statistics/dataset_statistics.png,807863,7f91468f7b25c96dba8149894316acead83302dc72cceb28988e51ac2cad76c9,8
