sample_id,IL_Name,IL_SMILES,Temperature_K,Pressure_kPa,Cation_Family,Anion_Family,PC1,PC2,display_family
3199,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,468.39,101.325,Imidazolium,PF6,-0.06732149189568395,-0.03704372389830862,Imidazolium
3200,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,468.52,101.325,Imidazolium,PF6,-0.06725598943344174,-0.036707637050665966,Imidazolium
3201,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,470.2,101.325,Imidazolium,PF6,-0.06641426214034671,-0.032388815088447404,Imidazolium
3202,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,472.58,101.325,Imidazolium,PF6,-0.06523247351176927,-0.026325171048780665,Imidazolium
3203,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,473.67,101.325,Imidazolium,PF6,-0.06469508040757922,-0.023567858603574323,Imidazolium
3204,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,474.65,101.325,Imidazolium,PF6,-0.06421371830172261,-0.021098035833649453,Imidazolium
3205,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,475.36,101.325,Imidazolium,PF6,-0.06386609095096961,-0.01931439325794129,Imidazolium
3206,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,476.06,101.325,Imidazolium,PF6,-0.0635243266733416,-0.01756083354777162,Imidazolium
3207,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,476.19,101.325,Imidazolium,PF6,-0.0634607574166762,-0.01723466579241829,Imidazolium
3208,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,477.18,101.325,Imidazolium,PF6,-0.06297868007301642,-0.014761173205965124,Imidazolium
3209,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,478.57,101.325,Imidazolium,PF6,-0.06230429651808759,-0.011300975904679758,Imidazolium
3210,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,478.71,101.325,Imidazolium,PF6,-0.06223649396342957,-0.010953087503586261,Imidazolium
3211,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,478.98,101.325,Imidazolium,PF6,-0.06210581413795028,-0.010282581860097359,Imidazolium
3212,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,481.5,101.325,Imidazolium,PF6,-0.06089084611796378,-0.0040486975472614995,Imidazolium
3213,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,481.64,101.325,Imidazolium,PF6,-0.0608238238192304,-0.0037048125644379244,Imidazolium
3214,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,483.32,101.325,Imidazolium,PF6,-0.06001765570647449,0.00043155865599418727,Imidazolium
3215,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,485.69,101.325,Imidazolium,PF6,-0.058885153547912746,0.006242318547920661,Imidazolium
3216,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,485.83,101.325,Imidazolium,PF6,-0.0588184923749193,0.006584350629229041,Imidazolium
3217,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,486.67,101.325,Imidazolium,PF6,-0.058418041711396494,0.008639024553426043,Imidazolium
3218,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,487.08,101.325,Imidazolium,PF6,-0.05822315558246651,0.009638966578187672,Imidazolium
3219,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,489.62,101.325,Imidazolium,PF6,-0.057015226755072014,0.01583673346936928,Imidazolium
3220,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,490.3,101.325,Imidazolium,PF6,-0.056692562484155655,0.01749229287808562,Imidazolium
3221,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,491.02,101.325,Imidazolium,PF6,-0.05635087230262919,0.0192454724082691,Imidazolium
3222,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,493.37,101.325,Imidazolium,PF6,-0.05523642678000493,0.02496358543405455,Imidazolium
3223,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,493.81,101.325,Imidazolium,PF6,-0.05502808376372317,0.026032573456391272,Imidazolium
3224,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,495.2,101.325,Imidazolium,PF6,-0.054369228957170224,0.029413094240018648,Imidazolium
3225,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,496.32,101.325,Imidazolium,PF6,-0.053838463336292615,0.03213640170437336,Imidazolium
3226,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,497.72,101.325,Imidazolium,PF6,-0.05317433243198627,0.03554399363923833,Imidazolium
3227,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,499.52,101.325,Imidazolium,PF6,-0.05232053930314677,0.03992472424673098,Imidazolium
3228,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,502.33,101.325,Imidazolium,PF6,-0.050984816341819165,0.04677819057501128,Imidazolium
3229,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,503.59,101.325,Imidazolium,PF6,-0.050384603659881504,0.04985782424498879,Imidazolium
3230,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,503.73,101.325,Imidazolium,PF6,-0.05031804958805904,0.05019930680046711,Imidazolium
3231,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,504.71,101.325,Imidazolium,PF6,-0.049850386311228484,0.05259884219330471,Imidazolium
3232,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,505.26,101.325,Imidazolium,PF6,-0.04958799599259256,0.05394514173722413,Imidazolium
3233,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,506.25,101.325,Imidazolium,PF6,-0.04911453686785747,0.056374415069445565,Imidazolium
3234,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,506.8,101.325,Imidazolium,PF6,-0.04885128260765236,0.05772514741464595,Imidazolium
3235,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,507.49,101.325,Imidazolium,PF6,-0.04852063836951644,0.059421651269346565,Imidazolium
3236,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,508.06,101.325,Imidazolium,PF6,-0.04824723141028892,0.060824476138899554,Imidazolium
3237,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,508.9,101.325,Imidazolium,PF6,-0.04784391406810807,0.06289385871618237,Imidazolium
3238,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,509.61,101.325,Imidazolium,PF6,-0.04750262044208224,0.06464500355814859,Imidazolium
3239,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,510.86,101.325,Imidazolium,PF6,-0.04690004265665496,0.06773677234715775,Imidazolium
3240,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,511.28,101.325,Imidazolium,PF6,-0.046697609505451265,0.06877543741893528,Imidazolium
3241,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,513.36,101.325,Imidazolium,PF6,-0.045691112301762794,0.07393967797981564,Imidazolium
3242,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,513.5,101.325,Imidazolium,PF6,-0.04562325456721969,0.07428784950360398,Imidazolium
3243,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,513.93,101.325,Imidazolium,PF6,-0.045414414896908145,0.07535938581010482,Imidazolium
3244,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,514.62,101.325,Imidazolium,PF6,-0.04507906066623919,0.07708005618448516,Imidazolium
3245,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,515.35,101.325,Imidazolium,PF6,-0.044723556552626526,0.07890411367451133,Imidazolium
3246,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,515.9,101.325,Imidazolium,PF6,-0.04445521251411475,0.0802809611837488,Imidazolium
3247,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,516.04,101.325,Imidazolium,PF6,-0.04438696743875377,0.08063112011610149,Imidazolium
3248,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,516.59,101.325,Imidazolium,PF6,-0.04411819521518843,0.08201016460175685,Imidazolium
3249,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,518.85,101.325,Imidazolium,PF6,-0.043009913340379485,0.08769665254211315,Imidazolium
3250,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,519.53,101.325,Imidazolium,PF6,-0.04267486556072965,0.08941575054572383,Imidazolium
3251,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,520.52,101.325,Imidazolium,PF6,-0.04218640385586521,0.09192200067682549,Imidazolium
3252,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,521.22,101.325,Imidazolium,PF6,-0.04183991744962984,0.09369978917570762,Imidazolium
3253,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,522.76,101.325,Imidazolium,PF6,-0.041075627026768306,0.09762128998819826,Imidazolium
3254,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,524.3,101.325,Imidazolium,PF6,-0.040307341860583684,0.10156328744531325,Imidazolium
3255,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,283.15,20000.0,Imidazolium,SbF6,-0.9054739426321499,3.0763464683616295,Imidazolium
3256,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,283.15,50000.0,Imidazolium,SbF6,-0.6347520615692741,2.078245017353828,Imidazolium
3257,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,293.15,30000.0,Imidazolium,SbF6,-0.9099903601303765,3.09299766345764,Imidazolium
3258,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,293.15,50000.0,Imidazolium,SbF6,-0.7253845831745618,2.4123903437957783,Imidazolium
3259,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,313.15,60000.0,Imidazolium,SbF6,-0.7949635635276843,2.6689151617286355,Imidazolium
3260,1-butyl-3-methylimidazolium hexafluoroantimonate,CCCC[n+]1ccn(C)c1.F[Sb-](F)(F)(F)(F)F,313.15,65000.0,Imidazolium,SbF6,-0.7530400045061311,2.5143507618118623,Imidazolium
3261,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,283.15,100.0,Imidazolium,Tetracyanoborate,0.10993531976548637,-0.03439086779545067,Imidazolium
3262,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,283.15,101.325,Imidazolium,Tetracyanoborate,1.7703764102527155,-3.708800422738698,Imidazolium
3263,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,283.4,101.325,Imidazolium,Tetracyanoborate,0.09788166050804466,-0.03363901172906142,Imidazolium
3264,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,293.38,,Imidazolium,Tetracyanoborate,-0.08341224761602548,-0.04071012285061358,Imidazolium
3265,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,303.15,100.0,Imidazolium,Tetracyanoborate,-0.6160730026405046,0.010894447625509705,Imidazolium
3266,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,313.15,100.0,Imidazolium,Tetracyanoborate,-0.8467703930121441,0.02528437094642991,Imidazolium
3267,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,342.25,101.325,Imidazolium,Tetracyanoborate,-1.4218903728296357,0.061157912457111316,Imidazolium
3268,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,CCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,358.15,101.325,Imidazolium,Tetracyanoborate,0.9625627519937711,0.28195394809745356,Imidazolium
3269,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,185.2,100.0,Imidazolium,Tricyanomethanide,13.433096398927809,-1.433964481259626,Imidazolium
3270,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,193.2,100.0,Imidazolium,Tricyanomethanide,9.22483669817867,-0.9942176571183073,Imidazolium
3271,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,195.2,100.0,Imidazolium,Tricyanomethanide,8.759929983871617,-0.9456367078242064,Imidazolium
3272,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,203.2,100.0,Imidazolium,Tricyanomethanide,7.1034272619880126,-0.7725385953193887,Imidazolium
3273,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,205.2,100.0,Imidazolium,Tricyanomethanide,6.659041350080945,-0.7261019903210115,Imidazolium
3274,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,213.2,100.0,Imidazolium,Tricyanomethanide,4.988180935678392,-0.5515035546098856,Imidazolium
3275,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,217.2,100.0,Imidazolium,Tricyanomethanide,4.321865613298794,-0.48187618659337106,Imidazolium
3276,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,232.2,100.0,Imidazolium,Tricyanomethanide,4.138698122107646,-0.2856879791779737,Imidazolium
3277,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,237.2,100.0,Imidazolium,Tricyanomethanide,3.390932103669318,-0.2390455110946409,Imidazolium
3278,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,269.08,100.0,Imidazolium,Tricyanomethanide,0.49220030732821024,0.14209083985032825,Imidazolium
3279,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,278.15,101.325,Imidazolium,Tricyanomethanide,0.6787390386980484,0.1389393359450807,Imidazolium
3280,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,293.15,100.0,Imidazolium,Tricyanomethanide,0.13283429462522678,0.18647634910059038,Imidazolium
3281,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,293.25,101.325,Imidazolium,Tricyanomethanide,-0.3707893891466364,0.008488068670841852,Imidazolium
3282,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,293.3,101.325,Imidazolium,Tricyanomethanide,-0.4900167961484655,0.0030315968900749505,Imidazolium
3283,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,293.51,,Imidazolium,Tricyanomethanide,-0.09570741721741376,-0.0520078811768991,Imidazolium
3284,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,298.15,101.0,Imidazolium,Tricyanomethanide,0.5670047857141122,0.16433408434510538,Imidazolium
3285,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,302.99,101.325,Imidazolium,Tricyanomethanide,-0.7670220713072873,0.020310009370617128,Imidazolium
3286,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,303.09,,Imidazolium,Tricyanomethanide,-0.09477015529582394,-0.051146652009522994,Imidazolium
3287,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,303.11,100.0,Imidazolium,Tricyanomethanide,0.5811312698963955,0.16853461950420556,Imidazolium
3288,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,303.15,100.0,Imidazolium,Tricyanomethanide,-0.1250979469952635,0.2126281761234148,Imidazolium
3289,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,308.15,101.325,Imidazolium,Tricyanomethanide,-0.22582615177236848,0.2241720824559956,Imidazolium
3290,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,313.4,101.325,Imidazolium,Tricyanomethanide,-0.7317279113928026,0.04620474495860929,Imidazolium
3291,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,323.15,101.325,Imidazolium,Tricyanomethanide,0.5246550228085001,-3.439053644617581,Imidazolium
3292,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,323.22,100.0,Imidazolium,Tricyanomethanide,0.6409252391030198,0.1863144624370691,Imidazolium
3293,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,333.02,,Imidazolium,Tricyanomethanide,-0.0908082939796884,-0.04750618562125089,Imidazolium
3294,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,333.18,100.0,Imidazolium,Tricyanomethanide,0.6710997633746072,0.19528691081675056,Imidazolium
3295,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,337.71,100.0,Imidazolium,Tricyanomethanide,0.68518554094266,0.1994753417918176,Imidazolium
3296,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,337.71,,Imidazolium,Tricyanomethanide,-0.09007679942916906,-0.0468340315219834,Imidazolium
3297,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,341.65,101.325,Imidazolium,Tricyanomethanide,-1.0356324607510294,0.07796159218897121,Imidazolium
3298,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,343.42,,Imidazolium,Tricyanomethanide,-0.08915365029243594,-0.045985770279230606,Imidazolium
3299,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,347.77,,Imidazolium,Tricyanomethanide,-0.08841629670520824,-0.04530823244123466,Imidazolium
3300,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,348.15,100.0,Imidazolium,Tricyanomethanide,-0.8216104794542288,0.3053481807880284,Imidazolium
3301,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,353.37,,Imidazolium,Tricyanomethanide,-0.08741470288698955,-0.04438789012256841,Imidazolium
3302,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,357.16,100.0,Imidazolium,Tricyanomethanide,0.7445273118698349,0.2171207227632191,Imidazolium
3303,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,358.15,100.0,Imidazolium,Tricyanomethanide,-0.9364124644388732,0.3229221749517104,Imidazolium
3304,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,358.15,101.0,Imidazolium,Tricyanomethanide,0.7471613844307687,0.21790396891711356,Imidazolium
3305,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,363.75,,Imidazolium,Tricyanomethanide,-0.08540487031940684,-0.042541099605560545,Imidazolium
3306,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,239.87,101.325,Imidazolium,Dicyanamide,-0.3319967596145305,-1.3950671222808346,Imidazolium
3307,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,250.17,101.325,Imidazolium,Dicyanamide,-0.3263012854407018,-1.3658441908766095,Imidazolium
3308,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,251.33,101.325,Imidazolium,Dicyanamide,-0.3256430280686903,-1.3624667354722797,Imidazolium
3309,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,257.53,101.325,Imidazolium,Dicyanamide,-0.32206931410979284,-1.3441303521103696,Imidazolium
3310,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,258.41,101.325,Imidazolium,Dicyanamide,-0.3215540306320644,-1.3414864820367272,Imidazolium
3311,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,260.48,101.325,Imidazolium,Dicyanamide,-0.32033312518343254,-1.3352221333473135,Imidazolium
3312,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,271.99,101.325,Imidazolium,Dicyanamide,-0.3132930107157219,-1.299099981637248,Imidazolium
3313,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,274.05,101.325,Imidazolium,Dicyanamide,-0.31197664378431145,-1.2923458292409185,Imidazolium
3314,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,278.15,100.0,Imidazolium,Dicyanamide,0.5832927292764805,0.12692165598902794,Imidazolium
3315,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,283.0,100.0,Imidazolium,Dicyanamide,-0.11373492926943704,-0.02043926770323155,Imidazolium
3316,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,283.14,101.325,Imidazolium,Dicyanamide,-0.11837178148634181,-0.020150040557037095,Imidazolium
3317,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,283.15,30000.0,Imidazolium,Dicyanamide,1.4441211299281462,-5.586175533908847,Imidazolium
3318,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,283.15,40000.0,Imidazolium,Dicyanamide,1.5535299380755956,-5.989545552380465,Imidazolium
3319,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,288.22,101.325,Imidazolium,Dicyanamide,-0.28082538630018683,-0.010016874712757634,Imidazolium
3320,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,293.15,101.325,Imidazolium,Dicyanamide,0.13869735232952307,0.1672653575012283,Imidazolium
3321,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,293.15,5000.0,Imidazolium,Dicyanamide,0.7596542981178553,-3.0626730548539784,Imidazolium
3322,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,293.16,101.325,Imidazolium,Dicyanamide,0.5009113624439645,0.14468108755913014,Imidazolium
3323,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,295.1,101.325,Imidazolium,Dicyanamide,-0.2965766659597413,-1.2133300209238609,Imidazolium
3324,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,298.15,101.0,Imidazolium,Dicyanamide,0.009311659202259091,0.20146681251698695,Imidazolium
3325,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,298.85,101.325,Imidazolium,Dicyanamide,-0.2934485096470056,-1.1972797510852533,Imidazolium
