sample_id,IL_Name,IL_SMILES,Temperature_K,Pressure_kPa,Cation_Family,Anion_Family,PC1,PC2,display_family
679,N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)[O-].C[NH2+]CCO,333.1,101.325,Protic ammonium,Carboxylate,-0.1806832115017222,-0.01626331822136719,Protic ammonium
680,N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)[O-].C[NH2+]CCO,333.91,101.325,Protic ammonium,Carboxylate,0.7327319446166407,0.21361334936285953,Protic ammonium
681,N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)[O-].C[NH2+]CCO,334.41,101.325,Protic ammonium,Carboxylate,0.7341565049577645,0.21403694491019712,Protic ammonium
682,N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)[O-].C[NH2+]CCO,334.91,101.325,Protic ammonium,Carboxylate,0.735573897087379,0.21445840897711224,Protic ammonium
683,N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)[O-].C[NH2+]CCO,335.16,101.325,Protic ammonium,Carboxylate,0.7362789540464789,0.21466805891602497,Protic ammonium
684,N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)[O-].C[NH2+]CCO,336.66,101.325,Protic ammonium,Carboxylate,0.7404787015901241,0.21591686130654128,Protic ammonium
685,N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)[O-].C[NH2+]CCO,337.16,101.325,Protic ammonium,Carboxylate,0.74186456479899,0.216328950192879,Protic ammonium
686,N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)[O-].C[NH2+]CCO,353.1,101.325,Protic ammonium,Carboxylate,-0.6369361600248343,0.01219580276658504,Protic ammonium
687,N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)[O-].C[NH2+]CCO,358.15,100.0,Protic ammonium,Carboxylate,0.7933615057892935,0.23164165705076567,Protic ammonium
688,1-(2-cyanoethyl)imidazolium butanoate,CCCC(=O)[O-].N#CCCn1cc[nH+]c1,333.15,101.325,Imidazolium,Carboxylate,-0.32350952434299657,0.22034071004701866,Imidazolium
689,1-(2-cyanoethyl)imidazolium butanoate,CCCC(=O)[O-].N#CCCn1cc[nH+]c1,363.15,101.325,Imidazolium,Carboxylate,-0.8183039017665668,0.2959682905207031,Imidazolium
690,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,278.4,101.325,Protic ammonium,Carboxylate,0.6499883719576501,0.18900940108678743,Protic ammonium
691,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,279.9,101.325,Protic ammonium,Carboxylate,0.6554130103109959,0.19062242693487563,Protic ammonium
692,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,281.4,101.325,Protic ammonium,Carboxylate,0.6608451843896236,0.19223769354425926,Protic ammonium
693,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,281.9,101.325,Protic ammonium,Carboxylate,0.6626588329969139,0.19277698517853087,Protic ammonium
694,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,283.4,101.325,Protic ammonium,Carboxylate,0.6680931323450434,0.1943928837405752,Protic ammonium
695,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,284.15,101.325,Protic ammonium,Carboxylate,0.6708090791821117,0.1952004753558803,Protic ammonium
696,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,284.9,101.325,Protic ammonium,Carboxylate,0.6735204744255248,0.19600671354672877,Protic ammonium
697,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,286.15,101.325,Protic ammonium,Carboxylate,0.6780359956467255,0.19734941180105484,Protic ammonium
698,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,287.15,101.325,Protic ammonium,Carboxylate,0.6816361783138638,0.1984199325107629,Protic ammonium
699,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,288.15,101.325,Protic ammonium,Carboxylate,2.2077152734326466,0.10452126596812934,Protic ammonium
700,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,290.4,101.325,Protic ammonium,Carboxylate,0.6932532793412329,0.20187429813228694,Protic ammonium
701,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,291.15,101.325,Protic ammonium,Carboxylate,0.6959091523974927,0.20266402670218245,Protic ammonium
702,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,291.4,101.325,Protic ammonium,Carboxylate,0.6967928874472565,0.20292680688867198,Protic ammonium
703,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,293.4,101.325,Protic ammonium,Carboxylate,0.7038210263781781,0.20501663648119026,Protic ammonium
704,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,294.15,100.0,Protic ammonium,Carboxylate,-0.2529616516054606,-0.9895455679056789,Protic ammonium
705,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,295.4,101.325,Protic ammonium,Carboxylate,0.7107804070585948,0.20708602068581175,Protic ammonium
706,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,296.4,101.325,Protic ammonium,Carboxylate,0.714240620735588,0.2081149213677265,Protic ammonium
707,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,297.15,101.325,Protic ammonium,Carboxylate,0.7168304356714086,0.2088850074381955,Protic ammonium
708,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,298.15,101.325,Protic ammonium,Carboxylate,1.7908200151173155,0.1431355204771575,Protic ammonium
709,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,299.15,100.0,Protic ammonium,Carboxylate,-0.24884574875259516,-0.9684272653614531,Protic ammonium
710,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,301.15,101.325,Protic ammonium,Carboxylate,0.7306731489535432,0.21300116281618217,Protic ammonium
711,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,302.4,101.325,Protic ammonium,Carboxylate,0.7350586921173279,0.214305211864305,Protic ammonium
712,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,304.65,101.325,Protic ammonium,Carboxylate,0.743089741169363,0.216693258562424,Protic ammonium
713,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,306.4,101.325,Protic ammonium,Carboxylate,0.7494765310516642,0.21859238187635077,Protic ammonium
714,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,307.15,100.0,Protic ammonium,Carboxylate,-0.2418040009465098,-0.9322967331489346,Protic ammonium
715,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,308.65,101.325,Protic ammonium,Carboxylate,0.7578344969207454,0.2210776378705963,Protic ammonium
716,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,310.15,101.325,Protic ammonium,Carboxylate,1.3885044783364116,0.18375665860303822,Protic ammonium
717,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,311.4,101.325,Protic ammonium,Carboxylate,0.7680959801618614,0.22412890813590997,Protic ammonium
718,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,311.65,101.325,Protic ammonium,Carboxylate,0.7690212875418483,0.22440404992862045,Protic ammonium
719,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,313.4,101.325,Protic ammonium,Carboxylate,0.7754264153768533,0.2263086260653504,Protic ammonium
720,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,321.66,101.325,Protic ammonium,Carboxylate,0.8029676408831962,0.2344980583806599,Protic ammonium
721,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,322.15,100.0,Protic ammonium,Carboxylate,-0.22520373332439053,-0.8471223530697317,Protic ammonium
722,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,323.65,101.325,Protic ammonium,Carboxylate,0.8089328631004744,0.2362718278007218,Protic ammonium
723,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,324.16,101.325,Protic ammonium,Carboxylate,0.810428640074243,0.23671659974025133,Protic ammonium
724,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,325.15,100.0,Protic ammonium,Carboxylate,-0.22143824948535681,-0.8278020168565611,Protic ammonium
725,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,326.41,101.325,Protic ammonium,Carboxylate,0.8168769656563406,0.23863402080379498,Protic ammonium
726,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,334.16,101.325,Protic ammonium,Carboxylate,0.8376608511679231,0.24481414607117086,Protic ammonium
727,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,335.41,101.325,Protic ammonium,Carboxylate,0.8408508374516029,0.2457626941577818,Protic ammonium
728,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,336.9,101.325,Protic ammonium,Carboxylate,0.8446039964589758,0.24687870265393225,Protic ammonium
729,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,338.15,100.0,Protic ammonium,Carboxylate,0.84771351466318,0.2478033234142063,Protic ammonium
730,2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)[O-].C[NH2+]CCO,348.15,100.0,Protic ammonium,Carboxylate,0.8711330219130973,0.25476715548612794,Protic ammonium
731,tetraoctylammonium 2-(bis(2-ethylhexyl)amino)-2-oxoacetate,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,233.2,101.325,Quaternary ammonium,Carboxylate,0.6232598135629588,3.506262680894301,Quaternary ammonium
732,tetraoctylammonium 2-(bis(2-ethylhexyl)amino)-2-oxoacetate,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,333.2,101.325,Quaternary ammonium,Carboxylate,0.7779293442440596,4.299857199536294,Quaternary ammonium
733,1-butyl-3-methylimidazolium 2-(bis(2-ethylhexyl)amino)-2-oxoacetate,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(=O)[O-].CCCC[n+]1ccn(C)c1,223.2,101.325,Imidazolium,Carboxylate,0.21873798918998263,1.4307000210750984,Imidazolium
734,1-butyl-3-methylimidazolium 2-(bis(2-ethylhexyl)amino)-2-oxoacetate,CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(=O)[O-].CCCC[n+]1ccn(C)c1,243.2,101.325,Imidazolium,Carboxylate,0.22043583080292836,1.4394114834531286,Imidazolium
735,"1-(2-cyanoethyl)-3-hexyl-1H-imidazol-3-ium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCCCC[n+]1ccn(CCC#N)c1,303.15,101.325,Imidazolium,Alkyl sulfonate,4.0242752328009255,-0.12380962488535872,Imidazolium
736,tetrabutylammonium docusate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,333.0,101.325,Quaternary ammonium,Alkyl sulfonate,1.7640583318659113,-0.137568035379141,Quaternary ammonium
737,"1-butyl-3-methyl-1H-imidazolium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,313.15,101.325,Imidazolium,Alkyl sulfonate,2.7618046807763466,-0.02547381014885584,Imidazolium
738,"1-butyl-3-methyl-1H-imidazolium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,323.15,101.325,Imidazolium,Alkyl sulfonate,0.48540782750932415,0.14007108391328538,Imidazolium
739,"1-butyl-3-methyl-1H-imidazolium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,338.25,101.325,Imidazolium,Alkyl sulfonate,1.2158620497103674,-0.10337387976982128,Imidazolium
740,"1-butyl-3-methyl-1H-imidazolium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,363.15,101.325,Imidazolium,Alkyl sulfonate,0.6045122258777361,0.175486988287952,Imidazolium
741,N-(2-ethylhexyl)ethylenediammonium trifluoroacetate,CCCCC(CC)C[NH2+]CCN.O=C([O-])C(F)(F)F,303.15,101.325,Protic ammonium,Carboxylate,3.32784028168706,-0.1952939920602678,Protic ammonium
742,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",CCCCC(CC)C[NH2+]CCN.O=S(=O)([O-])C(F)(F)F,298.15,101.325,Protic ammonium,Triflate,3.748644980108154,-0.37803326719787267,Protic ammonium
743,"1-methyl-3-(9Z,12Z)-9,12-octadecadien-1-yl-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCC/C=C\C/C=C\CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,288.15,101.325,Imidazolium,NTf2,1.5369364102961398,-0.12340113461522648,Imidazolium
744,"1-methyl-3-(9Z,12Z)-9,12-octadecadien-1-yl-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCC/C=C\C/C=C\CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,101.325,Imidazolium,NTf2,1.1033564064256183,-0.09635625561104638,Imidazolium
745,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,293.2,101.325,Phosphonium,Carboxylate,1.3532027858101061,-0.11194061153098356,Phosphonium
746,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,298.98,101.325,Phosphonium,Carboxylate,-0.13657223036430477,0.24154821827603992,Phosphonium
747,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,303.8,101.325,Phosphonium,Carboxylate,2.2842699398494055,-0.26895533807160493,Phosphonium
748,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,308.1,101.325,Phosphonium,Carboxylate,2.1602925704655376,-0.25600018360662596,Phosphonium
749,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,313.2,101.325,Phosphonium,Carboxylate,0.600661520350387,-0.06500028382138645,Phosphonium
750,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,329.17,101.325,Phosphonium,Carboxylate,-0.3964096145232281,1.199520544476225,Phosphonium
751,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,333.2,101.325,Phosphonium,Carboxylate,0.01023694507313619,-0.028172106652413226,Phosphonium
752,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,338.9,101.325,Phosphonium,Carboxylate,1.4856846804366692,-0.1855062744194004,Phosphonium
753,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,343.15,101.325,Phosphonium,Carboxylate,2.2417079065713303,4.1841767030664085,Phosphonium
754,trioctylphosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCC[PH+](CCCCCCCC)CCCCCCCC,323.0,101.325,Phosphonium,Carboxylate,1.552507133588187,0.4573749576582633,Phosphonium
755,trioctylphosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCC[PH+](CCCCCCCC)CCCCCCCC,373.0,101.325,Phosphonium,Carboxylate,1.7031901499557975,0.502180820176074,Phosphonium
756,tributylethylphosphonium hexanoate,CCCCCC(=O)[O-].CCCC[P+](CC)(CCCC)CCCC,308.1,101.0,Phosphonium,Carboxylate,0.4395251729174977,-0.054949282897461454,Phosphonium
757,N-methyl-2-hydroxyethylammonium hexanoate,CCCCCC(=O)[O-].C[NH2+]CCO,288.15,101.0,Protic ammonium,Carboxylate,0.7520573350499491,0.21935978852854082,Protic ammonium
758,N-methyl-2-hydroxyethylammonium hexanoate,CCCCCC(=O)[O-].C[NH2+]CCO,323.1,101.325,Protic ammonium,Carboxylate,0.20496552280755342,-0.04031844821906924,Protic ammonium
759,1-(2-cyanoethyl)imidazolium hexanoate,CCCCCC(=O)[O-].N#CCCn1cc[nH+]c1,303.15,101.325,Imidazolium,Carboxylate,0.784538379038576,0.1773103008084285,Imidazolium
760,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,313.4,101.325,Phosphonium,Carboxylate,2.166586737543224,-0.2566578996650087,Phosphonium
761,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,317.92,101.325,Phosphonium,Carboxylate,-0.2937114575330032,0.8208914543364297,Phosphonium
762,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,328.4,101.325,Phosphonium,Carboxylate,1.834709561122484,-0.221978021350933,Phosphonium
763,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,338.15,101.325,Phosphonium,Carboxylate,0.6725297051788691,3.759061766456208,Phosphonium
764,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,338.6,101.325,Phosphonium,Carboxylate,1.6387229952022118,-0.2014981850132515,Phosphonium
765,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,343.15,101.325,Phosphonium,Carboxylate,2.2832104466357275,4.260681652849523,Phosphonium
766,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,349.5,101.325,Phosphonium,Carboxylate,1.4218754001398546,-0.17883845200428844,Phosphonium
767,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,358.08,101.325,Phosphonium,Carboxylate,-0.5475989389053381,1.756927590593881,Phosphonium
768,trioctylammonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,328.15,101.325,Protic ammonium,Carboxylate,0.1959491917839971,0.615108064649189,Protic ammonium
769,trioctylammonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,343.15,101.325,Protic ammonium,Carboxylate,-1.611542052443955e-05,0.6441321815319099,Protic ammonium
770,trihexylammonium octanoate,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,318.15,101.325,Protic ammonium,Carboxylate,0.15513791566822427,0.5965997138475396,Protic ammonium
771,N-ethyl-N-isopropylpropan-2-aminium octanoate,CCCCCCCC(=O)[O-].CC[NH+](C(C)C)C(C)C,348.15,100.0,Protic ammonium,Carboxylate,1.5911231967577195,0.468857512620742,Protic ammonium
772,methyltrioctylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,303.0,101.325,Quaternary ammonium,Carboxylate,1.4026309682503144,0.4128090137270476,Quaternary ammonium
773,methyltrioctylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,343.15,101.325,Quaternary ammonium,Carboxylate,2.116624854354319,0.42128732723985135,Quaternary ammonium
774,methyltrioctylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,363.15,101.325,Quaternary ammonium,Carboxylate,1.6471074461594155,0.47713785247980783,Quaternary ammonium
775,tetraoctylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,318.15,101.325,Quaternary ammonium,Carboxylate,2.7797810555702513,0.3555242068057756,Quaternary ammonium
776,tetraoctylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,323.15,101.325,Quaternary ammonium,Carboxylate,2.598445755688782,0.37303731801974593,Quaternary ammonium
777,tetraoctylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,348.15,101.325,Quaternary ammonium,Carboxylate,1.8853986052783325,0.4498766140449012,Quaternary ammonium
778,tetraoctylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,353.2,101.325,Quaternary ammonium,Carboxylate,0.993702393744646,5.406968009275477,Quaternary ammonium
779,trioctylphosphonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[PH+](CCCCCCCC)CCCCCCCC,373.0,101.325,Phosphonium,Carboxylate,1.838989827282278,0.5425610953983931,Phosphonium
780,tetrahexylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,303.15,101.325,Quaternary ammonium,Carboxylate,3.5236210062873936,0.289106745847564,Quaternary ammonium
781,tetrahexylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,308.15,101.325,Quaternary ammonium,Carboxylate,3.2774537469244738,0.31119913513732067,Quaternary ammonium
782,tetrahexylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,353.15,101.325,Quaternary ammonium,Carboxylate,1.8060916996941152,0.46381488266658233,Quaternary ammonium
783,1-oleyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,CCCCCCCC/C=C\CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.15,101.325,Imidazolium,NTf2,1.6839418275150007,-0.13838335400046486,Imidazolium
784,1-oleyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,CCCCCCCC/C=C\CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,101.325,Imidazolium,NTf2,1.0388587358408572,-0.09233316487474658,Imidazolium
785,trihexyltetradecylphosphonium decanoate,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,298.0,,Phosphonium,Carboxylate,-0.034706581995319695,0.004044431754430272,Phosphonium
786,trihexyltetradecylphosphonium decanoate,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,323.2,101.325,Phosphonium,Carboxylate,2.6196427195350456,-0.27981955128239433,Phosphonium
787,trihexyltetradecylphosphonium decanoate,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,333.15,101.325,Phosphonium,Carboxylate,2.5712012983251764,4.271523358854091,Phosphonium
788,trihexyltetradecylphosphonium decanoate,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,343.15,101.325,Phosphonium,Carboxylate,2.352565624648995,4.36309296837483,Phosphonium
789,trihexyltetradecylphosphonium decanoate,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,343.5,101.325,Phosphonium,Carboxylate,1.6442446124332282,-0.2020751726076795,Phosphonium
790,tributyl(ethyl)phosphonium heptadecanoate,CCCCCCCCCCCCCCCCC(=O)[O-].CCCC[P+](CC)(CCCC)CCCC,308.1,101.0,Phosphonium,Carboxylate,0.7147117595987648,-0.07211425331567907,Phosphonium
791,"tributyl(octadecyl)phosphonium 1,2,3-triazolide",CCCCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.c1c[n-]nn1,338.15,101.325,Phosphonium,Other,0.04363366221684501,-0.03025525201480442,Phosphonium
792,"tributyl(octadecyl)phosphonium 1,2,3-triazolide",CCCCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.c1c[n-]nn1,343.15,101.325,Phosphonium,Other,-0.08701932658932877,-0.022105673523512507,Phosphonium
793,3-methyl-1-octadecyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.1,101.325,Imidazolium,NTf2,0.17447819818472513,0.04761560644763511,Imidazolium
794,3-methyl-1-octadecyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,378.15,101.325,Imidazolium,NTf2,0.2824159748256811,0.07971109602062183,Imidazolium
