feature_type,property,property_short,feature,importance,n_labels,normalized_importance,feature_pretty
functional-group descriptor,HeatCapacity,HC,Pair: cation_ether_anion_hba,3.257104519131341e-05,192,4.537182428774703e-05,Pair: cation ether anion hba
functional-group descriptor,HeatCapacity,HC,Pair: cation_hbd_anion_hba,0.00015489503251349865,192,0.0002157704843970323,Pair: cation hbd anion hba
functional-group descriptor,HeatCapacity,HC,Pair: cation_hydroxyl_anion_hba,0.00045540281280409545,192,0.0006343811284325559,Pair: cation hydroxyl anion hba
functional-group descriptor,HeatCapacity,HC,Pair: cation_positive_anion_negative,0.004297262558395687,192,0.0059861340209568245,Pair: cation positive anion negative
functional-group descriptor,HeatCapacity,HC,Pair: functional_group_dot,0.00015602550176178434,192,0.00021734524049695628,Pair: functional group dot
functional-group descriptor,HeatCapacity,HC,Pair: imidazolium_sulfonyl_pair,0.0006567987334165082,192,0.0009149278615393103,Pair: imidazolium sulfonyl pair
functional-group descriptor,HeatCapacity,HC,Pair: phosphonium_fluorinated_pair,0.0,192,0.0,Pair: phosphonium fluorinated pair
functional-group descriptor,HeatCapacity,HC,Pair: total_carboxylate,0.004694320040774376,192,0.006539239462210079,Pair: total carboxylate
functional-group descriptor,HeatCapacity,HC,Pair: total_fluorinated_carbon,0.01288460264186142,192,0.01794839323240041,Pair: total fluorinated carbon
functional-group descriptor,HeatCapacity,HC,Pair: total_sulfonyl,0.009253556223484338,192,0.01289030562398692,Pair: total sulfonyl
functional-group descriptor,SurfaceTension,ST,Ani: amide,0.00021149204985704273,128,0.00013972894909991372,Ani: amide
functional-group descriptor,SurfaceTension,ST,Ani: aromatic_atom_fraction,0.0015544071793556213,128,0.0010269685399121845,Ani: aromatic atom fraction
functional-group descriptor,SurfaceTension,ST,Ani: bis_sulfonimide,0.009134548461588565,128,0.006035029959295185,Ani: bis sulfonimide
functional-group descriptor,SurfaceTension,ST,Ani: borofluoride,0.01912549149710685,128,0.012635864230908275,Ani: borofluoride
functional-group descriptor,SurfaceTension,ST,Ani: branched_aliphatic_carbon_fraction,0.0008103060608846135,128,0.0005353544703606143,Ani: branched aliphatic carbon fraction
functional-group descriptor,SurfaceTension,ST,Ani: carbonyl,0.034904760075733066,128,0.023060939866361575,Ani: carbonyl
functional-group descriptor,SurfaceTension,ST,Ani: carboxylate,0.0062971601146273315,128,0.004160419106654512,Ani: carboxylate
functional-group descriptor,SurfaceTension,ST,Ani: charged_atom_fraction,0.05603311752201989,128,0.03702006118639489,Ani: charged atom fraction
functional-group descriptor,SurfaceTension,ST,Ani: ester,0.0,128,0.0,Ani: ester
functional-group descriptor,SurfaceTension,ST,Ani: ether,0.0,128,0.0,Ani: ether
functional-group descriptor,SurfaceTension,ST,Ani: fluorinated_carbon,0.021247137745376676,128,0.014037597302354248,Ani: fluorinated carbon
functional-group descriptor,SurfaceTension,ST,Ani: halide_anion,0.03887284151278436,128,0.0256825790699006,Ani: halide anion
functional-group descriptor,SurfaceTension,ST,Ani: hbond_acceptor,0.043965932447463274,128,0.02904749157821484,Ani: H-bond acceptor
functional-group descriptor,SurfaceTension,ST,Ani: hbond_donor,0.024558784050896065,128,0.016225541758770546,Ani: H-bond donor
functional-group descriptor,SurfaceTension,ST,Ani: hetero_aromatic_atom,0.0,128,0.0,Ani: hetero aromatic atom
functional-group descriptor,SurfaceTension,ST,Ani: hexafluorophosphate,0.01828864187700674,128,0.012082972913951962,Ani: hexafluorophosphate
functional-group descriptor,SurfaceTension,ST,Ani: hydroxyl,0.007305042629013769,128,0.004826308744806818,Ani: hydroxyl
functional-group descriptor,SurfaceTension,ST,Ani: imidazolium_like,0.0,128,0.0,Ani: imidazolium like
functional-group descriptor,SurfaceTension,ST,Ani: longest_aliphatic_carbon_chain,0.01338247989770025,128,0.008841560965153736,Ani: longest aliphatic carbon chain
functional-group descriptor,SurfaceTension,ST,Ani: negative_atom_fraction,0.039902498945593834,128,0.026362855000445662,Ani: negative atom fraction
functional-group descriptor,SurfaceTension,ST,Ani: nitrile,0.01101814403955359,128,0.007279487284363441,Ani: nitrile
functional-group descriptor,SurfaceTension,ST,Ani: nitro,0.0,128,0.0,Ani: nitro
functional-group descriptor,SurfaceTension,ST,Ani: phosphate,0.000344872911227867,128,0.0002278512572527936,Ani: phosphate
functional-group descriptor,SurfaceTension,ST,Ani: phosphonium,0.0,128,0.0,Ani: phosphonium
functional-group descriptor,SurfaceTension,ST,Ani: positive_atom_fraction,0.0,128,0.0,Ani: positive atom fraction
functional-group descriptor,SurfaceTension,ST,Ani: pyridinium_like,0.0,128,0.0,Ani: pyridinium like
functional-group descriptor,SurfaceTension,ST,Ani: quaternary_ammonium,0.0,128,0.0,Ani: quaternary ammonium
functional-group descriptor,SurfaceTension,ST,Ani: sulfate,0.0007870319823268801,128,0.0005199777101450926,Ani: sulfate
functional-group descriptor,SurfaceTension,ST,Ani: sulfonate,0.004673322924645618,128,0.003087579422047587,Ani: sulfonate
functional-group descriptor,SurfaceTension,ST,Ani: sulfonium,0.0,128,0.0,Ani: sulfonium
functional-group descriptor,SurfaceTension,ST,Ani: sulfonyl,0.010335552971810102,128,0.0068285117861106425,Ani: sulfonyl
functional-group descriptor,SurfaceTension,ST,Ani: thioether,0.0,128,0.0,Ani: thioether
functional-group descriptor,SurfaceTension,ST,Cat: amide,0.0,128,0.0,Cat: amide
functional-group descriptor,SurfaceTension,ST,Cat: aromatic_atom_fraction,0.3416614169254899,128,0.2257294814025201,Cat: aromatic atom fraction
functional-group descriptor,SurfaceTension,ST,Cat: bis_sulfonimide,0.0,128,0.0,Cat: bis sulfonimide
functional-group descriptor,SurfaceTension,ST,Cat: borofluoride,0.0,128,0.0,Cat: borofluoride
functional-group descriptor,SurfaceTension,ST,Cat: branched_aliphatic_carbon_fraction,0.00010937439947156236,128,7.226167558981957e-05,Cat: branched aliphatic carbon fraction
functional-group descriptor,SurfaceTension,ST,Cat: carbonyl,0.001148186856880784,128,0.0007585861643060834,Cat: carbonyl
functional-group descriptor,SurfaceTension,ST,Cat: carboxylate,0.0,128,0.0,Cat: carboxylate
functional-group descriptor,SurfaceTension,ST,Cat: charged_atom_fraction,0.04130898474249989,128,0.027292094574502837,Cat: charged atom fraction
functional-group descriptor,SurfaceTension,ST,Cat: ester,0.0011725120712071657,128,0.0007746573907978262,Cat: ester
functional-group descriptor,SurfaceTension,ST,Cat: ether,0.010591881058644503,128,0.006997863089019533,Cat: ether
functional-group descriptor,SurfaceTension,ST,Cat: fluorinated_carbon,0.0,128,0.0,Cat: fluorinated carbon
functional-group descriptor,SurfaceTension,ST,Cat: halide_anion,0.0,128,0.0,Cat: halide anion
functional-group descriptor,SurfaceTension,ST,Cat: hbond_acceptor,0.00921562071016524,128,0.006088592918765496,Cat: H-bond acceptor
functional-group descriptor,SurfaceTension,ST,Cat: hbond_donor,0.006861478177597746,128,0.004533253782710914,Cat: H-bond donor
functional-group descriptor,SurfaceTension,ST,Cat: hetero_aromatic_atom,0.06705652363598347,128,0.044303025027574015,Cat: hetero aromatic atom
functional-group descriptor,SurfaceTension,ST,Cat: hexafluorophosphate,0.0,128,0.0,Cat: hexafluorophosphate
functional-group descriptor,SurfaceTension,ST,Cat: hydroxyl,0.00795131539052818,128,0.005253289398970167,Cat: hydroxyl
functional-group descriptor,SurfaceTension,ST,Cat: imidazolium_like,0.032383792917244136,128,0.0213953827354474,Cat: imidazolium like
functional-group descriptor,SurfaceTension,ST,Cat: longest_aliphatic_carbon_chain,0.16530073015019298,128,0.10921118465184589,Cat: longest aliphatic carbon chain
functional-group descriptor,SurfaceTension,ST,Cat: negative_atom_fraction,0.0,128,0.0,Cat: negative atom fraction
functional-group descriptor,SurfaceTension,ST,Cat: nitrile,0.0006049593794159591,128,0.00039968565433578195,Cat: nitrile
functional-group descriptor,SurfaceTension,ST,Cat: nitro,0.0,128,0.0,Cat: nitro
functional-group descriptor,SurfaceTension,ST,Cat: phosphate,0.0,128,0.0,Cat: phosphate
functional-group descriptor,SurfaceTension,ST,Cat: phosphonium,0.009279616584535688,128,0.0061308738285139105,Cat: phosphonium
functional-group descriptor,SurfaceTension,ST,Cat: positive_atom_fraction,0.03800341137684882,128,0.025108162398956295,Cat: positive atom fraction
functional-group descriptor,SurfaceTension,ST,Cat: pyridinium_like,0.006962017010664567,128,0.004599677960346217,Cat: pyridinium like
functional-group descriptor,SurfaceTension,ST,Cat: quaternary_ammonium,0.0007186081420513801,128,0.00047477132389303937,Cat: quaternary ammonium
functional-group descriptor,SurfaceTension,ST,Cat: sulfate,0.0,128,0.0,Cat: sulfate
functional-group descriptor,SurfaceTension,ST,Cat: sulfonate,0.0,128,0.0,Cat: sulfonate
functional-group descriptor,SurfaceTension,ST,Cat: sulfonium,0.0,128,0.0,Cat: sulfonium
functional-group descriptor,SurfaceTension,ST,Cat: sulfonyl,0.0,128,0.0,Cat: sulfonyl
functional-group descriptor,SurfaceTension,ST,Cat: thioether,0.0006575037623406388,128,0.0004344007720535956,Cat: thioether
functional-group descriptor,SurfaceTension,ST,Pair: alkyl_chain_length_difference,0.13917316356673837,128,0.09194917681887123,Pair: alkyl chain length difference
functional-group descriptor,SurfaceTension,ST,Pair: alkyl_chain_length_sum,0.21537837758660316,128,0.14229657511647745,Pair: alkyl chain length sum
functional-group descriptor,SurfaceTension,ST,Pair: ammonium_halide_pair,0.0,128,0.0,Pair: ammonium halide pair
functional-group descriptor,SurfaceTension,ST,Pair: anion_hbd_cation_hba,0.0011081884995292057,128,0.0007321599774010123,Pair: anion hbd cation hba
functional-group descriptor,SurfaceTension,ST,Pair: anion_positive_cation_negative,0.0,128,0.0,Pair: anion positive cation negative
functional-group descriptor,SurfaceTension,ST,Pair: cation_aromatic_anion_aromatic,0.0006961775943636894,128,0.00045995186917474113,Pair: cation aromatic anion aromatic
functional-group descriptor,SurfaceTension,ST,Pair: cation_ether_anion_hba,0.002032473144481628,128,0.001342818024337939,Pair: cation ether anion hba
functional-group descriptor,SurfaceTension,ST,Pair: cation_hbd_anion_hba,0.0008710687343409518,128,0.00057549926309535,Pair: cation hbd anion hba
functional-group descriptor,SurfaceTension,ST,Pair: cation_hydroxyl_anion_hba,0.0009388373364345171,128,0.0006202727454031001,Pair: cation hydroxyl anion hba
functional-group descriptor,SurfaceTension,ST,Pair: cation_positive_anion_negative,0.011548856942681596,128,0.007630119642780535,Pair: cation positive anion negative
functional-group descriptor,SurfaceTension,ST,Pair: functional_group_dot,0.00023727160805719905,128,0.0001567610341262907,Pair: functional group dot
functional-group descriptor,SurfaceTension,ST,Pair: imidazolium_sulfonyl_pair,0.0005603270546998829,128,0.00037019788951115175,Pair: imidazolium sulfonyl pair
functional-group descriptor,SurfaceTension,ST,Pair: phosphonium_fluorinated_pair,0.002501793875126168,128,0.0016528896914672342,Pair: phosphonium fluorinated pair
functional-group descriptor,SurfaceTension,ST,Pair: total_carboxylate,0.009838679514359683,128,0.006500236533721168,Pair: total carboxylate
functional-group descriptor,SurfaceTension,ST,Pair: total_fluorinated_carbon,0.015291349234757945,128,0.010102716202981409,Pair: total fluorinated carbon
functional-group descriptor,SurfaceTension,ST,Pair: total_sulfonyl,0.009669858161942102,128,0.006388699337997359,Pair: total sulfonyl
functional-group descriptor,ThermalConductivity,TC,Ani: amide,0.0,123,0.0,Ani: amide
functional-group descriptor,ThermalConductivity,TC,Ani: aromatic_atom_fraction,0.0,123,0.0,Ani: aromatic atom fraction
functional-group descriptor,ThermalConductivity,TC,Ani: bis_sulfonimide,0.003112925621643057,123,0.005108335157910436,Ani: bis sulfonimide
functional-group descriptor,ThermalConductivity,TC,Ani: borofluoride,0.006283198399999277,123,0.010310777446041808,Ani: borofluoride
functional-group descriptor,ThermalConductivity,TC,Ani: branched_aliphatic_carbon_fraction,0.005876097570711035,123,0.009642721818689566,Ani: branched aliphatic carbon fraction
functional-group descriptor,ThermalConductivity,TC,Ani: carbonyl,0.006823275495714288,123,0.011197048160909372,Ani: carbonyl
functional-group descriptor,ThermalConductivity,TC,Ani: carboxylate,0.00423140222645872,123,0.0069437639660887805,Ani: carboxylate
functional-group descriptor,ThermalConductivity,TC,Ani: charged_atom_fraction,0.020555968394236093,123,0.03373250402229255,Ani: charged atom fraction
functional-group descriptor,ThermalConductivity,TC,Ani: ester,0.0,123,0.0,Ani: ester
functional-group descriptor,ThermalConductivity,TC,Ani: ether,0.0,123,0.0,Ani: ether
functional-group descriptor,ThermalConductivity,TC,Ani: fluorinated_carbon,0.00816407350717279,123,0.013397308126637277,Ani: fluorinated carbon
functional-group descriptor,ThermalConductivity,TC,Ani: halide_anion,0.005323286160705536,123,0.008735553995021936,Ani: halide anion
functional-group descriptor,ThermalConductivity,TC,Ani: hbond_acceptor,0.023754756155658543,123,0.03898173961942935,Ani: H-bond acceptor
functional-group descriptor,ThermalConductivity,TC,Ani: hbond_donor,0.012525240913396928,123,0.020554017762053796,Ani: H-bond donor
functional-group descriptor,ThermalConductivity,TC,Ani: hetero_aromatic_atom,0.0,123,0.0,Ani: hetero aromatic atom
functional-group descriptor,ThermalConductivity,TC,Ani: hexafluorophosphate,0.008120644867904788,123,0.013326041391804128,Ani: hexafluorophosphate
functional-group descriptor,ThermalConductivity,TC,Ani: hydroxyl,0.0020243335303252305,123,0.0033219470688281906,Ani: hydroxyl
functional-group descriptor,ThermalConductivity,TC,Ani: imidazolium_like,0.0,123,0.0,Ani: imidazolium like
functional-group descriptor,ThermalConductivity,TC,Ani: longest_aliphatic_carbon_chain,0.00884443189290057,123,0.014513781529544337,Ani: longest aliphatic carbon chain
functional-group descriptor,ThermalConductivity,TC,Ani: negative_atom_fraction,0.01226079883355585,123,0.020120066252165125,Ani: negative atom fraction
functional-group descriptor,ThermalConductivity,TC,Ani: nitrile,0.017006662151798968,123,0.02790806487142628,Ani: nitrile
functional-group descriptor,ThermalConductivity,TC,Ani: nitro,0.0,123,0.0,Ani: nitro
functional-group descriptor,ThermalConductivity,TC,Ani: phosphate,0.0006511506389796249,123,0.0010685432633111825,Ani: phosphate
functional-group descriptor,ThermalConductivity,TC,Ani: phosphonium,0.0,123,0.0,Ani: phosphonium
functional-group descriptor,ThermalConductivity,TC,Ani: positive_atom_fraction,0.0,123,0.0,Ani: positive atom fraction
functional-group descriptor,ThermalConductivity,TC,Ani: pyridinium_like,0.0,123,0.0,Ani: pyridinium like
functional-group descriptor,ThermalConductivity,TC,Ani: quaternary_ammonium,0.0,123,0.0,Ani: quaternary ammonium
functional-group descriptor,ThermalConductivity,TC,Ani: sulfate,0.0045039461948340985,123,0.007391010738079923,Ani: sulfate
functional-group descriptor,ThermalConductivity,TC,Ani: sulfonate,0.007495201011074752,123,0.012299683157951562,Ani: sulfonate
functional-group descriptor,ThermalConductivity,TC,Ani: sulfonium,0.0,123,0.0,Ani: sulfonium
functional-group descriptor,ThermalConductivity,TC,Ani: sulfonyl,0.007951768703864721,123,0.013048914293070691,Ani: sulfonyl
functional-group descriptor,ThermalConductivity,TC,Ani: thioether,0.0,123,0.0,Ani: thioether
functional-group descriptor,ThermalConductivity,TC,Cat: amide,0.0,123,0.0,Cat: amide
functional-group descriptor,ThermalConductivity,TC,Cat: aromatic_atom_fraction,0.10569858611599217,123,0.1734522019555208,Cat: aromatic atom fraction
functional-group descriptor,ThermalConductivity,TC,Cat: bis_sulfonimide,0.0,123,0.0,Cat: bis sulfonimide
functional-group descriptor,ThermalConductivity,TC,Cat: borofluoride,0.0,123,0.0,Cat: borofluoride
functional-group descriptor,ThermalConductivity,TC,Cat: branched_aliphatic_carbon_fraction,0.0,123,0.0,Cat: branched aliphatic carbon fraction
functional-group descriptor,ThermalConductivity,TC,Cat: carbonyl,0.0,123,0.0,Cat: carbonyl
functional-group descriptor,ThermalConductivity,TC,Cat: carboxylate,0.0,123,0.0,Cat: carboxylate
functional-group descriptor,ThermalConductivity,TC,Cat: charged_atom_fraction,0.017610705092291887,123,0.02889930403511016,Cat: charged atom fraction
functional-group descriptor,ThermalConductivity,TC,Cat: ester,0.0,123,0.0,Cat: ester
functional-group descriptor,ThermalConductivity,TC,Cat: ether,0.0,123,0.0,Cat: ether
functional-group descriptor,ThermalConductivity,TC,Cat: fluorinated_carbon,0.0,123,0.0,Cat: fluorinated carbon
functional-group descriptor,ThermalConductivity,TC,Cat: halide_anion,0.0,123,0.0,Cat: halide anion
functional-group descriptor,ThermalConductivity,TC,Cat: hbond_acceptor,0.005270604665080707,123,0.008649103250937156,Cat: H-bond acceptor
functional-group descriptor,ThermalConductivity,TC,Cat: hbond_donor,0.0001171329626586379,123,0.00019221610280026807,Cat: H-bond donor
functional-group descriptor,ThermalConductivity,TC,Cat: hetero_aromatic_atom,0.0288822418305932,123,0.04739598349433624,Cat: hetero aromatic atom
functional-group descriptor,ThermalConductivity,TC,Cat: hexafluorophosphate,0.0,123,0.0,Cat: hexafluorophosphate
functional-group descriptor,ThermalConductivity,TC,Cat: hydroxyl,0.0003751231039442667,123,0.0006155799313353191,Cat: hydroxyl
functional-group descriptor,ThermalConductivity,TC,Cat: imidazolium_like,0.015938576651600804,123,0.02615532825787469,Cat: imidazolium like
functional-group descriptor,ThermalConductivity,TC,Cat: longest_aliphatic_carbon_chain,0.06784117811669906,123,0.11132790096818304,Cat: longest aliphatic carbon chain
functional-group descriptor,ThermalConductivity,TC,Cat: negative_atom_fraction,0.0,123,0.0,Cat: negative atom fraction
functional-group descriptor,ThermalConductivity,TC,Cat: nitrile,0.0,123,0.0,Cat: nitrile
functional-group descriptor,ThermalConductivity,TC,Cat: nitro,0.0,123,0.0,Cat: nitro
functional-group descriptor,ThermalConductivity,TC,Cat: phosphate,0.0,123,0.0,Cat: phosphate
functional-group descriptor,ThermalConductivity,TC,Cat: phosphonium,0.006777298651877942,123,0.011121599802559263,Cat: phosphonium
functional-group descriptor,ThermalConductivity,TC,Cat: positive_atom_fraction,0.014534886003046237,123,0.023851860985483943,Cat: positive atom fraction
functional-group descriptor,ThermalConductivity,TC,Cat: pyridinium_like,0.0003481876915245037,123,0.0005713787100468812,Cat: pyridinium like
functional-group descriptor,ThermalConductivity,TC,Cat: quaternary_ammonium,0.0024985604639339255,123,0.004100157155487027,Cat: quaternary ammonium
functional-group descriptor,ThermalConductivity,TC,Cat: sulfate,0.0,123,0.0,Cat: sulfate
functional-group descriptor,ThermalConductivity,TC,Cat: sulfonate,0.0,123,0.0,Cat: sulfonate
functional-group descriptor,ThermalConductivity,TC,Cat: sulfonium,0.0,123,0.0,Cat: sulfonium
functional-group descriptor,ThermalConductivity,TC,Cat: sulfonyl,0.0,123,0.0,Cat: sulfonyl
functional-group descriptor,ThermalConductivity,TC,Cat: thioether,0.0,123,0.0,Cat: thioether
functional-group descriptor,ThermalConductivity,TC,Pair: alkyl_chain_length_difference,0.06111690436482308,123,0.1002933154389625,Pair: alkyl chain length difference
functional-group descriptor,ThermalConductivity,TC,Pair: alkyl_chain_length_sum,0.09046746196785593,123,0.1484578087585013,Pair: alkyl chain length sum
functional-group descriptor,ThermalConductivity,TC,Pair: ammonium_halide_pair,0.0,123,0.0,Pair: ammonium halide pair
functional-group descriptor,ThermalConductivity,TC,Pair: anion_hbd_cation_hba,2.318185875268002e-05,123,3.8041610525061175e-05,Pair: anion hbd cation hba
functional-group descriptor,ThermalConductivity,TC,Pair: anion_positive_cation_negative,0.0,123,0.0,Pair: anion positive cation negative
functional-group descriptor,ThermalConductivity,TC,Pair: cation_aromatic_anion_aromatic,0.0,123,0.0,Pair: cation aromatic anion aromatic
functional-group descriptor,ThermalConductivity,TC,Pair: cation_ether_anion_hba,0.0,123,0.0,Pair: cation ether anion hba
functional-group descriptor,ThermalConductivity,TC,Pair: cation_hbd_anion_hba,6.935368405609596e-05,123,0.00011380993497922743,Pair: cation hbd anion hba
functional-group descriptor,ThermalConductivity,TC,Pair: cation_hydroxyl_anion_hba,0.00014288806757791256,123,0.0002344804302997989,Pair: cation hydroxyl anion hba
functional-group descriptor,ThermalConductivity,TC,Pair: cation_positive_anion_negative,0.0027361307536891656,123,0.004490011848832096,Pair: cation positive anion negative
functional-group descriptor,ThermalConductivity,TC,Pair: functional_group_dot,7.103727528085916e-05,123,0.00011657272127428446,Pair: functional group dot
functional-group descriptor,ThermalConductivity,TC,Pair: imidazolium_sulfonyl_pair,0.0007241654192756225,123,0.0011883610856966344,Pair: imidazolium sulfonyl pair
functional-group descriptor,ThermalConductivity,TC,Pair: phosphonium_fluorinated_pair,0.0001303428685580327,123,0.00021389366112976955,Pair: phosphonium fluorinated pair
functional-group descriptor,ThermalConductivity,TC,Pair: total_carboxylate,0.0029067114995020194,123,0.004769936179513165,Pair: total carboxylate
functional-group descriptor,ThermalConductivity,TC,Pair: total_fluorinated_carbon,0.008785287932894095,123,0.014416725831143276,Pair: total fluorinated carbon
functional-group descriptor,ThermalConductivity,TC,Pair: total_sulfonyl,0.010805923923304895,123,0.017732605208211877,Pair: total sulfonyl
functional-group descriptor,Viscosity,Visc.,Ani: amide,0.0,273,0.0,Ani: amide
functional-group descriptor,Viscosity,Visc.,Ani: aromatic_atom_fraction,0.007072736457972736,273,0.006320531015398383,Ani: aromatic atom fraction
functional-group descriptor,Viscosity,Visc.,Ani: bis_sulfonimide,0.01943484367802739,273,0.017367893314888284,Ani: bis sulfonimide
functional-group descriptor,Viscosity,Visc.,Ani: borofluoride,0.0035666280252101656,273,0.0031873070893682714,Ani: borofluoride
functional-group descriptor,Viscosity,Visc.,Ani: branched_aliphatic_carbon_fraction,0.003533067775296641,273,0.0031573160665550513,Ani: branched aliphatic carbon fraction
functional-group descriptor,Viscosity,Visc.,Ani: carbonyl,0.02830100000150256,273,0.025291108941949518,Ani: carbonyl
functional-group descriptor,Viscosity,Visc.,Ani: carboxylate,0.009177429891522332,273,0.008201384374448683,Ani: carboxylate
functional-group descriptor,Viscosity,Visc.,Ani: charged_atom_fraction,0.016881635450526063,273,0.01508622597345902,Ani: charged atom fraction
functional-group descriptor,Viscosity,Visc.,Ani: ester,0.0,273,0.0,Ani: ester
functional-group descriptor,Viscosity,Visc.,Ani: ether,0.0,273,0.0,Ani: ether
functional-group descriptor,Viscosity,Visc.,Ani: fluorinated_carbon,0.017788463253391423,273,0.015896610085421103,Ani: fluorinated carbon
functional-group descriptor,Viscosity,Visc.,Ani: halide_anion,0.005442337607180243,273,0.004863529674384532,Ani: halide anion
functional-group descriptor,Viscosity,Visc.,Ani: hbond_acceptor,0.08766459690018015,273,0.07834122011366502,Ani: H-bond acceptor
functional-group descriptor,Viscosity,Visc.,Ani: hbond_donor,0.04690107255542972,273,0.04191301139290749,Ani: H-bond donor
functional-group descriptor,Viscosity,Visc.,Ani: hetero_aromatic_atom,0.0032152096321294596,273,0.0028732630321569677,Ani: hetero aromatic atom
functional-group descriptor,Viscosity,Visc.,Ani: hexafluorophosphate,0.011294631403444451,273,0.01009341554250775,Ani: hexafluorophosphate
functional-group descriptor,Viscosity,Visc.,Ani: hydroxyl,0.013163120256423022,273,0.011763185343397839,Ani: hydroxyl
functional-group descriptor,Viscosity,Visc.,Ani: imidazolium_like,0.0,273,0.0,Ani: imidazolium like
functional-group descriptor,Viscosity,Visc.,Ani: longest_aliphatic_carbon_chain,0.01326246036305314,273,0.011851960349897743,Ani: longest aliphatic carbon chain
functional-group descriptor,Viscosity,Visc.,Ani: negative_atom_fraction,0.01789044614347387,273,0.015987746807909816,Ani: negative atom fraction
functional-group descriptor,Viscosity,Visc.,Ani: nitrile,0.023446859364592277,273,0.020953219833397724,Ani: nitrile
functional-group descriptor,Viscosity,Visc.,Ani: nitro,0.000383208318180217,273,0.00034245303424057684,Ani: nitro
functional-group descriptor,Viscosity,Visc.,Ani: phosphate,0.0011117543185968975,273,0.000993516115572742,Ani: phosphate
functional-group descriptor,Viscosity,Visc.,Ani: phosphonium,0.0,273,0.0,Ani: phosphonium
functional-group descriptor,Viscosity,Visc.,Ani: positive_atom_fraction,0.0005546453316788097,273,0.0004956572385035068,Ani: positive atom fraction
functional-group descriptor,Viscosity,Visc.,Ani: pyridinium_like,0.0,273,0.0,Ani: pyridinium like
functional-group descriptor,Viscosity,Visc.,Ani: quaternary_ammonium,0.0,273,0.0,Ani: quaternary ammonium
functional-group descriptor,Viscosity,Visc.,Ani: sulfate,0.0013771374234861453,273,0.0012306749798090034,Ani: sulfate
functional-group descriptor,Viscosity,Visc.,Ani: sulfonate,0.014638056043849323,273,0.01308125755569416,Ani: sulfonate
functional-group descriptor,Viscosity,Visc.,Ani: sulfonium,0.0,273,0.0,Ani: sulfonium
functional-group descriptor,Viscosity,Visc.,Ani: sulfonyl,0.011173873035332713,273,0.009985500166959047,Ani: sulfonyl
functional-group descriptor,Viscosity,Visc.,Ani: thioether,0.0,273,0.0,Ani: thioether
functional-group descriptor,Viscosity,Visc.,Cat: amide,0.0,273,0.0,Cat: amide
functional-group descriptor,Viscosity,Visc.,Cat: aromatic_atom_fraction,0.17955367387555568,273,0.16045763494833598,Cat: aromatic atom fraction
functional-group descriptor,Viscosity,Visc.,Cat: bis_sulfonimide,0.0,273,0.0,Cat: bis sulfonimide
functional-group descriptor,Viscosity,Visc.,Cat: borofluoride,0.0,273,0.0,Cat: borofluoride
functional-group descriptor,Viscosity,Visc.,Cat: branched_aliphatic_carbon_fraction,0.0,273,0.0,Cat: branched aliphatic carbon fraction
functional-group descriptor,Viscosity,Visc.,Cat: carbonyl,0.0,273,0.0,Cat: carbonyl
functional-group descriptor,Viscosity,Visc.,Cat: carboxylate,0.0,273,0.0,Cat: carboxylate
functional-group descriptor,Viscosity,Visc.,Cat: charged_atom_fraction,0.04448191079928543,273,0.03975113430306632,Cat: charged atom fraction
functional-group descriptor,Viscosity,Visc.,Cat: ester,0.0,273,0.0,Cat: ester
functional-group descriptor,Viscosity,Visc.,Cat: ether,0.0026299473369023304,273,0.0023502450304107793,Cat: ether
functional-group descriptor,Viscosity,Visc.,Cat: fluorinated_carbon,0.0,273,0.0,Cat: fluorinated carbon
functional-group descriptor,Viscosity,Visc.,Cat: halide_anion,0.0,273,0.0,Cat: halide anion
functional-group descriptor,Viscosity,Visc.,Cat: hbond_acceptor,0.008068265700405771,273,0.007210182919003684,Cat: H-bond acceptor
functional-group descriptor,Viscosity,Visc.,Cat: hbond_donor,0.0055656667965918016,273,0.004973742457147136,Cat: H-bond donor
functional-group descriptor,Viscosity,Visc.,Cat: hetero_aromatic_atom,0.07125302805350377,273,0.06367506783679988,Cat: hetero aromatic atom
functional-group descriptor,Viscosity,Visc.,Cat: hexafluorophosphate,0.0,273,0.0,Cat: hexafluorophosphate
functional-group descriptor,Viscosity,Visc.,Cat: hydroxyl,0.006784460640379361,273,0.006062914142931102,Cat: hydroxyl
functional-group descriptor,Viscosity,Visc.,Cat: imidazolium_like,0.03499812908784483,273,0.031275979487583545,Cat: imidazolium like
functional-group descriptor,Viscosity,Visc.,Cat: longest_aliphatic_carbon_chain,0.07205685346827402,273,0.06439340415474563,Cat: longest aliphatic carbon chain
functional-group descriptor,Viscosity,Visc.,Cat: negative_atom_fraction,1.8206044635820737e-05,273,1.62697805117166e-05,Cat: negative atom fraction
functional-group descriptor,Viscosity,Visc.,Cat: nitrile,0.018445115331765058,273,0.016483425365807783,Cat: nitrile
functional-group descriptor,Viscosity,Visc.,Cat: nitro,0.0,273,0.0,Cat: nitro
functional-group descriptor,Viscosity,Visc.,Cat: phosphate,0.0,273,0.0,Cat: phosphate
functional-group descriptor,Viscosity,Visc.,Cat: phosphonium,0.016047603822562283,273,0.014340895958168268,Cat: phosphonium
functional-group descriptor,Viscosity,Visc.,Cat: positive_atom_fraction,0.04106459217043696,273,0.036697257135228735,Cat: positive atom fraction
functional-group descriptor,Viscosity,Visc.,Cat: pyridinium_like,0.00821132230957895,273,0.007338025054874241,Cat: pyridinium like
