display_cation,display_anion,property,abs_log_error
Imidazolium,PF6,HeatCapacity,0.04845503796485051
Imidazolium,PF6,HeatCapacity,0.00248578285412826
Imidazolium,Other,HeatCapacity,0.015095815777049992
Imidazolium,Other,HeatCapacity,0.003594030007731952
Imidazolium,BF4,HeatCapacity,0.0003123357672540905
Imidazolium,BF4,HeatCapacity,0.003134259062684386
Imidazolium,PF6,HeatCapacity,0.001960766860466201
Imidazolium,PF6,HeatCapacity,0.0018382932931135798
Imidazolium,NTf2,HeatCapacity,0.008153531640044065
Imidazolium,PF6,HeatCapacity,0.0027260763981242775
Imidazolium,Other,HeatCapacity,0.006130332620569945
Imidazolium,NTf2,HeatCapacity,0.028035179050292847
Imidazolium,NTf2,HeatCapacity,0.006310425903026662
Imidazolium,Other,HeatCapacity,0.0053233952650302285
Quaternary ammonium,NTf2,HeatCapacity,0.004278536062964022
Imidazolium,Other,HeatCapacity,0.0007629810472860044
Imidazolium,PF6,HeatCapacity,0.030029864671840656
Imidazolium,Other,HeatCapacity,0.0006408597323419585
Imidazolium,NTf2,HeatCapacity,0.010854237832194968
Imidazolium,NTf2,HeatCapacity,0.04619984476758621
Phosphonium,Other,HeatCapacity,0.004936670889102324
Imidazolium,Other,HeatCapacity,0.005909492428630259
Imidazolium,PF6,HeatCapacity,0.0012564741897067577
Pyridinium,NTf2,HeatCapacity,0.007986023094868955
Imidazolium,NTf2,HeatCapacity,0.01968564288547814
Imidazolium,PF6,HeatCapacity,0.0008735457086928022
Imidazolium,Hydrogen sulfate,HeatCapacity,0.001358543618806607
Pyridinium,NTf2,HeatCapacity,0.0013922565498596384
Imidazolium,NTf2,HeatCapacity,0.011886164470316984
Imidazolium,NTf2,HeatCapacity,0.0036572667775454093
Imidazolium,Other,HeatCapacity,0.01240737291155547
Imidazolium,NTf2,HeatCapacity,0.007427630332606405
Imidazolium,PF6,HeatCapacity,0.0017638263416657196
Imidazolium,NTf2,HeatCapacity,0.0034547259453860946
Pyridinium,NTf2,HeatCapacity,0.09641549633598423
Imidazolium,PF6,HeatCapacity,0.003375904676309105
Imidazolium,NTf2,HeatCapacity,0.002974510440728828
Imidazolium,Other,HeatCapacity,0.0336789634434016
Quaternary ammonium,Other,HeatCapacity,0.02107094838570145
Imidazolium,NTf2,HeatCapacity,0.011865626885792402
Imidazolium,PF6,HeatCapacity,0.0021191255395827113
Imidazolium,Other,HeatCapacity,0.0036667914776753463
Imidazolium,BF4,HeatCapacity,0.005349099211900743
Imidazolium,Other,HeatCapacity,0.0011715801908014356
Imidazolium,Other,HeatCapacity,0.004821792601839903
Imidazolium,PF6,HeatCapacity,0.00022271637403736833
Imidazolium,Other,HeatCapacity,0.005227026053375106
Imidazolium,PF6,HeatCapacity,0.002091832331520216
Imidazolium,PF6,HeatCapacity,0.005297714528225583
Imidazolium,Hydrogen sulfate,HeatCapacity,0.001216492783044032
Imidazolium,BF4,HeatCapacity,0.006340418786025204
Imidazolium,Other,HeatCapacity,0.0013189065102201525
Imidazolium,PF6,HeatCapacity,0.01800117714749483
Pyridinium,NTf2,HeatCapacity,0.03638224364746989
Imidazolium,PF6,HeatCapacity,0.0032682544483115805
Imidazolium,PF6,HeatCapacity,0.002089957739111803
Imidazolium,NTf2,HeatCapacity,0.005805176241940657
Cholinium,Other,HeatCapacity,0.00833235109106134
Protic ammonium,Carboxylate,HeatCapacity,0.0021099116067855306
Imidazolium,Other,HeatCapacity,0.004951502982645017
Imidazolium,Other,HeatCapacity,0.001008406473531842
Imidazolium,Other,HeatCapacity,0.0057588026291641725
Phosphonium,Hydrogen sulfate,HeatCapacity,0.01039211089162162
Imidazolium,PF6,HeatCapacity,0.009756494084338208
Imidazolium,Other,HeatCapacity,0.010120504235120897
Pyridinium,NTf2,HeatCapacity,0.0542611911155797
Phosphonium,Other,HeatCapacity,0.006969429046298714
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0004605494152318812
Imidazolium,Other,HeatCapacity,0.0030884371648793874
Pyridinium,Other,HeatCapacity,0.015494422970901311
Imidazolium,Other,HeatCapacity,0.0058383131971702085
Imidazolium,PF6,HeatCapacity,0.000583126240596421
Imidazolium,Other,HeatCapacity,0.03868247002051195
Imidazolium,PF6,HeatCapacity,0.00010304806500993635
Imidazolium,NTf2,HeatCapacity,0.01080278783535693
Imidazolium,NTf2,HeatCapacity,0.0004239305325173248
Pyridinium,Other,HeatCapacity,0.05358362424833185
Imidazolium,PF6,HeatCapacity,0.0002869884104974574
Pyridinium,NTf2,HeatCapacity,0.03573704191284666
Imidazolium,PF6,HeatCapacity,0.00601853012488629
Pyridinium,NTf2,HeatCapacity,0.00883283427300352
Imidazolium,Other,HeatCapacity,0.015451382022701132
Imidazolium,BF4,HeatCapacity,0.003478426598132245
Phosphonium,Other,HeatCapacity,0.006030457106364295
Imidazolium,NTf2,HeatCapacity,0.00271616641401895
Imidazolium,BF4,HeatCapacity,0.0007396192394901746
Pyridinium,NTf2,HeatCapacity,0.06633671304077993
Pyridinium,NTf2,HeatCapacity,0.008300844552504572
Phosphonium,NTf2,HeatCapacity,0.009539727101969042
Imidazolium,NTf2,HeatCapacity,0.0064645372310288
Imidazolium,NTf2,HeatCapacity,0.005086523770553519
Imidazolium,NTf2,HeatCapacity,0.029282545244057268
Pyridinium,NTf2,HeatCapacity,0.027393457424724765
Pyridinium,NTf2,HeatCapacity,0.004714571048857863
Imidazolium,Other,HeatCapacity,0.025827395674830278
Imidazolium,PF6,HeatCapacity,0.0027633530705699627
Imidazolium,NTf2,HeatCapacity,0.005819366584495889
Imidazolium,PF6,HeatCapacity,0.0024514506221979815
Imidazolium,Hydrogen sulfate,HeatCapacity,0.015502445542495913
Imidazolium,BF4,HeatCapacity,0.000987414852911428
Imidazolium,Other,HeatCapacity,0.0031233046089358396
Imidazolium,BF4,HeatCapacity,0.0012173674805966428
Imidazolium,PF6,HeatCapacity,0.0041585366117180556
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0008063073619952732
Pyridinium,NTf2,HeatCapacity,0.0029602689110932445
Imidazolium,Hydrogen sulfate,HeatCapacity,0.003497767887061798
Imidazolium,Hydrogen sulfate,HeatCapacity,0.004159455231119047
Imidazolium,Other,HeatCapacity,0.025322310138769843
Imidazolium,Other,HeatCapacity,0.02091404769274874
Imidazolium,Other,HeatCapacity,0.0018958378838220824
Imidazolium,Other,HeatCapacity,0.0026969447202693786
Imidazolium,BF4,HeatCapacity,0.01853703384572647
Imidazolium,Hydrogen sulfate,HeatCapacity,0.009169085166152335
Imidazolium,Other,HeatCapacity,0.02687172951621708
Imidazolium,Carboxylate,HeatCapacity,0.00340461167850048
Quaternary ammonium,Carboxylate,HeatCapacity,0.0014038571692545077
Imidazolium,BF4,HeatCapacity,0.0008654440396806962
Imidazolium,BF4,HeatCapacity,0.0011368012704942032
Imidazolium,PF6,HeatCapacity,0.007690827296385372
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0011477084206319432
Imidazolium,Carboxylate,HeatCapacity,0.003386473782430066
Imidazolium,PF6,HeatCapacity,0.002173980263628472
Imidazolium,BF4,HeatCapacity,0.0003170740032398811
Imidazolium,NTf2,HeatCapacity,0.004042199048726047
Pyridinium,NTf2,HeatCapacity,0.026734827539605988
Pyridinium,NTf2,HeatCapacity,0.004615329117028999
Imidazolium,Other,HeatCapacity,0.017682273151093497
Imidazolium,PF6,HeatCapacity,0.00012974724021219686
Imidazolium,PF6,HeatCapacity,0.05135096482564894
Imidazolium,PF6,HeatCapacity,0.009326877860312166
Imidazolium,Other,HeatCapacity,0.007995765501348728
Imidazolium,Other,HeatCapacity,0.134209670606511
Imidazolium,NTf2,HeatCapacity,0.03306294123691789
Imidazolium,PF6,HeatCapacity,0.00029369141623103445
Imidazolium,PF6,HeatCapacity,0.002050898742461449
Imidazolium,BF4,HeatCapacity,0.0018506557364839082
Quaternary ammonium,NTf2,HeatCapacity,0.0028214811315043775
Imidazolium,PF6,HeatCapacity,0.0028859032635804027
Imidazolium,Hydrogen sulfate,HeatCapacity,0.001556394956089946
Imidazolium,NTf2,HeatCapacity,0.003982173526185129
Imidazolium,NTf2,HeatCapacity,0.0012886424462070778
Imidazolium,BF4,HeatCapacity,0.0027294436973397396
Imidazolium,NTf2,HeatCapacity,0.005866983094470868
Imidazolium,PF6,HeatCapacity,0.008088120663492404
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0008574782507420053
Imidazolium,Other,HeatCapacity,0.002277825567332137
Imidazolium,Other,HeatCapacity,0.002630755949825314
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0018596878750294366
Imidazolium,Other,HeatCapacity,0.000197889656053718
Imidazolium,Other,HeatCapacity,0.003680232675530526
Pyridinium,NTf2,HeatCapacity,0.02171704030950572
Imidazolium,NTf2,HeatCapacity,0.0008664168417888973
Imidazolium,PF6,HeatCapacity,0.0029321807118547483
Imidazolium,PF6,HeatCapacity,0.0033493865679758983
Imidazolium,NTf2,HeatCapacity,0.016761334974120246
Imidazolium,PF6,HeatCapacity,0.22699351001360224
Imidazolium,Other,HeatCapacity,0.0027203405620728205
Phosphonium,Other,HeatCapacity,0.029339188712852682
Imidazolium,Other,HeatCapacity,0.007251287472413104
Imidazolium,NTf2,HeatCapacity,0.0050834902667187265
Imidazolium,Other,HeatCapacity,0.006897027019112656
Imidazolium,Other,HeatCapacity,0.006602333982002939
Imidazolium,PF6,HeatCapacity,0.0027676078499494494
Pyridinium,NTf2,HeatCapacity,0.0061917563203648385
Imidazolium,PF6,HeatCapacity,0.006414444153130638
Imidazolium,NTf2,HeatCapacity,0.02287060140031194
Imidazolium,PF6,HeatCapacity,0.0018276818161595543
Imidazolium,NTf2,HeatCapacity,0.019388133706290667
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0008965095438453474
Imidazolium,Other,HeatCapacity,0.0035772139760918975
Imidazolium,Other,HeatCapacity,0.004562377523231298
Imidazolium,PF6,HeatCapacity,0.0024962983600573807
Pyridinium,NTf2,HeatCapacity,0.004654066241571719
Imidazolium,Other,HeatCapacity,0.009876221957992648
Imidazolium,PF6,HeatCapacity,0.0109811399949713
Phosphonium,Other,HeatCapacity,0.01726485017827173
Protic ammonium,Carboxylate,HeatCapacity,0.0022916306384273
Imidazolium,NTf2,HeatCapacity,0.004027932179624827
Imidazolium,BF4,HeatCapacity,0.0057783529581456605
Imidazolium,Other,HeatCapacity,0.00788292645928479
Imidazolium,NTf2,HeatCapacity,0.004100327238885981
Pyridinium,NTf2,HeatCapacity,0.006169390570203603
Imidazolium,Other,HeatCapacity,0.00828941813871431
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0013152206570143932
Protic ammonium,Carboxylate,HeatCapacity,0.002488147372545768
Imidazolium,Other,HeatCapacity,0.0005121737360882506
Imidazolium,Carboxylate,HeatCapacity,0.0041298302055103875
Imidazolium,NTf2,HeatCapacity,0.005235161613889261
Imidazolium,Other,HeatCapacity,0.0016204035459770338
Imidazolium,NTf2,HeatCapacity,0.005940850087500671
Pyridinium,BF4,HeatCapacity,0.01580089072233193
Imidazolium,BF4,HeatCapacity,0.00012445783617653916
Imidazolium,BF4,HeatCapacity,0.0014485656766023425
Imidazolium,Other,HeatCapacity,0.006065867830029603
Pyridinium,Other,HeatCapacity,0.1395684540966533
Imidazolium,Other,HeatCapacity,0.004036245576031661
Imidazolium,PF6,HeatCapacity,0.00355859637939826
Imidazolium,NTf2,HeatCapacity,0.005134985269619641
Imidazolium,PF6,HeatCapacity,0.0015845436216004316
Imidazolium,PF6,HeatCapacity,0.001891090772793369
Imidazolium,NTf2,HeatCapacity,0.01003464057496739
Imidazolium,PF6,HeatCapacity,0.0008955154033296608
Imidazolium,PF6,HeatCapacity,0.00431679906157445
Imidazolium,Other,HeatCapacity,0.01399139569650032
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0004162775298501842
Imidazolium,PF6,HeatCapacity,0.0005736834874987551
Imidazolium,PF6,HeatCapacity,0.0008001177844532137
Imidazolium,Hydrogen sulfate,HeatCapacity,0.02537402825812407
Imidazolium,Hydrogen sulfate,HeatCapacity,0.011728727686974416
Imidazolium,BF4,HeatCapacity,0.008585867938782243
Imidazolium,PF6,HeatCapacity,0.0021818898858123603
Imidazolium,PF6,HeatCapacity,0.0007291846740695718
Imidazolium,BF4,HeatCapacity,0.04847951175055076
Imidazolium,PF6,HeatCapacity,0.0006326598639843084
Quaternary ammonium,Carboxylate,HeatCapacity,0.016372206752947704
Imidazolium,Other,HeatCapacity,0.009724648989322127
Imidazolium,PF6,HeatCapacity,0.0009102435797307962
Pyridinium,Other,HeatCapacity,0.019534278374461422
Quaternary ammonium,NTf2,HeatCapacity,0.0008394288632747049
Pyridinium,NTf2,HeatCapacity,0.00513456055429895
Imidazolium,PF6,HeatCapacity,0.0018111026378146988
Imidazolium,Other,HeatCapacity,0.011533733868139606
Imidazolium,Other,HeatCapacity,0.009243020932053092
Pyridinium,NTf2,HeatCapacity,0.02924617488826531
Imidazolium,Other,HeatCapacity,0.01117901335724536
Imidazolium,PF6,HeatCapacity,0.0009040305024932138
Protic ammonium,Carboxylate,HeatCapacity,0.0019098377445541104
Protic ammonium,Carboxylate,HeatCapacity,0.0008622017900243861
Imidazolium,PF6,HeatCapacity,7.669994294978721e-05
Imidazolium,PF6,HeatCapacity,0.004509880532021171
Imidazolium,BF4,HeatCapacity,0.0007795900698113201
Imidazolium,Other,HeatCapacity,0.010177130819085
Imidazolium,Other,HeatCapacity,0.011014397033756396
Imidazolium,NTf2,HeatCapacity,0.00071473753929574
Imidazolium,NTf2,HeatCapacity,0.021049425614282136
Imidazolium,PF6,HeatCapacity,0.001146366758157491
Imidazolium,PF6,HeatCapacity,0.0009589923817987511
Imidazolium,Other,HeatCapacity,0.003896734156913162
Imidazolium,Other,HeatCapacity,0.06622318359061463
Imidazolium,Other,HeatCapacity,0.002213584215676967
Imidazolium,Other,HeatCapacity,0.006606613912262027
Imidazolium,Hydrogen sulfate,HeatCapacity,0.01877826650083847
Imidazolium,Other,HeatCapacity,0.0005446121551599958
Phosphonium,Other,HeatCapacity,0.04183098960568277
Cholinium,Other,HeatCapacity,0.004230499393289122
Imidazolium,Other,HeatCapacity,0.0034107307276780574
Phosphonium,Carboxylate,HeatCapacity,0.0019379437907529606
Imidazolium,NTf2,HeatCapacity,0.003326925875846598
Imidazolium,PF6,HeatCapacity,0.02601568193705539
Phosphonium,Other,HeatCapacity,0.0049790410429757515
Imidazolium,Other,HeatCapacity,0.014752904512501885
Pyridinium,NTf2,HeatCapacity,0.05165002424122367
Imidazolium,Other,HeatCapacity,0.005760738046621583
Imidazolium,Hydrogen sulfate,HeatCapacity,0.01037973261805103
Imidazolium,Other,HeatCapacity,0.00038770222602035886
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0013537025403760339
Imidazolium,PF6,HeatCapacity,0.14591983678778409
Imidazolium,Other,HeatCapacity,0.023665022572878947
Imidazolium,Hydrogen sulfate,HeatCapacity,0.028371340358522623
Imidazolium,Other,HeatCapacity,0.0024291224024777236
Imidazolium,PF6,HeatCapacity,0.006303276966844962
Imidazolium,Other,HeatCapacity,0.00695854312294486
Cholinium,Other,HeatCapacity,0.016745585482005332
Imidazolium,NTf2,HeatCapacity,0.0016475276086005408
Cholinium,Other,HeatCapacity,0.001990292800821969
Imidazolium,Hydrogen sulfate,HeatCapacity,0.00015168363965845089
Imidazolium,PF6,HeatCapacity,0.00027649356372538847
Imidazolium,Other,HeatCapacity,0.12084669051355501
Pyridinium,NTf2,HeatCapacity,0.011602914527379937
Imidazolium,NTf2,HeatCapacity,0.010121390454564505
Imidazolium,Other,HeatCapacity,0.0028749335234188322
Pyridinium,NTf2,HeatCapacity,0.023737860417618606
Pyridinium,NTf2,HeatCapacity,0.020568183081371316
Imidazolium,Hydrogen sulfate,HeatCapacity,0.009517639974676584
Imidazolium,Other,HeatCapacity,0.01495456416851404
Imidazolium,BF4,HeatCapacity,0.001861425255098581
Imidazolium,NTf2,HeatCapacity,0.001678926790413371
Pyridinium,NTf2,HeatCapacity,0.004942441951456544
Imidazolium,Other,HeatCapacity,0.0018139153576948175
Imidazolium,Other,HeatCapacity,0.03747754370117384
Imidazolium,NTf2,HeatCapacity,0.08991287342508425
Imidazolium,NTf2,HeatCapacity,0.0249218906958788
Protic ammonium,Carboxylate,HeatCapacity,0.010402196587731893
Imidazolium,NTf2,HeatCapacity,0.017207625080947864
Imidazolium,NTf2,HeatCapacity,0.03489599446544567
Imidazolium,NTf2,HeatCapacity,0.023345924435378862
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0416641263249975
Imidazolium,Other,HeatCapacity,0.010333923927066557
Imidazolium,PF6,HeatCapacity,0.01066787022155058
Imidazolium,Other,HeatCapacity,0.012091657588865878
Imidazolium,PF6,HeatCapacity,0.01578510747207673
Imidazolium,PF6,HeatCapacity,0.0016555901946935236
Imidazolium,NTf2,HeatCapacity,0.012120292170035185
Imidazolium,NTf2,HeatCapacity,0.004767392043011576
Imidazolium,PF6,HeatCapacity,0.008819119625257166
Pyridinium,Hydrogen sulfate,HeatCapacity,0.06349136948949319
Imidazolium,Other,HeatCapacity,0.0004620418903575896
Imidazolium,NTf2,HeatCapacity,0.043580039628058564
Imidazolium,PF6,HeatCapacity,7.157502216426082e-05
Imidazolium,PF6,HeatCapacity,0.0034365479477473926
Imidazolium,PF6,HeatCapacity,0.0002508975546318126
Imidazolium,Hydrogen sulfate,HeatCapacity,0.03110594964752078
Phosphonium,Other,HeatCapacity,0.009281644350579654
Imidazolium,PF6,HeatCapacity,0.002454753598045478
Imidazolium,Other,HeatCapacity,0.0035806300762786236
Imidazolium,PF6,HeatCapacity,0.006882197702038795
Imidazolium,Other,HeatCapacity,0.018472258164581312
Imidazolium,PF6,HeatCapacity,0.0007929402020234733
Imidazolium,Other,HeatCapacity,0.003531493781538053
Imidazolium,Other,HeatCapacity,0.0026883751677706513
Imidazolium,Other,HeatCapacity,0.03538907211417186
Imidazolium,Other,HeatCapacity,0.0010000187244889602
Imidazolium,PF6,HeatCapacity,0.0013609258252600398
Imidazolium,Other,HeatCapacity,0.0022129969932507265
Imidazolium,Other,HeatCapacity,0.02128074002619318
Imidazolium,NTf2,HeatCapacity,0.002668305030215201
Imidazolium,PF6,HeatCapacity,0.026326609308840787
Imidazolium,NTf2,HeatCapacity,0.0003552662006143237
Quaternary ammonium,NTf2,HeatCapacity,0.008458190814741862
Imidazolium,PF6,HeatCapacity,0.0014906387679038957
Quaternary ammonium,NTf2,HeatCapacity,0.001845376210522609
Imidazolium,Other,HeatCapacity,0.005031702745872835
Cholinium,Other,HeatCapacity,0.00595385248441449
Imidazolium,NTf2,HeatCapacity,0.014632300527740227
Imidazolium,PF6,HeatCapacity,0.049431393756994346
Imidazolium,PF6,HeatCapacity,0.017102118295942326
Imidazolium,Carboxylate,HeatCapacity,0.0041895044215518595
Imidazolium,Other,HeatCapacity,0.0013904440980869737
Imidazolium,NTf2,HeatCapacity,0.0076604203655685765
Imidazolium,PF6,HeatCapacity,0.0005579735051153278
Imidazolium,PF6,HeatCapacity,0.001072039963701421
Imidazolium,Other,HeatCapacity,0.0031567194464070525
Imidazolium,PF6,HeatCapacity,0.0036111206619562353
Imidazolium,NTf2,HeatCapacity,0.0003419440653189554
Imidazolium,PF6,HeatCapacity,0.003508107030285146
Imidazolium,PF6,HeatCapacity,0.0014233571333299722
Imidazolium,NTf2,HeatCapacity,0.030515111264955763
Imidazolium,PF6,HeatCapacity,0.021881222507434295
Phosphonium,Other,HeatCapacity,0.014855767888230176
Imidazolium,PF6,HeatCapacity,0.0021425321156947064
Imidazolium,Other,HeatCapacity,0.00023417385307755723
Pyridinium,NTf2,HeatCapacity,0.03205876144246389
Imidazolium,PF6,HeatCapacity,0.0020761926921828433
Imidazolium,NTf2,HeatCapacity,0.018751699091120066
Pyridinium,BF4,HeatCapacity,0.0033245226861469135
Imidazolium,Other,HeatCapacity,0.006138324673345075
Pyridinium,NTf2,HeatCapacity,0.0382790478412689
Imidazolium,NTf2,HeatCapacity,0.0037908161492863357
Imidazolium,NTf2,HeatCapacity,0.004053940499085584
Pyridinium,PF6,HeatCapacity,0.0012440169373251209
Pyridinium,BF4,HeatCapacity,0.001143927214756424
Imidazolium,NTf2,HeatCapacity,0.03340384178134492
Imidazolium,PF6,HeatCapacity,0.00032189818521999314
Imidazolium,Carboxylate,HeatCapacity,0.009623122436003051
Pyridinium,NTf2,HeatCapacity,0.07352496347668147
Imidazolium,PF6,HeatCapacity,0.00042343151285795244
Imidazolium,Other,HeatCapacity,0.02950762795929318
Imidazolium,Hydrogen sulfate,HeatCapacity,0.002783231892385274
Imidazolium,Other,HeatCapacity,0.005911842138881518
Imidazolium,Hydrogen sulfate,HeatCapacity,0.012313428612420907
Imidazolium,Hydrogen sulfate,HeatCapacity,0.002946807089080572
Imidazolium,PF6,HeatCapacity,0.0020166094855520456
Imidazolium,NTf2,HeatCapacity,0.004779268813333459
Imidazolium,Other,HeatCapacity,0.023499904518756054
Imidazolium,NTf2,HeatCapacity,0.012338711301411287
Imidazolium,NTf2,HeatCapacity,0.0011015215724512473
Imidazolium,NTf2,HeatCapacity,0.012131614187143924
Pyridinium,BF4,HeatCapacity,0.0025587467747829606
Pyridinium,NTf2,HeatCapacity,0.04629373240567336
Imidazolium,Hydrogen sulfate,HeatCapacity,0.019271792756167194
Imidazolium,Carboxylate,HeatCapacity,0.01617044398016798
Pyridinium,BF4,HeatCapacity,0.004721202423121795
Imidazolium,NTf2,HeatCapacity,0.01087662444504911
Imidazolium,PF6,HeatCapacity,0.0015568135509163028
Pyridinium,NTf2,HeatCapacity,0.008114277286688676
Imidazolium,PF6,HeatCapacity,0.0017027362065311635
Pyridinium,NTf2,HeatCapacity,0.00521900320068891
Imidazolium,NTf2,HeatCapacity,0.0029620143901789575
Imidazolium,Other,HeatCapacity,0.0013618174036498232
Imidazolium,NTf2,HeatCapacity,0.0030098546647447932
Imidazolium,PF6,HeatCapacity,0.0592613940185025
Pyridinium,NTf2,HeatCapacity,0.1074659129375064
Imidazolium,PF6,HeatCapacity,0.0027422434346151547
Imidazolium,BF4,HeatCapacity,0.007439179276846453
Imidazolium,PF6,HeatCapacity,0.0012674478472547435
Pyridinium,NTf2,HeatCapacity,0.030458856958331282
Imidazolium,NTf2,HeatCapacity,0.004775064716349142
Imidazolium,NTf2,HeatCapacity,0.001590862248397329
Imidazolium,PF6,HeatCapacity,0.003294922895127783
Imidazolium,NTf2,HeatCapacity,0.0024398533642040476
Imidazolium,Carboxylate,HeatCapacity,0.005148916833732642
Imidazolium,Hydrogen sulfate,HeatCapacity,0.0020226721778735524
Protic ammonium,Carboxylate,HeatCapacity,0.0005402901315569864
Protic ammonium,Carboxylate,HeatCapacity,0.008494986477749045
Imidazolium,BF4,HeatCapacity,0.008240761772856153
Pyridinium,NTf2,HeatCapacity,0.0018126673861607046
Imidazolium,Other,HeatCapacity,0.004888957796787885
Imidazolium,PF6,HeatCapacity,0.001167796526529763
Imidazolium,NTf2,HeatCapacity,0.002179658034128451
Pyridinium,NTf2,HeatCapacity,0.02557425509244915
Pyridinium,NTf2,HeatCapacity,0.0017356931820344812
Imidazolium,PF6,HeatCapacity,0.0007439058844216362
Imidazolium,NTf2,HeatCapacity,0.002398506259376987
Pyridinium,BF4,HeatCapacity,0.02207751668808111
Imidazolium,NTf2,HeatCapacity,0.017387921472843182
Imidazolium,Other,HeatCapacity,0.021845390984029045
Imidazolium,BF4,HeatCapacity,0.0023395161314265778
Imidazolium,NTf2,HeatCapacity,0.018427245156241057
Imidazolium,PF6,HeatCapacity,0.0059733322682715695
Imidazolium,NTf2,HeatCapacity,0.0014163013351033982
Imidazolium,PF6,HeatCapacity,0.000477402595842058
Imidazolium,PF6,HeatCapacity,0.011889429180280686
Imidazolium,PF6,HeatCapacity,0.0022916097322376316
Imidazolium,Other,HeatCapacity,0.005946198547203352
Imidazolium,NTf2,HeatCapacity,0.004198482275495685
Imidazolium,NTf2,HeatCapacity,0.002101032418470261
Imidazolium,NTf2,HeatCapacity,0.01713177258898302
Imidazolium,NTf2,HeatCapacity,0.004575202840193526
Phosphonium,NTf2,HeatCapacity,0.021296950627484712
Imidazolium,BF4,HeatCapacity,0.003029451772002645
Imidazolium,Other,HeatCapacity,0.0014346934046081117
Imidazolium,BF4,HeatCapacity,0.002364081161260856
Pyridinium,NTf2,HeatCapacity,0.024401131121767783
Imidazolium,Other,HeatCapacity,0.007509281478078833
Imidazolium,PF6,HeatCapacity,0.0021266525100003264
Imidazolium,NTf2,HeatCapacity,0.0038308344442370412
Imidazolium,PF6,HeatCapacity,0.0012965663763440105
Imidazolium,PF6,HeatCapacity,0.003285858066978342
Imidazolium,Other,HeatCapacity,0.004300638009592461
Imidazolium,Hydrogen sulfate,HeatCapacity,0.008351242569237805
Pyridinium,BF4,HeatCapacity,0.02549936803278996
Imidazolium,Other,HeatCapacity,0.015192468339521703
Imidazolium,PF6,HeatCapacity,0.039183204047589903
Imidazolium,NTf2,HeatCapacity,0.012061030560966302
Phosphonium,Other,HeatCapacity,0.010307823135215166
Imidazolium,BF4,HeatCapacity,0.0017490454449511361
Imidazolium,Other,HeatCapacity,0.009863895663327682
Pyridinium,PF6,HeatCapacity,0.0022221134671296383
Imidazolium,Hydrogen sulfate,HeatCapacity,0.23405268139513602
Imidazolium,NTf2,HeatCapacity,0.012410642910070102
Pyridinium,NTf2,HeatCapacity,0.023041178736439072
Pyridinium,NTf2,HeatCapacity,0.06349140122940788
Pyridinium,BF4,HeatCapacity,0.005476109412330565
Imidazolium,BF4,HeatCapacity,0.007545866498206877
Imidazolium,Other,HeatCapacity,0.04702326430900694
Imidazolium,NTf2,HeatCapacity,0.019776754218409742
Imidazolium,NTf2,HeatCapacity,0.0004219158021987468
Imidazolium,PF6,HeatCapacity,0.003187654252757355
Imidazolium,NTf2,HeatCapacity,0.00587550288207872
Imidazolium,PF6,HeatCapacity,0.019745414490850877
Imidazolium,NTf2,HeatCapacity,0.0005516322323853018
Pyridinium,PF6,HeatCapacity,0.008991769180276776
Imidazolium,PF6,HeatCapacity,0.0004800722075781749
Pyridinium,BF4,HeatCapacity,0.010727902724656957
Imidazolium,PF6,HeatCapacity,0.0651344868444772
Imidazolium,BF4,HeatCapacity,0.0011263281081257404
Imidazolium,PF6,HeatCapacity,0.0012011522558301735
Imidazolium,Other,HeatCapacity,0.002689428740959343
Imidazolium,NTf2,HeatCapacity,0.012481247536068274
Imidazolium,NTf2,HeatCapacity,0.015881056823789486
Imidazolium,PF6,HeatCapacity,0.0021783099369674375
Imidazolium,Other,HeatCapacity,0.009262663284733463
Imidazolium,Other,HeatCapacity,0.051593377286528685
Imidazolium,PF6,HeatCapacity,0.002305109563466523
Imidazolium,Other,HeatCapacity,0.01466277615596745
Imidazolium,Other,HeatCapacity,0.002395578288778566
Imidazolium,PF6,HeatCapacity,0.0022992123749911997
Imidazolium,PF6,HeatCapacity,0.00022834646254743518
Imidazolium,BF4,HeatCapacity,0.004544333884354934
Pyridinium,NTf2,HeatCapacity,0.006533726532108375
Imidazolium,Other,HeatCapacity,0.06833980196533584
Imidazolium,PF6,HeatCapacity,0.0003493979411102188
Imidazolium,PF6,HeatCapacity,0.036081265438724586
Phosphonium,Carboxylate,HeatCapacity,0.004758887958490554
Imidazolium,NTf2,HeatCapacity,0.0032596890044702675
Imidazolium,PF6,HeatCapacity,0.0016699041445251694
Quaternary ammonium,NTf2,HeatCapacity,0.0015858675449162973
Imidazolium,PF6,HeatCapacity,0.003969695089670822
Imidazolium,Other,HeatCapacity,0.0022220300587445507
Imidazolium,Other,HeatCapacity,0.0011491352335051275
Imidazolium,PF6,HeatCapacity,0.00873755054769898
