display_cation,display_anion,property,abs_log_error
Imidazolium,Other,Density,0.0015263082749346069
Imidazolium,Other,Density,0.002407893884514678
Pyridinium,NTf2,Density,0.003770788809042358
Pyridinium,NTf2,Density,0.0026854075280970946
Imidazolium,Other,Density,0.004417839501234866
Protic ammonium,Carboxylate,Density,0.000416163427359173
Imidazolium,PF6,Density,0.0026774103616515887
Imidazolium,Other,Density,0.0023183370803074865
Pyridinium,NTf2,Density,0.006433117483950923
Quaternary ammonium,NTf2,Density,0.006422532997909514
Imidazolium,PF6,Density,0.007448063109826819
Pyridinium,NTf2,Density,0.0004721255256194823
Pyridinium,NTf2,Density,0.0007976966093350413
Imidazolium,Other,Density,0.005052547068641999
Imidazolium,Hydrogen sulfate,Density,0.002751266598327362
Quaternary ammonium,NTf2,Density,0.00410605044725898
Protic ammonium,NTf2,Density,0.004265768558640026
Imidazolium,Other,Density,0.004659556243579388
Pyridinium,Other,Density,0.0049552789232381045
Quaternary ammonium,NTf2,Density,0.0026340149983141714
Imidazolium,Other,Density,0.0017243753851268195
Imidazolium,Other,Density,0.002692210719666299
Pyridinium,NTf2,Density,0.0007342826358547327
Imidazolium,Hydrogen sulfate,Density,0.005808323533416093
Imidazolium,Carboxylate,Density,0.007175477862918278
Imidazolium,PF6,Density,0.0008030517352839439
Imidazolium,BF4,Density,0.002486664494559143
Imidazolium,Other,Density,0.002354138386468918
Imidazolium,Hydrogen sulfate,Density,0.004051631267875777
Phosphonium,Other,Density,0.0007872564562063644
Imidazolium,BF4,Density,0.007382350706526708
Imidazolium,Carboxylate,Density,0.0004106525626479396
Imidazolium,Carboxylate,Density,0.0016576367741780729
Imidazolium,PF6,Density,0.0012000800960256797
Imidazolium,Carboxylate,Density,0.002578328458354484
Pyridinium,Other,Density,0.00939954951919475
Protic ammonium,Carboxylate,Density,0.0011916029972107722
Imidazolium,Hydrogen sulfate,Density,0.0015635504745956652
Phosphonium,NTf2,Density,0.0006508335893284922
Imidazolium,Other,Density,0.010032209308342033
Quaternary ammonium,NTf2,Density,0.002281711234822126
Imidazolium,Carboxylate,Density,0.006311485633069047
Imidazolium,Hydrogen sulfate,Density,0.0001765961273303418
Imidazolium,Other,Density,0.0035901183153335126
Imidazolium,Hydrogen sulfate,Density,0.0007014386687353991
Imidazolium,BF4,Density,0.005159491124889115
Imidazolium,NTf2,Density,0.002612734224922697
Cholinium,NTf2,Density,0.0011267129031962142
Imidazolium,Other,Density,0.001888284714435251
Imidazolium,BF4,Density,0.0019016650315046846
Imidazolium,PF6,Density,0.003740720357608751
Protic ammonium,Carboxylate,Density,0.0010242271389167001
Pyridinium,NTf2,Density,0.0007391822264564141
Imidazolium,Other,Density,0.0021886229884762187
Imidazolium,Other,Density,0.006705150946197058
Phosphonium,Other,Density,1.6204778920503315e-05
Imidazolium,Other,Density,0.004680218941827796
Protic ammonium,Carboxylate,Density,0.00222206532969782
Imidazolium,Other,Density,0.006354786099933563
Imidazolium,NTf2,Density,0.0028590972345208243
Imidazolium,NTf2,Density,0.00010831224547303009
Phosphonium,Other,Density,0.002648344768170219
Imidazolium,NTf2,Density,0.0011658071995395147
Quaternary ammonium,Other,Density,0.0016459286744909818
Protic ammonium,Carboxylate,Density,0.0007844496721656213
Imidazolium,Other,Density,0.0009540747323271148
Pyridinium,NTf2,Density,0.0008234771316475431
Pyridinium,Other,Density,0.0001639682110115004
Imidazolium,NTf2,Density,0.0010656763242629097
Imidazolium,NTf2,Density,0.0016913845447046327
Imidazolium,Other,Density,0.0004015042468061836
Imidazolium,Other,Density,0.00470628786874272
Imidazolium,Other,Density,0.04275275642991705
Quaternary ammonium,Other,Density,0.017830811830558346
Cholinium,NTf2,Density,0.0030727436294615273
Imidazolium,Other,Density,0.004844188775630975
Imidazolium,PF6,Density,0.007220450711284521
Imidazolium,Other,Density,0.0012017059499340732
Imidazolium,Hydrogen sulfate,Density,0.0006848936696259855
Imidazolium,Other,Density,0.006084498220442214
Imidazolium,Other,Density,0.004361179342430077
Imidazolium,NTf2,Density,0.007726280763353799
Quaternary ammonium,Carboxylate,Density,0.008792827756677113
Imidazolium,Other,Density,0.005004888819851061
Imidazolium,Carboxylate,Density,0.0006662591087112091
Pyridinium,NTf2,Density,0.010450802316651853
Imidazolium,NTf2,Density,0.0035858882447818985
Imidazolium,Other,Density,0.005342891259768834
Imidazolium,Other,Density,0.006059750033636568
Imidazolium,Hydrogen sulfate,Density,0.003148599766256588
Pyridinium,Other,Density,0.004089782123453567
Imidazolium,Other,Density,0.007620804653607038
Imidazolium,BF4,Density,0.0001931477366152734
Imidazolium,PF6,Density,0.0021581210895096348
Protic ammonium,Carboxylate,Density,0.0022553378872727237
Pyridinium,Other,Density,0.0021499821060473323
Protic ammonium,Carboxylate,Density,0.0025787294914580983
Imidazolium,Other,Density,0.0028062794804171176
Pyridinium,NTf2,Density,0.0008701778521151837
Protic ammonium,Carboxylate,Density,0.021391569528990573
Pyridinium,NTf2,Density,0.001088563768356643
Imidazolium,Other,Density,0.0022387800688754567
Imidazolium,BF4,Density,0.0039821331751630495
Imidazolium,Hydrogen sulfate,Density,0.005333451673520173
Imidazolium,Other,Density,0.006907441492365329
Imidazolium,Other,Density,0.0037927280632601423
Imidazolium,NTf2,Density,0.0017146425088956363
Imidazolium,NTf2,Density,0.0031590652226043403
Imidazolium,BF4,Density,0.0026975143181111605
Imidazolium,Other,Density,0.01143169301523006
Protic ammonium,Carboxylate,Density,0.0012504011806768744
Pyridinium,NTf2,Density,0.0027045528509619388
Imidazolium,Hydrogen sulfate,Density,0.00020748874780629478
Cholinium,NTf2,Density,0.0025362657104901487
Imidazolium,Other,Density,0.0003013985810591535
Imidazolium,NTf2,Density,0.0008225150322633823
Phosphonium,Other,Density,0.014067212108250793
Phosphonium,Other,Density,0.0036687058681454943
Imidazolium,Other,Density,0.0008440621955010386
Imidazolium,NTf2,Density,0.003016186284233058
Imidazolium,NTf2,Density,0.004487573098368003
Protic ammonium,Carboxylate,Density,0.002822443016956555
Imidazolium,NTf2,Density,0.004477494221309719
Imidazolium,NTf2,Density,0.0005811874643857351
Protic ammonium,Carboxylate,Density,0.0023399417832603575
Imidazolium,Other,Density,0.0025172589938788903
Cholinium,Other,Density,0.0039243360427354546
Imidazolium,PF6,Density,0.0001558043581839641
Protic ammonium,Carboxylate,Density,0.005417902560774124
Imidazolium,Other,Density,0.0032576469447329615
Protic ammonium,Carboxylate,Density,8.342479451695084e-05
Pyridinium,Hydrogen sulfate,Density,0.0038056375751516214
Pyridinium,Other,Density,0.00042588309337521224
Imidazolium,NTf2,Density,0.0007247648947803498
Imidazolium,NTf2,Density,0.0034107712303095283
Imidazolium,Carboxylate,Density,0.001705163205281579
Protic ammonium,Carboxylate,Density,0.00040827978128366027
Protic ammonium,Carboxylate,Density,0.007009036959735759
Pyridinium,BF4,Density,0.003038985613640577
Cholinium,NTf2,Density,0.001001385151256251
Imidazolium,NTf2,Density,0.0005096959758512654
Imidazolium,Other,Density,0.0009384352275958463
Protic ammonium,Carboxylate,Density,0.0016803414075594603
Imidazolium,Other,Density,0.003433286857164042
Cholinium,NTf2,Density,0.0018357953499092972
Imidazolium,BF4,Density,0.0053032230633576205
Imidazolium,Other,Density,0.0003662173135738911
Protic ammonium,Carboxylate,Density,0.0012088189419010575
Quaternary ammonium,NTf2,Density,0.01020286580667662
Protic ammonium,Carboxylate,Density,6.443504381881127e-05
Imidazolium,NTf2,Density,0.001924034790125262
Protic ammonium,Carboxylate,Density,0.002168196263932387
Imidazolium,NTf2,Density,0.0005108214452427262
Quaternary ammonium,NTf2,Density,0.002992630654527595
Pyridinium,Other,Density,0.0005169579488004672
Imidazolium,Carboxylate,Density,0.0011025014312489034
Protic ammonium,Carboxylate,Density,0.00024608315083973764
Imidazolium,Other,Density,0.0002565034623209783
Protic ammonium,Other,Density,0.002855247915072745
Imidazolium,Other,Density,0.0020262035779454735
Quaternary ammonium,NTf2,Density,0.004270554195638709
Cholinium,NTf2,Density,0.003030407400851587
Quaternary ammonium,NTf2,Density,0.0029310652768543832
Imidazolium,Hydrogen sulfate,Density,0.0020174725722572617
Quaternary ammonium,NTf2,Density,0.0027647471909482135
Pyridinium,Other,Density,0.0025639450371688355
Imidazolium,Carboxylate,Density,0.0049991455273570296
Phosphonium,Other,Density,0.008892626624659172
Phosphonium,Other,Density,0.003940117955148814
Imidazolium,NTf2,Density,0.0008001043619501047
Quaternary ammonium,NTf2,Density,0.0006761714984708789
Imidazolium,Other,Density,0.00014452530833608535
Imidazolium,Other,Density,0.043689259804787106
Quaternary ammonium,Other,Density,0.000393924929908529
Imidazolium,NTf2,Density,0.004001124125243116
Imidazolium,NTf2,Density,0.0005821380208583804
Protic ammonium,Carboxylate,Density,0.0033039595308537173
Imidazolium,Other,Density,0.001147740397079211
Cholinium,NTf2,Density,0.002737493708734995
Imidazolium,Other,Density,0.005173190909929737
Imidazolium,NTf2,Density,0.008759361188496406
Imidazolium,Other,Density,0.00844573912401092
Imidazolium,Other,Density,0.0010978279656397305
Imidazolium,Other,Density,0.002448111199763403
Pyridinium,BF4,Density,0.003995894271666245
Protic ammonium,Carboxylate,Density,0.0006356078925842112
Imidazolium,Hydrogen sulfate,Density,0.00028138683066458725
Imidazolium,NTf2,Density,0.011611410020906376
Imidazolium,NTf2,Density,0.0023130835086293544
Imidazolium,Other,Density,0.026135928814300158
Imidazolium,Other,Density,0.001863460902248093
Protic ammonium,Carboxylate,Density,0.0016989736245074383
Protic ammonium,Carboxylate,Density,0.0009536480954670523
Imidazolium,Other,Density,0.012819303828944584
Cholinium,NTf2,Density,0.005374867516794168
Pyridinium,Hydrogen sulfate,Density,0.009171594022851615
Imidazolium,Other,Density,0.006159409506190983
Protic ammonium,Carboxylate,Density,0.0021609355596297064
Pyridinium,NTf2,Density,0.0057191624630945626
Imidazolium,Other,Density,0.005636310815456014
Cholinium,NTf2,Density,0.0007604885388321492
Protic ammonium,Carboxylate,Density,0.005711527230990221
Phosphonium,Other,Density,0.01151696852582873
Imidazolium,PF6,Density,0.00540644330383433
Phosphonium,Other,Density,0.0075798357200707045
Imidazolium,Other,Density,0.0005717128297311191
Imidazolium,Other,Density,0.007558391740867698
Pyridinium,BF4,Density,0.000619434371220251
Protic ammonium,Carboxylate,Density,0.0006838111036131522
Imidazolium,Other,Density,0.4091244029575014
Cholinium,NTf2,Density,0.0015058430056109628
Imidazolium,Other,Density,0.0005947724902641838
Protic ammonium,Carboxylate,Density,2.5804887906488716e-05
Imidazolium,NTf2,Density,0.0015221068838497942
Imidazolium,Carboxylate,Density,0.0018801537721673256
Imidazolium,Other,Density,0.006975552420881215
Quaternary ammonium,NTf2,Density,0.0024761393326864223
Imidazolium,Hydrogen sulfate,Density,0.00496585630863855
Imidazolium,NTf2,Density,0.0024251409105682242
Imidazolium,Other,Density,0.004941400053604994
Imidazolium,Other,Density,0.013188337057129296
Protic ammonium,Carboxylate,Density,0.00020588984497926788
Imidazolium,NTf2,Density,0.003917285068962606
Imidazolium,Other,Density,0.0025806022067733636
Imidazolium,BF4,Density,0.004435957168303695
Cholinium,NTf2,Density,0.002985061794211319
Imidazolium,BF4,Density,0.0006602723326150084
Imidazolium,Other,Density,0.007758574905880167
Pyridinium,Hydrogen sulfate,Density,0.00203561595369095
Imidazolium,Other,Density,0.009658721251477154
Cholinium,NTf2,Density,0.0020093483793512945
Quaternary ammonium,NTf2,Density,0.0025810320234151973
Protic ammonium,Carboxylate,Density,0.0005035083815849717
Imidazolium,Carboxylate,Density,0.008230678848235584
Imidazolium,Other,Density,0.003608208862607931
Phosphonium,Other,Density,0.0012259102394853727
Phosphonium,Other,Density,0.005561730453347735
Imidazolium,Other,Density,0.11586142394893262
Imidazolium,Other,Density,0.000848690516041195
Pyridinium,NTf2,Density,0.0014800158410412934
Quaternary ammonium,Other,Density,0.007241301495008123
Imidazolium,Other,Density,0.0012742299107415533
Quaternary ammonium,Carboxylate,Density,0.004013522080361653
Pyridinium,NTf2,Density,0.006482581579325242
Imidazolium,Other,Density,0.00149670774576105
Imidazolium,Other,Density,0.004483276931138924
Pyridinium,BF4,Density,0.000780113058796772
Phosphonium,Other,Density,0.0033256258383298487
Phosphonium,Other,Density,0.002780904603969958
Imidazolium,Other,Density,0.0066237079364084295
Imidazolium,BF4,Density,0.0023761299750280074
Phosphonium,Other,Density,0.0006055132352074111
Imidazolium,Other,Density,0.0013466711787728514
Imidazolium,Other,Density,0.000752415302578413
Imidazolium,BF4,Density,0.0038819928848150553
Imidazolium,Other,Density,0.005959094917329821
Imidazolium,BF4,Density,0.0025467320383523173
Imidazolium,NTf2,Density,0.0006280348269029901
Quaternary ammonium,NTf2,Density,0.002283624469066936
Imidazolium,PF6,Density,0.005326628008247347
Imidazolium,BF4,Density,0.002023281422761869
Phosphonium,Other,Density,0.00026319790046436253
Cholinium,NTf2,Density,0.003839519892165022
Imidazolium,NTf2,Density,0.002902961789819969
Phosphonium,NTf2,Density,0.0031676484573601726
Imidazolium,Other,Density,0.005118269506101392
Imidazolium,Other,Density,0.00035805083181728037
Imidazolium,Other,Density,0.009558652251396182
Cholinium,NTf2,Density,0.003689686173560247
Imidazolium,Other,Density,0.004926643642990669
Pyridinium,NTf2,Density,0.0031596247119836107
Imidazolium,Other,Density,0.0002832218030128786
Imidazolium,Other,Density,0.002783758015151072
Imidazolium,Other,Density,0.0016923200821494788
Quaternary ammonium,Carboxylate,Density,0.011364951591333217
Imidazolium,Other,Density,0.0012192871850400522
Imidazolium,NTf2,Density,0.004270028030505912
Protic ammonium,Carboxylate,Density,0.0014251618130423083
Pyridinium,NTf2,Density,0.0013551983851671778
Pyridinium,Other,Density,0.015065120075662186
Protic ammonium,Carboxylate,Density,0.0006675502435600222
Protic ammonium,Carboxylate,Density,0.001608827819630676
Phosphonium,NTf2,Density,0.0030942213454068224
Imidazolium,PF6,Density,0.0016904447793049115
Phosphonium,Other,Density,0.001374739355738619
Imidazolium,Other,Density,0.007645561057365136
Imidazolium,Other,Density,0.002546781398464759
Pyridinium,Other,Density,0.00821222846369718
Imidazolium,Hydrogen sulfate,Density,0.0018335803180766774
Imidazolium,Other,Density,0.00886860241437848
Imidazolium,Other,Density,0.011302922142697014
Imidazolium,NTf2,Density,0.005112251907162246
Imidazolium,Other,Density,0.0077099821434361004
Imidazolium,Carboxylate,Density,0.002695987832325386
Pyridinium,Hydrogen sulfate,Density,0.008956461592751097
Cholinium,NTf2,Density,0.002661810641375162
Protic ammonium,Carboxylate,Density,0.0005698780719640695
Imidazolium,Other,Density,0.0014509304422549718
Imidazolium,Other,Density,0.0018200362727984754
Imidazolium,Hydrogen sulfate,Density,0.00430260518618919
Phosphonium,NTf2,Density,0.0024800331893635175
Imidazolium,Hydrogen sulfate,Density,0.00636279949950147
Imidazolium,Hydrogen sulfate,Density,0.0029511796103820487
Cholinium,NTf2,Density,0.0014605934266329612
Pyridinium,NTf2,Density,0.0007948308627900857
Imidazolium,NTf2,Density,0.005353918533474555
Imidazolium,PF6,Density,0.0006580066807257978
Imidazolium,Carboxylate,Density,0.0012245197103313288
Pyridinium,NTf2,Density,0.0060557152873990105
Protic ammonium,Carboxylate,Density,0.0016303193695748064
Quaternary ammonium,NTf2,Density,0.0036344792599463105
Imidazolium,Other,Density,0.0014529598404617872
Imidazolium,Other,Density,0.001963037401365497
Quaternary ammonium,NTf2,Density,0.0012049668613212106
Imidazolium,Other,Density,0.0004277708356079657
Imidazolium,Other,Density,0.001993147585293009
Imidazolium,Other,Density,0.0032206688801474925
Protic ammonium,Carboxylate,Density,0.0016813163084812288
Quaternary ammonium,Other,Density,0.008921205893154038
Imidazolium,BF4,Density,0.00010068370311078212
Cholinium,Carboxylate,Density,0.0056482204762273724
Imidazolium,Other,Density,0.05846514594111163
Pyridinium,Carboxylate,Density,0.0012197777449474145
Imidazolium,Other,Density,0.0010003658644111013
Quaternary ammonium,NTf2,Density,0.008154961028483676
Pyridinium,NTf2,Density,0.0037770207561900193
Protic ammonium,Carboxylate,Density,0.0020898861686280412
Quaternary ammonium,Other,Density,0.005130258581476532
Pyridinium,NTf2,Density,0.0010184859829802662
Pyridinium,BF4,Density,0.0028308283315023886
Quaternary ammonium,Other,Density,0.004360180010642978
Protic ammonium,Carboxylate,Density,0.0016694867348023834
Cholinium,NTf2,Density,0.0016751425647703044
Quaternary ammonium,NTf2,Density,0.001438565082599652
Imidazolium,Other,Density,0.006674375910796115
Imidazolium,BF4,Density,0.0034946763395273805
Imidazolium,Other,Density,0.0013551478477467072
Imidazolium,Hydrogen sulfate,Density,0.0003490931471574754
Protic ammonium,Carboxylate,Density,0.0005188491204206613
Phosphonium,Carboxylate,Density,0.03087093189255441
Pyridinium,NTf2,Density,0.011674453099935533
Imidazolium,NTf2,Density,0.003846178370819686
Imidazolium,Other,Density,0.005568523637123235
Imidazolium,PF6,Density,0.0012193069482808738
Imidazolium,Hydrogen sulfate,Density,0.01305116618499369
Pyridinium,Other,Density,0.002484285336356251
Imidazolium,Carboxylate,Density,0.0017881279267726313
Quaternary ammonium,NTf2,Density,0.004028821983332875
Pyridinium,Other,Density,0.0009618116682652555
Imidazolium,Other,Density,0.0031681360963382588
Imidazolium,BF4,Density,0.002286784886632809
Imidazolium,Other,Density,0.004105619915684144
Imidazolium,NTf2,Density,0.007359158714702829
Imidazolium,Other,Density,0.000930712550188062
Imidazolium,Hydrogen sulfate,Density,0.0015720045177376463
Quaternary ammonium,Other,Density,0.0032263034412238767
Imidazolium,NTf2,Density,0.0004587988296158585
Imidazolium,Other,Density,0.0007105140991754411
Imidazolium,BF4,Density,0.0032277458822775884
Imidazolium,NTf2,Density,0.0011649171163581329
Imidazolium,NTf2,Density,0.004359205149404133
Imidazolium,Other,Density,0.0034307606607804075
Imidazolium,NTf2,Density,0.003972099655658923
Imidazolium,Carboxylate,Density,0.0047955364562106695
Imidazolium,Hydrogen sulfate,Density,0.002531964685734245
Imidazolium,Other,Density,0.006297681576797665
Phosphonium,Other,Density,0.005167989520234784
Imidazolium,Other,Density,0.014585458121857187
Imidazolium,Carboxylate,Density,0.0008511301249347625
Imidazolium,Carboxylate,Density,0.009005099262917149
Imidazolium,Other,Density,0.0076632458058671915
Imidazolium,Other,Density,0.004532321518577298
Phosphonium,NTf2,Density,0.00010341266184976661
Protic ammonium,Carboxylate,Density,0.001541184808069751
Phosphonium,Other,Density,0.00022456031982720503
Pyridinium,BF4,Density,0.0001572973041810144
Imidazolium,Other,Density,0.0032371755214661846
Imidazolium,BF4,Density,0.0008460277764745783
Cholinium,NTf2,Density,0.0026449978440750144
Phosphonium,Other,Density,0.009970232653499167
Imidazolium,Other,Density,0.0004243597452742165
Imidazolium,Other,Density,9.579471417353602e-05
Pyridinium,NTf2,Density,0.001882194216292099
Phosphonium,NTf2,Density,0.00026757091910489805
Cholinium,NTf2,Density,0.003287268991305936
Phosphonium,Other,Density,3.961868648794109e-05
Imidazolium,Other,Density,0.0003467140498631949
Imidazolium,NTf2,Density,0.0035485743442640327
Protic ammonium,Other,Density,0.0027297641586505605
Imidazolium,NTf2,Density,0.00016891285755793461
Phosphonium,NTf2,Density,0.000532703471968432
Cholinium,NTf2,Density,0.0032877766265109187
Phosphonium,Other,Density,0.005313316135173274
Imidazolium,Other,Density,0.0054601890612211434
Imidazolium,Other,Density,0.004962879038451717
Imidazolium,Other,Density,0.00020840777208519512
Imidazolium,Other,Density,0.003596778310238413
Imidazolium,PF6,Density,0.0007280679700008008
Pyridinium,Other,Density,0.0012440878232284902
Protic ammonium,Carboxylate,Density,0.00028269372604317056
Imidazolium,Hydrogen sulfate,Density,0.0003681073388239753
Pyridinium,NTf2,Density,0.000473901232021845
Imidazolium,Other,Density,0.003926915608492898
Protic ammonium,Carboxylate,Density,0.006536982486461618
Phosphonium,Other,Density,0.01108838229272191
Phosphonium,Other,Density,0.00046682226854155573
Imidazolium,BF4,Density,0.00644977738674779
Pyridinium,Other,Density,0.00439445611992717
Imidazolium,BF4,Density,0.005630981382060085
Imidazolium,Other,Density,0.012384500872522075
Imidazolium,NTf2,Density,0.0033921755540955445
Imidazolium,PF6,Density,0.0018710648869264546
Imidazolium,Other,Density,0.0009361028636476476
Imidazolium,Carboxylate,Density,0.008340825049076628
Imidazolium,Other,Density,0.003233414424700598
Pyridinium,NTf2,Density,0.003274381964757822
Phosphonium,Other,Density,0.0006202620298072503
Cholinium,NTf2,Density,0.005310906195817644
Imidazolium,Other,Density,0.030229167024802273
Phosphonium,Other,Density,0.0019798494623355367
Imidazolium,Other,Density,0.13219408666472
Cholinium,NTf2,Density,0.002920070297578903
Protic ammonium,Carboxylate,Density,0.001761939395483303
Imidazolium,Other,Density,0.0002554311427038769
Protic ammonium,Carboxylate,Density,0.0010241935855272999
Phosphonium,Other,Density,0.004969039862706026
Imidazolium,NTf2,Density,0.002342655544789629
Pyridinium,NTf2,Density,0.00088256227475636
Imidazolium,Carboxylate,Density,0.0020799308795345084
Pyridinium,Other,Density,0.007812518893224762
Imidazolium,NTf2,Density,0.0019478095855314237
Pyridinium,NTf2,Density,0.0005244906278303318
Imidazolium,Other,Density,0.0027027621699282633
Phosphonium,NTf2,Density,0.003725557379502753
Phosphonium,Other,Density,0.0027507715425239
Quaternary ammonium,Other,Density,0.000986082766313956
Imidazolium,Hydrogen sulfate,Density,0.0008711996664247934
Protic ammonium,Carboxylate,Density,0.002099476994427363
Imidazolium,Other,Density,0.0041260704068530885
Imidazolium,Other,Density,0.001410916157632336
Pyridinium,NTf2,Density,0.0007815561277366712
Imidazolium,BF4,Density,0.0019011384212994642
Phosphonium,NTf2,Density,0.0019498372894268812
Imidazolium,Other,Density,0.002482003406249156
Imidazolium,Other,Density,0.004283483237289332
Protic ammonium,Carboxylate,Density,9.348923783569774e-05
Protic ammonium,Carboxylate,Density,0.0016526829840808333
Imidazolium,NTf2,Density,0.017403428333005344
Imidazolium,NTf2,Density,0.0005202060605231651
Imidazolium,Hydrogen sulfate,Density,0.0011611014340031645
Imidazolium,Other,Density,0.004388767190871334
Quaternary ammonium,Other,Density,0.0012526485632831097
Imidazolium,Carboxylate,Density,0.009584752250614947
Imidazolium,BF4,Density,0.0027899689189556653
Imidazolium,Other,Density,0.0028624578081606344
Protic ammonium,Carboxylate,Density,0.0010313783833932888
Phosphonium,Carboxylate,Density,0.000453991408089216
Imidazolium,Other,Density,0.0024633892168832716
Protic ammonium,Carboxylate,Density,0.0018290391335042955
Imidazolium,NTf2,Density,0.004139346566479851
Imidazolium,Other,Density,0.008758398355656283
Protic ammonium,Carboxylate,Density,0.003750428267932371
Imidazolium,Other,Density,0.0011934955494989907
Imidazolium,NTf2,Density,0.004002528939629713
Imidazolium,Other,Density,0.002058102588690325
Imidazolium,Other,Density,0.007480170802289798
Imidazolium,Hydrogen sulfate,Density,0.0016327210217879085
Imidazolium,Other,Density,0.0013289840585102297
Pyridinium,NTf2,Density,0.003929148386227155
Pyridinium,BF4,Density,0.0033059683390170846
Imidazolium,Other,Density,0.002622675205195435
Imidazolium,NTf2,Density,0.004717324813330315
Imidazolium,Hydrogen sulfate,Density,0.002465884785785022
Pyridinium,Other,Density,0.001355694255027018
Protic ammonium,Other,Density,0.0009189502616759881
Pyridinium,PF6,Density,0.003623493913301523
Phosphonium,Other,Density,0.005507096340219952
Protic ammonium,Carboxylate,Density,0.00031315811945820116
Protic ammonium,Other,Density,0.002755550486935654
Protic ammonium,Carboxylate,Density,0.0032550275018063957
Pyridinium,NTf2,Density,0.003473749284058414
Imidazolium,Other,Density,0.003392773636654134
Imidazolium,Other,Density,0.00193746178331633
Imidazolium,Other,Density,0.008803764205883802
Cholinium,NTf2,Density,0.0016827542237543014
Pyridinium,BF4,Density,0.003703221845809068
Pyridinium,NTf2,Density,1.2412687621754515e-05
Imidazolium,Other,Density,0.0012783460199159435
Imidazolium,Other,Density,0.01879506736806036
Imidazolium,Other,Density,0.0005335265463344285
Imidazolium,Other,Density,0.0004200797204081397
Pyridinium,BF4,Density,1.5359019264415963e-05
Protic ammonium,Carboxylate,Density,0.0023012114409413087
Imidazolium,Hydrogen sulfate,Density,1.6774335782621108e-05
Pyridinium,BF4,Density,0.0018286954569273206
Pyridinium,Other,Density,0.00020408305918628855
Imidazolium,BF4,Density,0.006524084952785891
Quaternary ammonium,NTf2,Density,0.0021234257131554912
Imidazolium,Carboxylate,Density,0.0003866772018330522
Quaternary ammonium,NTf2,Density,0.034651226023736825
Imidazolium,Other,Density,0.004983223011781668
Imidazolium,Hydrogen sulfate,Density,0.0011644673391817406
Imidazolium,NTf2,Density,0.0045504065244932335
Pyridinium,Carboxylate,Density,0.013269511868394979
Protic ammonium,Carboxylate,Density,0.0014128802771073978
Phosphonium,Other,Density,0.0010338750563443355
Imidazolium,Other,Density,0.0007672696547249558
Imidazolium,Other,Density,0.0001553733322889883
Pyridinium,Other,Density,0.0005627113867632261
Imidazolium,NTf2,Density,0.004534670353618431
Phosphonium,Other,Density,0.0030609253918134627
Quaternary ammonium,NTf2,Density,0.00496490204930744
Imidazolium,Other,Density,0.002746029283492213
Imidazolium,Other,Density,0.008610427409037946
Imidazolium,NTf2,Density,0.004155232399802422
Phosphonium,Other,Density,0.006244711550703386
Protic ammonium,Carboxylate,Density,0.001305156693311993
Imidazolium,Other,Density,0.0049342435777184335
Protic ammonium,Carboxylate,Density,0.0006599650047593997
Imidazolium,Other,Density,0.0006064340314075878
Protic ammonium,Carboxylate,Density,2.2536037608489323e-05
Imidazolium,NTf2,Density,0.0009249700840161523
Protic ammonium,Carboxylate,Density,0.0003491066554346389
Imidazolium,Hydrogen sulfate,Density,0.0021342464764932956
Cholinium,NTf2,Density,0.0010619319156059959
Protic ammonium,Carboxylate,Density,0.0011821639199514067
Pyridinium,BF4,Density,6.018587512901519e-05
Imidazolium,NTf2,Density,0.0034083833540421438
Imidazolium,NTf2,Density,0.0021725028787376033
Cholinium,Carboxylate,Density,0.002233995123625654
Pyridinium,BF4,Density,0.001746238069918249
Imidazolium,Other,Density,0.0019841625588457035
Imidazolium,BF4,Density,0.001826704105694965
Imidazolium,BF4,Density,0.009165261897756238
Imidazolium,Other,Density,0.0034461521267665773
Imidazolium,NTf2,Density,0.00495490865037862
Imidazolium,Other,Density,0.00012880239336166
Imidazolium,NTf2,Density,0.00022324660958528142
Protic ammonium,Carboxylate,Density,0.0004106066790487972
Pyridinium,Other,Density,0.01618379116711477
Imidazolium,Carboxylate,Density,0.001695593350113711
Quaternary ammonium,Carboxylate,Density,0.004421135662082243
Cholinium,NTf2,Density,0.001543991625866603
Cholinium,NTf2,Density,0.0032391868368621957
Imidazolium,Other,Density,0.0007515230481320856
Imidazolium,Other,Density,0.0006669681656470416
Imidazolium,NTf2,Density,0.003134698567882843
Imidazolium,NTf2,Density,0.00091795613700274
Protic ammonium,Carboxylate,Density,0.0008673675856449847
Pyridinium,BF4,Density,0.0025767219516792395
Imidazolium,Other,Density,0.0010943217000241034
Protic ammonium,Carboxylate,Density,0.001487288385560781
Imidazolium,Other,Density,0.004757424453243786
Pyridinium,NTf2,Density,0.003237653926609241
Pyridinium,BF4,Density,0.0007677204733749221
Imidazolium,BF4,Density,0.0025959942242463896
Pyridinium,NTf2,Density,0.0013795039833670586
Imidazolium,Carboxylate,Density,0.0014510047575608809
Pyridinium,Other,Density,0.003355567790086944
Protic ammonium,Hydrogen sulfate,Density,0.008395261568280077
Protic ammonium,Carboxylate,Density,0.000728667665803151
Cholinium,NTf2,Density,0.00010578572356045868
Protic ammonium,Carboxylate,Density,0.0019086646169323984
Imidazolium,PF6,Density,0.0029130468623526085
Pyridinium,NTf2,Density,0.004516604290375703
Protic ammonium,Carboxylate,Density,0.0010085394652801227
Protic ammonium,Carboxylate,Density,0.0006031579715237712
