figure,producer_path,packaged_figure_relative_path,bytes,sha256,csv_file_count
interpretability_feature_importance_4x3,experiments/interpretability/scripts/compose_interpretability_four_by_three.py,experiments/manuscript_figure_source_data/interpretability_feature_importance_4x3/interpretability_feature_importance_4x3.png,1778833,8dd049ff972b6382543c3906f425c0d39494a831ebf4ddc4e26ff6e83163f534,17
