property,abs_log_error,positive_prediction
Density,0.0001558043581839641,True
Density,0.005417902560774124,True
Density,0.0032576469447329615,True
Density,8.342479451695084e-05,True
Density,0.0038056375751516214,True
Density,0.00042588309337521224,True
Density,0.0007247648947803498,True
Density,0.0034107712303095283,True
Density,0.001705163205281579,True
Density,0.00040827978128366027,True
Density,0.007009036959735759,True
Density,0.003038985613640577,True
Density,0.001001385151256251,True
Density,0.0005096959758512654,True
Density,0.0009384352275958463,True
Density,0.0016803414075594603,True
Density,0.003433286857164042,True
Density,0.0018357953499092972,True
Density,0.0053032230633576205,True
Density,0.0003662173135738911,True
Density,0.0012088189419010575,True
Density,0.01020286580667662,True
Density,6.443504381881127e-05,True
Density,0.001924034790125262,True
Density,0.002168196263932387,True
Density,0.0005108214452427262,True
Density,0.002992630654527595,True
Density,0.0005169579488004672,True
Density,0.0011025014312489034,True
Density,0.00024608315083973764,True
Density,0.0002565034623209783,True
Density,0.002855247915072745,True
Density,0.0020262035779454735,True
Density,0.004270554195638709,True
Density,0.003030407400851587,True
Density,0.0029310652768543832,True
Density,0.0020174725722572617,True
Density,0.0027647471909482135,True
Density,0.0025639450371688355,True
Density,0.0049991455273570296,True
Density,0.008892626624659172,True
Density,0.003940117955148814,True
Density,0.0008001043619501047,True
Density,0.0006761714984708789,True
Density,0.00014452530833608535,True
Density,0.043689259804787106,True
Density,0.000393924929908529,True
Density,0.004001124125243116,True
Density,0.0005821380208583804,True
Density,0.0033039595308537173,True
Density,0.001147740397079211,True
Density,0.002737493708734995,True
Density,0.005173190909929737,True
Density,0.008759361188496406,True
Density,0.00844573912401092,True
Density,0.0010978279656397305,True
Density,0.002448111199763403,True
Density,0.003995894271666245,True
Density,0.0006356078925842112,True
Density,0.00028138683066458725,True
Density,0.011611410020906376,True
Density,0.0023130835086293544,True
Density,0.026135928814300158,True
Density,0.001863460902248093,True
Density,0.0016989736245074383,True
Density,0.0009536480954670523,True
Density,0.012819303828944584,True
Density,0.005374867516794168,True
Density,0.009171594022851615,True
Density,0.006159409506190983,True
Density,0.0021609355596297064,True
Density,0.0057191624630945626,True
Density,0.005636310815456014,True
Density,0.0007604885388321492,True
Density,0.005711527230990221,True
Density,0.01151696852582873,True
Density,0.00540644330383433,True
Density,0.0075798357200707045,True
Density,0.0005717128297311191,True
Density,0.007558391740867698,True
Density,0.000619434371220251,True
Density,0.0006838111036131522,True
Density,0.4091244029575014,True
Density,0.0015058430056109628,True
Density,0.0005947724902641838,True
Density,2.5804887906488716e-05,True
Density,0.0015221068838497942,True
Density,0.0018801537721673256,True
Density,0.006975552420881215,True
Density,0.0024761393326864223,True
Density,0.00496585630863855,True
Density,0.0024251409105682242,True
Density,0.004941400053604994,True
Density,0.013188337057129296,True
Density,0.00020588984497926788,True
Density,0.003917285068962606,True
Density,0.0025806022067733636,True
Density,0.004435957168303695,True
Density,0.002985061794211319,True
Density,0.0006602723326150084,True
Density,0.007758574905880167,True
Density,0.00203561595369095,True
Density,0.009658721251477154,True
Density,0.0020093483793512945,True
Density,0.0025810320234151973,True
Density,0.0005035083815849717,True
Density,0.008230678848235584,True
Density,0.003608208862607931,True
Density,0.0012259102394853727,True
Density,0.005561730453347735,True
Density,0.11586142394893262,True
Density,0.000848690516041195,True
Density,0.0014800158410412934,True
Density,0.007241301495008123,True
Density,0.0012742299107415533,True
Density,0.004013522080361653,True
Density,0.006482581579325242,True
Density,0.00149670774576105,True
Density,0.004483276931138924,True
Density,0.000780113058796772,True
Density,0.0033256258383298487,True
Density,0.002780904603969958,True
Density,0.0066237079364084295,True
Density,0.0023761299750280074,True
Density,0.0006055132352074111,True
Density,0.0013466711787728514,True
Density,0.000752415302578413,True
Density,0.0038819928848150553,True
Density,0.005959094917329821,True
Density,0.0025467320383523173,True
Density,0.0006280348269029901,True
Density,0.002283624469066936,True
Density,0.005326628008247347,True
Density,0.002023281422761869,True
Density,0.00026319790046436253,True
Density,0.003839519892165022,True
Density,0.002902961789819969,True
Density,0.0031676484573601726,True
Density,0.005118269506101392,True
Density,0.00035805083181728037,True
Density,0.009558652251396182,True
Density,0.003689686173560247,True
Density,0.004926643642990669,True
Density,0.0031596247119836107,True
Density,0.0002832218030128786,True
Density,0.002783758015151072,True
Density,0.0016923200821494788,True
Density,0.011364951591333217,True
Density,0.0012192871850400522,True
Density,0.004270028030505912,True
Density,0.0014251618130423083,True
Density,0.0013551983851671778,True
Density,0.015065120075662186,True
Density,0.0006675502435600222,True
Density,0.001608827819630676,True
Density,0.0030942213454068224,True
Density,0.0016904447793049115,True
Density,0.001374739355738619,True
Density,0.007645561057365136,True
Density,0.002546781398464759,True
Density,0.00821222846369718,True
Density,0.0018335803180766774,True
Density,0.00886860241437848,True
Density,0.011302922142697014,True
Density,0.005112251907162246,True
Density,0.0077099821434361004,True
Density,0.002695987832325386,True
Density,0.008956461592751097,True
Density,0.002661810641375162,True
Density,0.0005698780719640695,True
Density,0.0014509304422549718,True
Density,0.0018200362727984754,True
Density,0.00430260518618919,True
Density,0.0024800331893635175,True
Density,0.00636279949950147,True
