candidate_id,temperature_K,internal_thermal_conduction_resistance_K_per_W,convective_thermal_resistance_K_per_W,thermal_resistance_K_per_W,thermal_resistance_conduction_fraction,thermal_resistance_convection_fraction,electrolyte_resistance_ohm,transient_temperature_rise_K
UPR-0209,353.15,0.0596275291038979,5.0,5.059627529103898,0.0117849641620671,0.9882150358379328,0.0051833835043299,0.1045253512632797
UPR-0343,298.15,0.0505007826963675,5.0,5.050500782696368,0.009999163423435,0.9900008365765648,0.0706862007267183,1.4229382175990168
UPR-0343,303.15,0.0507657113307339,5.0,5.050765711330734,0.0100510920981441,0.9899489079018556,0.0591443654586123,1.1906039597866214
UPR-0343,308.15,0.0510405916093353,5.0,5.051040591609335,0.0101049656370061,0.989895034362994,0.0500392013933368,1.0073113831775526
UPR-0343,313.15,0.0513264639398909,5.0,5.051326463939891,0.0101609872785489,0.9898390127214508,0.0426797484758632,0.8591558147338045
UPR-0343,318.15,0.0516245778075022,5.0,5.051624577807503,0.0102194011079715,0.9897805988920284,0.0366066825481955,0.7368940563836741
UPR-0343,323.15,0.0519365671275047,5.0,5.0519365671275045,0.0102805263758558,0.9897194736241444,0.0315138621546905,0.6343656523971918
UPR-0343,328.15,0.0522646196802559,5.0,5.052264619680256,0.010344790626498,0.989655209373502,0.0271950095522517,0.5474195552002827
UPR-0343,333.15,0.0526110768300141,5.0,5.052611076830014,0.0104126512074667,0.9895873487925332,0.0235065995080869,0.4731668132641913
UPR-0343,338.15,0.0529775355184825,5.0,5.052977535518482,0.0104844193638487,0.9895155806361512,0.0203441274534626,0.4095031570496069
UPR-0343,343.15,0.0533639744691483,5.0,5.053363974469148,0.0105600892274446,0.9894399107725554,0.0176286349988573,0.3548382383943669
UPR-0343,348.15,0.0529491494933411,5.0,5.052949149493341,0.0104788605479337,0.9895211394520662,0.0152982988532578,0.3078780895191224
UPR-0343,353.15,0.0533592222572867,5.0,5.053359222257287,0.0105591587517207,0.9894408412482792,0.0133025995991272,0.2676614257134427
UPR-0393,298.15,0.0568897183762919,5.0,5.056889718376292,0.0112499424635581,0.988750057536442,0.0168285683764005,0.3396958694688174
UPR-0393,303.15,0.057191649042716,5.0,5.057191649042716,0.0113089740337489,0.988691025966251,0.0136586164879693,0.2757191306368169
UPR-0393,308.15,0.0575081784081113,5.0,5.057508178408112,0.0113708522812932,0.9886291477187066,0.0113379876354879,0.2288818724574813
UPR-0393,313.15,0.0578410702856316,5.0,5.057841070285631,0.0114359208764867,0.9885640791235132,0.0095878462169727,0.1935575739329539
UPR-0393,318.15,0.0581711566383072,5.0,5.058171156638307,0.0115004326340289,0.988499567365971,0.0083453664835654,0.168473544986972
UPR-0393,323.15,0.058544755654166,5.0,5.058544755654166,0.0115734383072775,0.9884265616927224,0.0072595328550535,0.1465570061411217
UPR-0393,328.15,0.0589322448612557,5.0,5.058932244861256,0.0116491468967819,0.988350853103218,0.0063894125632125,0.1289939981646152
UPR-0393,333.15,0.0593292612254745,5.0,5.059329261225475,0.0117267048974598,0.98827329510254,0.0056832536586003,0.1147401244869599
UPR-0393,338.15,0.0597304350364672,5.0,5.059730435036467,0.011805062701139,0.9881949372988608,0.0051044160160194,0.1030559216976972
UPR-0393,343.15,0.0601299423688964,5.0,5.060129942368897,0.0118830826586928,0.9881169173413072,0.0046258245011745,0.0933949435224183
UPR-0393,348.15,0.0605219568285633,5.0,5.060521956828564,0.0119596273556122,0.9880403726443876,0.0039607870837461,0.0799689747740543
UPR-0393,353.15,0.0609012871524786,5.0,5.060901287152479,0.0120336840607979,0.987966315939202,0.0036460452577551,0.0736149904410818
UPR-0419,298.15,0.0506928740143294,5.0,5.050692874014329,0.0100368157951442,0.989963184204856,0.055012297846262,1.103484368435047
UPR-0419,303.15,0.0509140860516486,5.0,5.050914086051648,0.0100801726547379,0.9899198273452622,0.0483051097680401,0.9687934622380404
UPR-0419,308.15,0.0511465207620968,5.0,5.051146520762097,0.0101257250313103,0.9898742749686896,0.042850249411701,0.8592209526309849
UPR-0419,313.15,0.0513916246698371,5.0,5.051391624669837,0.0101737557664015,0.9898262442335984,0.0381515703238407,0.7648183851772541
UPR-0419,318.15,0.0516511436100042,5.0,5.0516511436100044,0.0102246062013485,0.9897753937986514,0.0342692263776298,0.6867916653943112
UPR-0419,323.15,0.0519272959124455,5.0,5.051927295912446,0.0102787100587255,0.9897212899412744,0.0308743614428963,0.618548287704419
UPR-0419,328.15,0.0522228420866113,5.0,5.052222842086612,0.0103366070181185,0.9896633929818814,0.0278623259768793,0.55799194642592
UPR-0419,333.15,0.0525407980996992,5.0,5.052540798099699,0.0103988864611365,0.9896011135388636,0.0251633579909168,0.5037258963920195
UPR-0419,338.15,0.0528835239384148,5.0,5.052883523938415,0.0104660089012293,0.9895339910987706,0.0227301965018275,0.4548043517061605
UPR-0419,343.15,0.0532519799224496,5.0,5.053251979922449,0.0105381604032472,0.9894618395967528,0.0205301876878218,0.4105740866217557
UPR-0419,348.15,0.0536453722668954,5.0,5.053645372266896,0.0106151833607651,0.9893848166392348,0.0185400544337035,0.3705695265774516
UPR-0419,353.15,0.0540612251523402,5.0,5.05406122515234,0.0106965908690017,0.9893034091309982,0.0167421863235552,0.3344381657130614
UPR-0550,298.15,0.0571915174450716,5.0,5.057191517445071,0.011308948306147,0.9886910516938532,0.0153336803329368,0.3095625814341326
UPR-0550,303.15,0.0575149208365833,5.0,5.057514920836583,0.0113721702727215,0.9886278297272784,0.0125406122015289,0.2531864740715181
UPR-0550,308.15,0.0578537906253893,5.0,5.057853790625389,0.0114384070833798,0.9885615929166202,0.0104784480079994,0.2115615493659463
UPR-0550,313.15,0.0582093575619971,5.0,5.0582093575619975,0.0115078980420164,0.9884921019579834,0.0089111914561592,0.1799252546746553
UPR-0550,318.15,0.058581521045054,5.0,5.058581521045054,0.0115806221173542,0.9884193778826456,0.0076908756135041,0.1552914219035931
UPR-0550,323.15,0.0589684209138897,5.0,5.05896842091389,0.0116562144705456,0.9883437855294545,0.0067218047619108,0.1357287239993668
UPR-0550,328.15,0.0593665724534794,5.0,5.059366572453479,0.0117339931003833,0.9882660068996166,0.0059402463593135,0.1199508727519163
UPR-0550,333.15,0.0597712444234604,5.0,5.059771244423461,0.0118130329487397,0.9881869670512602,0.0058513771433091,0.1181595882801959
UPR-0550,338.15,0.0601769866431012,5.0,5.060176986643102,0.0118922691443293,0.9881077308556706,0.0052606587249521,0.1062335396635054
UPR-0550,343.15,0.0605781734346988,5.0,5.060578173434699,0.0119706032312081,0.9880293967687918,0.0047699865178608,0.0963269666111906
UPR-0550,348.15,0.06096948666748,5.0,5.06096948666748,0.0120469974830112,0.9879530025169888,0.0043595301943664,0.0880396004326035
UPR-0550,353.15,0.0613463666631381,5.0,5.061346366663138,0.0121205628342686,0.9878794371657312,0.0040135040700048,0.0810528139365496
UPR-0558,298.15,0.0663343376402783,5.0,5.066334337640279,0.0130931622785823,0.9869068377214176,0.0321877034847915,0.649103004239817
UPR-0558,303.15,0.0664839349565885,5.0,5.066483934956588,0.013122302529744,0.986877697470256,0.0268578339676708,0.5415889861028091
UPR-0558,308.15,0.0640229696666608,5.0,5.064022969666661,0.0126427091761148,0.9873572908238852,0.0226663204457927,0.4568115192288259
UPR-0558,313.15,0.0639157726148612,5.0,5.063915772614862,0.0126218080009369,0.987378191999063,0.0193173132688556,0.3892758362797902
UPR-0558,318.15,0.0636413823737793,5.0,5.063641382373779,0.0125683036313177,0.9874316963686822,0.016606566918347,0.3346064193280032
UPR-0558,323.15,0.0632217207546075,5.0,5.063221720754608,0.0124864610403008,0.9875135389596992,0.0143903899473565,0.2899103422576729
UPR-0558,328.15,0.0627104121324041,5.0,5.062710412132404,0.0123867270745178,0.9876132729254822,0.012563668229373,0.2530718442381646
UPR-0558,333.15,0.0621730511624037,5.0,5.062173051162404,0.0122818897208832,0.9877181102791168,0.0110459163686693,0.2224699335246164
UPR-0558,338.15,0.0616638872576508,5.0,5.061663887257651,0.0121825329834493,0.9878174670165508,0.0097741619158765,0.196834771441067
UPR-0558,343.15,0.0612174050113009,5.0,5.061217405011301,0.0120953913085589,0.987904608691441,0.0086994335407509,0.1751776654630692
UPR-0558,348.15,0.0608525301787776,5.0,5.060852530178778,0.0120241658526706,0.9879758341473291,0.0077841175609788,0.1567386308338759
UPR-0558,353.15,0.0605783648258602,5.0,5.060578364825861,0.011970640598497,0.9880293594015028,0.0069993281532491,0.1409338299953701
UPR-0581,298.15,0.0570264942728234,5.0,5.057026494272823,0.0112766848932682,0.9887233151067318,0.0212625659900022,0.4290018086908276
UPR-0581,303.15,0.0573066086970036,5.0,5.057306608697004,0.0113314483639283,0.9886685516360716,0.0170612118134837,0.3442431876902084
UPR-0581,308.15,0.0575991320931557,5.0,5.057599132093156,0.0113886313621929,0.9886113686378072,0.0140310586116363,0.2831098623637227
UPR-0581,313.15,0.0579060070625643,5.0,5.057906007062564,0.0114486127226776,0.9885513872773224,0.0117766625450867,0.2376256009157533
UPR-0581,318.15,0.0582280701358608,5.0,5.058228070135861,0.0115115549019316,0.9884884450980682,0.0114486407771627,0.2310090753793489
UPR-0581,323.15,0.0585647066749536,5.0,5.058564706674954,0.0115773366697623,0.9884226633302376,0.0099064026174248,0.1998909917066054
UPR-0581,328.15,0.0589138217799948,5.0,5.058913821779995,0.0116455476126821,0.988354452387318,0.0086755778981574,0.1750556488433734
UPR-0581,333.15,0.0592721912357635,5.0,5.059272191235763,0.0117155569013348,0.9882844430986653,0.0076793501331201,0.1549534539138795
UPR-0581,338.15,0.0596358587575732,5.0,5.059635858757574,0.0117865910556292,0.9882134089443706,0.0068642013575699,0.1385047437762126
UPR-0581,343.15,0.0600003683589661,5.0,5.060000368358966,0.0118577794448709,0.9881422205551292,0.006191185875259,0.1249237889715424
UPR-0581,348.15,0.0603610861113904,5.0,5.06036108611139,0.0119282171932467,0.9880717828067532,0.0056307692658802,0.1136146972214648
UPR-0581,353.15,0.0607134763943527,5.0,5.060713476394353,0.0119970191313043,0.9880029808686956,0.005159956595042,0.104113512113569
