candidate_id,conduction_fraction_min,conduction_fraction_median,conduction_fraction_max,convection_fraction_min,convection_fraction_median,convection_fraction_max,electrolyte_resistance_ohm_max,conditional_temperature_rise_K_max
UPR-0024,0.0115833755772089,0.01254399206148365,0.0132333866377885,0.9867666133622114,0.9874560079385163,0.9884166244227912,0.0124266349495404,0.2502874407808255
UPR-0209,0.0112485376368588,0.01149302519294245,0.0117849641620671,0.9882150358379328,0.9885069748070574,0.9887514623631412,0.0285624619820428,0.5757532224702505
UPR-0343,0.009999163423435,0.010312658501176901,0.0105600892274446,0.9894399107725554,0.9896873414988232,0.9900008365765648,0.0706862007267183,1.4229382175990168
UPR-0393,0.0112499424635581,0.0116112926020297,0.0120336840607979,0.987966315939202,0.9883887073979702,0.988750057536442,0.0168285683764005,0.3396958694688174
UPR-0419,0.0100368157951442,0.010307658538421999,0.0106965908690017,0.9893034091309982,0.9896923414615779,0.989963184204856,0.055012297846262,1.103484368435047
UPR-0550,0.011308948306147,0.01169510378546445,0.0121205628342686,0.9878794371657312,0.9883048962145355,0.9886910516938532,0.0153336803329368,0.3095625814341326
UPR-0558,0.011970640598497,0.0124365940574093,0.013122302529744,0.986877697470256,0.9875634059425906,0.9880293594015028,0.0321877034847915,0.649103004239817
UPR-0581,0.0112766848932682,0.0116114421412222,0.0119970191313043,0.9880029808686956,0.9883885578587779,0.9887233151067318,0.0212625659900022,0.4290018086908276
