property,Temperature_K,temperature_bin,abs_log_error
Density,288.15,280-300,0.012251517038646575
Density,333.15,320-360,0.0032917361799418288
Density,298.15,280-300,0.03360601037484301
Density,308.15,300-320,0.002601124619698858
Density,283.15,280-300,0.007059072844070258
Density,342.86,320-360,0.0004320649678657418
Density,348.15,320-360,0.001775177620057633
Density,323.15,320-360,0.005997625513435523
Density,304.4,300-320,0.0013762083442401263
Density,304.65,300-320,0.0012226462831126383
Density,302.87,300-320,0.0032996057310334947
Density,293.15,280-300,0.002991659561189408
Density,308.15,300-320,0.0014357161715397027
Density,313.15,300-320,0.001989324342333454
Density,298.1,280-300,0.008496298786360157
Density,333.15,320-360,0.004228046882312597
Density,323.15,320-360,0.0009312960084582045
Density,341.15,320-360,0.009062360516542078
Density,293.15,280-300,0.0048170542776651
Density,293.0,280-300,0.003509994084444301
Density,318.15,300-320,0.0011044318775788042
Density,328.3,320-360,0.0026737134996990264
Density,308.15,300-320,0.007979341941308782
Density,278.15,<280,0.027596970960320988
Density,323.15,320-360,0.003295947969361279
Density,333.15,320-360,0.01019567669861221
Density,335.15,320-360,0.008028489070682987
Density,303.0,300-320,0.009822944411840062
Density,308.15,300-320,0.001233093595477186
Density,313.15,300-320,0.00037489562133430354
Density,345.15,320-360,0.003341159298908991
Density,295.1,280-300,0.0013805736560339454
Density,393.15,>360,0.003247303447080796
Density,313.15,300-320,0.0070819526596412885
Density,363.0,>360,0.007514073619557138
Density,350.15,320-360,0.00482424937113457
Density,308.15,300-320,0.006148762832107302
Density,293.15,280-300,0.03974680510091044
Density,356.15,320-360,0.0009217169118720392
Density,333.15,320-360,0.00399487537025589
Density,328.15,320-360,0.0035003661676054065
Density,297.92,280-300,0.003701075266241638
Density,351.15,320-360,0.0029086705394822943
Density,298.15,280-300,0.03594834425823912
Density,279.15,<280,0.00036286191430523473
Density,333.24,320-360,0.002571187341137815
Density,297.15,280-300,0.00408170042185052
Density,303.15,300-320,0.004560067418314162
Density,308.15,300-320,0.007885066406866592
Density,293.15,280-300,0.0008701630015632844
Density,303.15,300-320,0.0036307849551651117
Density,317.91,300-320,0.0020118646630784554
Density,306.4,300-320,0.0013656695480985803
Density,348.15,320-360,0.003795169966612555
Density,328.41,320-360,0.0011558003747298429
Density,333.15,320-360,0.010007296818570488
Density,305.15,300-320,0.003955910783061789
Density,338.15,320-360,3.423560878790255e-05
Density,317.15,300-320,0.0005289042721567938
Density,303.15,300-320,0.0011378028163893106
Density,348.15,320-360,0.002566355848040658
Density,283.1,280-300,0.0013886539984522273
Density,283.4,280-300,0.00036097553810865435
Density,358.15,320-360,0.00226969347957251
Density,337.15,320-360,0.0032491166456356524
Density,327.15,320-360,0.0024925011115897178
Density,298.15,280-300,0.000607523413203026
Density,322.971,320-360,0.001702301027159514
Density,329.65,320-360,0.00045869514653862353
Density,291.15,280-300,0.004373557370185743
Density,298.15,280-300,0.0056080580740536234
Density,305.64,300-320,0.00264968837130386
Density,325.15,320-360,6.6802957068290425e-06
Density,288.7,280-300,0.008557782940345149
Density,298.15,280-300,0.0046329793429338295
Density,363.15,>360,0.0038104020356257706
Density,293.15,280-300,0.006013443208747304
Density,363.15,>360,0.0003126896315279737
Density,308.0,300-320,0.001012326661148144
Density,313.29,300-320,0.011190895812310586
Density,331.15,320-360,0.0032720748853130033
Density,298.15,280-300,0.0002231795391853808
Density,308.148,300-320,0.0012535698641551463
Density,295.65,280-300,0.00028563640625201003
Density,309.15,300-320,0.0024180530370871978
Density,302.15,300-320,0.001624483115921116
Density,295.65,280-300,0.0020427114353518405
Density,293.15,280-300,0.008073923300408126
Density,323.15,320-360,0.0036354384018242314
Density,293.15,280-300,0.007657400075841814
Density,313.15,300-320,0.003104813939646789
Density,328.15,320-360,0.007520152893365051
Density,373.15,>360,0.008152914653313914
Density,348.15,320-360,0.006299935044768112
Density,353.15,320-360,0.004434132460390927
Density,332.35,320-360,0.004736897949441321
Density,313.0,300-320,0.005372493384860455
Density,330.15,320-360,0.00045684380718835627
Density,323.15,320-360,0.006062550859349258
Density,313.15,300-320,0.04193536667250086
Density,328.08,320-360,0.0005889215068277664
Density,317.91,300-320,0.0022514846107153375
Density,343.15,320-360,0.004408309426219503
Density,318.9,300-320,0.0022940847270831455
Density,328.15,320-360,0.0018533896518659887
Density,298.1,280-300,0.002403809767585585
Density,338.15,320-360,0.0007925500550358677
Density,313.15,300-320,0.004994045260169777
Density,303.15,300-320,0.0019745798624839495
Density,298.15,280-300,0.00827402244185027
Density,373.15,>360,0.0015711443604704556
Density,293.15,280-300,0.004280610643515814
Density,328.2,320-360,0.0008788481099601952
Density,318.15,300-320,0.0017705490849886374
Density,323.15,320-360,0.001080978609466321
Density,343.19,320-360,0.002681791850337234
Density,278.65,<280,0.0005594375299580179
Density,298.15,280-300,0.017035498488867873
Density,391.39,>360,0.006357613496851933
Density,348.15,320-360,0.0056848055637246375
Density,333.15,320-360,0.003886804864847271
Density,316.15,300-320,0.0025243267711214656
Density,297.0,280-300,0.0025887273537765765
Density,320.15,320-360,0.0006240183793000398
Density,358.15,320-360,0.0040422357444160895
Density,332.78,320-360,0.0012407057135233046
Density,338.15,320-360,0.010062543806276913
Density,353.0,320-360,0.0014395859298463876
Density,318.15,300-320,0.004482168806795528
Density,343.15,320-360,0.00043579674733518203
Density,292.15,280-300,0.0015230303609916618
Density,340.15,320-360,0.002999812043534611
Density,323.15,320-360,0.0021619039030378318
Density,313.14,300-320,0.000772495992438671
Density,328.15,320-360,0.0006437350482757509
Density,288.15,280-300,0.00536246830904652
Density,293.15,280-300,0.002388948578144756
Density,318.15,300-320,0.003274531185390117
Density,298.15,280-300,0.009310850650441793
Density,353.0,320-360,0.004521284604716236
Density,298.15,280-300,0.002405177347190701
Density,353.15,320-360,0.00506157239125038
Density,293.15,280-300,0.003148587689435267
Density,298.15,280-300,0.01743273694425085
Density,348.15,320-360,0.002679726650019809
Density,309.15,300-320,0.001181043240355173
Density,308.15,300-320,0.008758084147950207
Density,343.15,320-360,0.0025711321734736003
Density,332.41,320-360,0.00019202472396884218
Density,318.15,300-320,0.0017790829510486716
Density,338.15,320-360,0.0012678913036108241
Density,318.15,300-320,0.0008713117241345714
Density,343.15,320-360,0.04351000444328079
Density,298.15,280-300,0.004424191929425447
Density,293.15,280-300,0.0012100815319264768
Density,285.65,280-300,0.003433389102397655
Density,328.15,320-360,0.0006470480799896094
Density,310.65,300-320,0.002385197185182264
Density,348.15,320-360,0.0028796887394193504
Density,293.15,280-300,0.003805064761830401
Density,345.15,320-360,0.0021238820965781002
Density,323.15,320-360,0.0034537556859763896
Density,323.15,320-360,0.00504113942169937
Density,330.648,320-360,0.0025978167799811658
Density,309.65,300-320,0.0013694297276813927
Density,323.15,320-360,0.002162430156994688
Density,335.65,320-360,0.001045133636780271
Density,324.398,320-360,0.0011793688529913027
Density,303.15,300-320,0.012130723982922476
Density,363.15,>360,0.0022086426475063092
Density,323.15,320-360,0.011589126020511209
Density,303.15,300-320,0.00362167850722539
Density,351.15,320-360,0.0014686232164144997
Density,338.15,320-360,0.004714919853391564
Density,303.15,300-320,0.003570049933202313
Density,333.28,320-360,0.0026779409924371222
Density,298.15,280-300,0.015415604315038856
Density,289.15,280-300,0.004781802147999059
Density,282.15,280-300,0.0030642182988671607
Density,333.0,320-360,0.004073560447806379
Density,315.65,300-320,0.0013646355982555036
Density,313.15,300-320,0.002764780699576086
Density,308.15,300-320,0.001517689029902236
Density,318.0,300-320,0.0004225341871064714
Density,298.15,280-300,0.005219273154326132
Density,353.0,320-360,0.003424733272520797
Density,298.15,280-300,0.0065279713550090435
Density,314.15,300-320,0.00040197421689036616
Density,313.15,300-320,0.0010876322860404741
Density,318.15,300-320,0.0040737340313068415
Density,333.15,320-360,0.009201965728268924
Density,318.32,300-320,0.0035332959259104513
Density,347.15,320-360,0.000984954493469914
Density,338.15,320-360,0.006319050933328185
Density,293.15,280-300,0.0025558758800174886
Density,342.51,320-360,0.0013405270965707317
Density,297.0,280-300,0.008921220050670087
Density,288.15,280-300,0.001438655003099143
Density,298.15,280-300,0.010059877331602962
Density,315.65,300-320,0.002129642382465491
Density,314.15,300-320,0.0021940468232823918
Density,315.25,300-320,0.009265879439253943
Density,308.3,300-320,0.0006070581555048804
Density,295.65,280-300,0.00019296809135127546
Density,298.15,280-300,0.001999077211317868
Density,310.66,300-320,0.0005264750191527057
Density,318.0,300-320,0.0018209683328480608
Density,328.15,320-360,0.002785149062561665
Density,313.15,300-320,0.0044002242604053166
Density,323.0,320-360,0.003670687319389465
Density,363.15,>360,0.001864933249015266
Density,329.15,320-360,0.0017199079810295004
Density,303.15,300-320,0.005374973076219369
Density,343.18,320-360,0.0019097041129336745
Density,336.15,320-360,0.0008001434043416467
Density,336.15,320-360,0.0011955432456147719
Density,293.15,280-300,0.01203999779921272
Density,273.15,<280,1.2470732291269826e-05
Density,333.15,320-360,0.004587265761903936
Density,333.15,320-360,0.004206196470809331
Density,300.15,300-320,0.0010994438535361084
Density,330.65,320-360,0.00011212046293973543
Density,343.65,320-360,0.0025620106040982193
Density,353.15,320-360,0.0058630028987254335
Density,323.15,320-360,0.0019959977656949235
Density,343.15,320-360,0.000696715629634248
Density,308.15,300-320,0.0025650392582345916
Density,338.0,320-360,0.005753935376223929
Density,323.15,320-360,0.005898996516826571
Density,303.15,300-320,0.009609337351501601
Density,300.65,300-320,0.002635421867208443
Density,343.74,320-360,0.001611659418347955
Density,362.16,>360,0.0033588258606478405
Density,353.15,320-360,0.0001468645007722813
Density,298.15,280-300,0.0067453838556801315
Density,293.15,280-300,0.010093278995062072
Density,342.15,320-360,0.0016451692641012983
Density,298.0,280-300,0.0010342824954685526
Density,323.15,320-360,0.007252563620524732
Density,348.0,320-360,0.005739315465397965
Density,308.0,300-320,0.0018974718125575052
Density,323.15,320-360,0.021546886716419245
Density,283.15,280-300,0.03917545595285343
Density,329.15,320-360,0.006664077578640182
Density,308.15,300-320,0.0007815682042977556
Density,297.0,280-300,0.011768767946676917
Density,353.15,320-360,0.010759310164626612
Density,303.15,300-320,0.00740384327253274
Density,293.15,280-300,0.0007618553349315604
Density,299.9,280-300,0.0004510650622426837
Density,353.15,320-360,0.0038838397992311258
Density,288.24,280-300,0.008715121799022008
Density,333.15,320-360,0.0018048265286418896
Density,354.15,320-360,0.00028460119024042996
Density,334.91,320-360,7.290479544597162e-05
Density,297.0,280-300,0.002230739135545612
Density,313.15,300-320,0.006746227082061296
Density,315.15,300-320,0.0014925228191033924
Density,313.44,300-320,0.0014464238395106577
Density,307.15,300-320,0.005856128683758399
Density,343.15,320-360,0.004113166079369179
Density,343.154,320-360,0.000881680400523166
Density,413.15,>360,0.0008186794806288589
Density,279.9,<280,0.0007625676290556882
Density,263.15,<280,0.007669562206100267
Density,333.15,320-360,0.0022320347038284893
Density,363.15,>360,0.004613836158001483
Density,315.897,300-320,0.00019830575912305193
Density,320.65,320-360,0.0009575040585749761
Density,292.8,280-300,0.004638577092369367
Density,333.15,320-360,0.005430709317808535
Density,337.15,320-360,0.000770537011971939
Density,285.15,280-300,0.0023760646559018994
Density,353.15,320-360,0.0020389545792580677
Density,327.4,320-360,0.0005865810240370806
Density,343.15,320-360,0.0036559370559254845
Density,303.15,300-320,0.0022869870374853107
Density,298.15,280-300,0.006688727766372082
Density,343.15,320-360,0.005054528818043025
Density,329.4,320-360,0.0022278455368649475
Density,298.15,280-300,0.001311680494376688
Density,283.45,280-300,0.005806529278810757
Density,313.15,300-320,0.00015308574462835622
Density,300.15,300-320,0.0019993576233678922
Density,301.35,300-320,0.012223837021425155
Density,318.1,300-320,0.007601161827094138
Density,290.15,280-300,0.001757549696924876
Density,313.15,300-320,0.002478110232638109
Density,350.15,320-360,0.002778627517356469
Density,318.09,300-320,0.0017557093433149262
Density,288.15,280-300,0.012590308494576874
Density,350.15,320-360,0.0008567654364943778
Density,313.15,300-320,0.0018157640381337714
Density,351.15,320-360,0.0020432640656382617
Density,358.15,320-360,0.003296260396053796
Density,303.15,300-320,0.00013439485507849014
Density,328.15,320-360,0.0028200586885951395
Density,333.15,320-360,0.0028248539080140134
Density,323.15,320-360,0.0002675489471783976
Density,313.15,300-320,0.0036578308522008385
Density,331.15,320-360,7.400404189539245e-05
Density,353.15,320-360,0.004953351132011008
Density,413.15,>360,0.0002903906115268029
Density,310.35,300-320,0.0009979824878127985
Density,333.15,320-360,0.0007615039001400703
Density,336.15,320-360,0.0020690192632430993
Density,363.15,>360,0.0003080691215284759
Density,313.13,300-320,0.0011450045983236734
Density,359.15,320-360,0.0016593206386792403
Density,313.15,300-320,0.002249751647870113
Density,318.0,300-320,0.001841561680409498
Density,298.141,280-300,0.002096382447627221
Density,345.15,320-360,0.0007967909834913911
Density,283.37,280-300,0.00305309491084671
Density,293.0,280-300,0.0016569586512655832
Density,303.15,300-320,0.00022430312092769356
Density,285.65,280-300,0.0023007715183807065
Density,313.15,300-320,0.004547167256768958
Density,323.15,320-360,0.008399466854198678
Density,303.15,300-320,0.009568199102346853
Density,323.15,320-360,0.008815366169851124
Density,298.9,280-300,0.0005044901165067728
Density,338.15,320-360,0.0021071572393820404
Density,308.15,300-320,0.003156271413785383
Density,323.15,320-360,0.0021947808645181865
Density,293.15,280-300,0.0010523847611851878
Density,328.15,320-360,0.0033797638688071174
Density,333.8,320-360,9.163430030589836e-05
Density,308.15,300-320,0.002818172129869012
Density,353.15,320-360,0.004508138681739382
Density,295.0,280-300,0.002702295439645397
Density,312.66,300-320,0.0005450226671444014
Density,318.15,300-320,0.003858638335459297
Density,293.15,280-300,0.009392246791160908
Density,364.84,>360,0.0016231939593760458
Density,313.15,300-320,0.0015578452195672554
Density,358.15,320-360,0.002730354199556473
