panel,feature_group,feature_type,feature,feature_pretty,plot_order_top_to_bottom,plot_order_bottom_to_top,plot_y_base,plot_y_offset,plot_y,property,property_short,importance,normalized_importance,mean_normalized_importance,n_labels,marker,color,mean_bar_color
L,functional-group,functional-group descriptor,Cat: hetero_aromatic_atom,Cat: hetero aromatic atom,5,8,7,-0.132,6.868,ElectricalConductivity,EC,0.0536063929163926,0.0663671626769063,0.04956142227632588,185,s,#8073AC,#E8DDF0
L,functional-group,functional-group descriptor,Cat: hetero_aromatic_atom,Cat: hetero aromatic atom,5,8,7,-0.04400000000000001,6.956,HeatCapacity,HC,0.0351697722095802,0.0489918796145582,0.04956142227632588,192,^,#B2ABD2,#E8DDF0
L,functional-group,functional-group descriptor,Cat: hetero_aromatic_atom,Cat: hetero aromatic atom,5,8,7,0.04400000000000001,7.044,SurfaceTension,ST,0.0670565236359834,0.044303025027574,0.04956142227632588,128,D,#C51B7D,#E8DDF0
L,functional-group,functional-group descriptor,Cat: hetero_aromatic_atom,Cat: hetero aromatic atom,5,8,7,0.13199999999999998,7.132,ThermalConductivity,TC,0.0288822418305932,0.0473959834943362,0.04956142227632588,123,P,#E78AC3,#E8DDF0
L,functional-group,functional-group descriptor,Cat: hetero_aromatic_atom,Cat: hetero aromatic atom,5,8,7,0.22,7.22,Viscosity,Visc.,0.0712530280535037,0.0636750678367998,0.04956142227632588,273,X,#A6611A,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_difference,Pair: alkyl chain length difference,4,9,8,-0.22,7.78,Density,Density,0.0446572327272635,0.0450612822149315,0.07258255790152231,321,o,#542788,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_difference,Pair: alkyl chain length difference,4,9,8,-0.132,7.868,ElectricalConductivity,EC,0.0612059419018191,0.0757757513982841,0.07258255790152231,185,s,#8073AC,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_difference,Pair: alkyl chain length difference,4,9,8,-0.04400000000000001,7.956,HeatCapacity,HC,0.061201611587118,0.0852545182614598,0.07258255790152231,192,^,#B2ABD2,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_difference,Pair: alkyl chain length difference,4,9,8,0.04400000000000001,8.044,SurfaceTension,ST,0.1391731635667383,0.0919491768188712,0.07258255790152231,128,D,#C51B7D,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_difference,Pair: alkyl chain length difference,4,9,8,0.13199999999999998,8.132,ThermalConductivity,TC,0.061116904364823,0.1002933154389625,0.07258255790152231,123,P,#E78AC3,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_difference,Pair: alkyl chain length difference,4,9,8,0.22,8.22,Viscosity,Visc.,0.0415838643731105,0.0371613032766247,0.07258255790152231,273,X,#A6611A,#E8DDF0
L,functional-group,functional-group descriptor,Cat: longest_aliphatic_carbon_chain,Cat: longest aliphatic carbon chain,3,10,9,-0.22,8.78,Density,Density,0.060195048441211,0.0607396809004447,0.08945169283033805,321,o,#542788,#E8DDF0
