panel,feature_group,feature_type,feature,feature_pretty,plot_order_top_to_bottom,plot_order_bottom_to_top,plot_y_base,plot_y_offset,plot_y,property,property_short,importance,normalized_importance,mean_normalized_importance,n_labels,marker,color,mean_bar_color
L,functional-group,functional-group descriptor,Cat: longest_aliphatic_carbon_chain,Cat: longest aliphatic carbon chain,3,10,9,-0.132,8.868,ElectricalConductivity,EC,0.0727495424493492,0.0900672560815042,0.08945169283033805,185,s,#8073AC,#E8DDF0
L,functional-group,functional-group descriptor,Cat: longest_aliphatic_carbon_chain,Cat: longest aliphatic carbon chain,3,10,9,-0.04400000000000001,8.956,HeatCapacity,HC,0.072483799556115,0.100970730225305,0.08945169283033805,192,^,#B2ABD2,#E8DDF0
L,functional-group,functional-group descriptor,Cat: longest_aliphatic_carbon_chain,Cat: longest aliphatic carbon chain,3,10,9,0.04400000000000001,9.044,SurfaceTension,ST,0.1653007301501929,0.1092111846518458,0.08945169283033805,128,D,#C51B7D,#E8DDF0
L,functional-group,functional-group descriptor,Cat: longest_aliphatic_carbon_chain,Cat: longest aliphatic carbon chain,3,10,9,0.13199999999999998,9.132,ThermalConductivity,TC,0.067841178116699,0.111327900968183,0.08945169283033805,123,P,#E78AC3,#E8DDF0
L,functional-group,functional-group descriptor,Cat: longest_aliphatic_carbon_chain,Cat: longest aliphatic carbon chain,3,10,9,0.22,9.22,Viscosity,Visc.,0.072056853468274,0.0643934041547456,0.08945169283033805,273,X,#A6611A,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_sum,Pair: alkyl chain length sum,2,11,10,-0.22,9.78,Density,Density,0.1316039101264187,0.1327946353284579,0.13668081101279103,321,o,#542788,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_sum,Pair: alkyl chain length sum,2,11,10,-0.132,9.868,ElectricalConductivity,EC,0.1153233377011241,0.1427755589821423,0.13668081101279103,185,s,#8073AC,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_sum,Pair: alkyl chain length sum,2,11,10,-0.04400000000000001,9.956,HeatCapacity,HC,0.1015331210122288,0.1414367546050381,0.13668081101279103,192,^,#B2ABD2,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_sum,Pair: alkyl chain length sum,2,11,10,0.04400000000000001,10.044,SurfaceTension,ST,0.2153783775866031,0.1422965751164774,0.13668081101279103,128,D,#C51B7D,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_sum,Pair: alkyl chain length sum,2,11,10,0.13199999999999998,10.132,ThermalConductivity,TC,0.0904674619678559,0.1484578087585013,0.13668081101279103,123,P,#E78AC3,#E8DDF0
L,functional-group,functional-group descriptor,Pair: alkyl_chain_length_sum,Pair: alkyl chain length sum,2,11,10,0.22,10.22,Viscosity,Visc.,0.1256911400364432,0.1123235332861292,0.13668081101279103,273,X,#A6611A,#E8DDF0
L,functional-group,functional-group descriptor,Cat: aromatic_atom_fraction,Cat: aromatic atom fraction,1,12,11,-0.22,10.78,Density,Density,0.2491993045324105,0.2514540087577817,0.19512346253081195,321,o,#542788,#E8DDF0
L,functional-group,functional-group descriptor,Cat: aromatic_atom_fraction,Cat: aromatic atom fraction,1,12,11,-0.132,10.868,ElectricalConductivity,EC,0.1208983515656704,0.1496776807617484,0.19512346253081195,185,s,#8073AC,#E8DDF0
L,functional-group,functional-group descriptor,Cat: aromatic_atom_fraction,Cat: aromatic atom fraction,1,12,11,-0.04400000000000001,10.956,HeatCapacity,HC,0.1507308751370904,0.2099697673589648,0.19512346253081195,192,^,#B2ABD2,#E8DDF0
L,functional-group,functional-group descriptor,Cat: aromatic_atom_fraction,Cat: aromatic atom fraction,1,12,11,0.04400000000000001,11.044,SurfaceTension,ST,0.3416614169254899,0.2257294814025201,0.19512346253081195,128,D,#C51B7D,#E8DDF0
L,functional-group,functional-group descriptor,Cat: aromatic_atom_fraction,Cat: aromatic atom fraction,1,12,11,0.13199999999999998,11.132,ThermalConductivity,TC,0.1056985861159921,0.1734522019555208,0.19512346253081195,123,P,#E78AC3,#E8DDF0
L,functional-group,functional-group descriptor,Cat: aromatic_atom_fraction,Cat: aromatic atom fraction,1,12,11,0.22,11.22,Viscosity,Visc.,0.1795536738755556,0.1604576349483359,0.19512346253081195,273,X,#A6611A,#E8DDF0
