figure,producer_path,packaged_figure_relative_path,bytes,sha256,csv_file_count
performance_results,experiments/performance_results/plot_performance_results.py,experiments/manuscript_figure_source_data/performance_results/performance_results.png,861749,2a278e8e01b62c900e8d42f77c7ba989d74bfdad9ddf9214e35624c1dfa370be,10
