property,substitution_pair_id,fixed_role,fixed_ion_smiles,left_changed_ion_smiles,right_changed_ion_smiles,n_condition_matches,observed_log_delta,observed_abs_log_difference,predicted_log_delta,predicted_abs_log_difference,analysis_unit,substitution_scope,exploratory
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CCCC[n+]1ccn(C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CCCC[n+]1ccn(C)c1,5,0.0101993121279173,0.0101993121279173,0.0185766451779914,0.0185766451779914,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CCCC[n+]1ccn(CCC(C)C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CCCC[n+]1ccn(CCC(C)C)c1,1,-0.0777876872170892,0.0777876872170892,-0.0282820182655223,0.0282820182655223,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CCC[n+]1ccccc1C,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CCC[n+]1ccccc1C,2,0.029402644742781,0.029402644742781,0.0275276266092832,0.0275276266092832,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CCOCC[n+]1ccn(CCC#N)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CCOCC[n+]1ccn(CCC#N)c1,1,0.0252677709926461,0.0252677709926461,0.0576110663637834,0.0576110663637834,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CCOC[n+]1ccccc1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CCOC[n+]1ccccc1,1,0.0608684637576155,0.0608684637576155,0.0431060927459086,0.0431060927459086,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CC[N+](C)(C)CCCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CC[N+](C)(C)CCCO,2,0.0297183656924282,0.0297183656924282,0.0391859575219912,0.0391859575219912,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CC[N+](C)(C)CCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CC[N+](C)(C)CCO,2,0.0503648335278241,0.0503648335278241,0.0627774479911087,0.0627774479911087,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CC[N+](C)(C)CCOC,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CC[N+](C)(C)CCOC,2,0.0061986536545326,0.0061986536545326,0.0181823146769528,0.0181823146769528,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CC[n+]1ccccc1C,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CC[n+]1ccccc1C,1,0.0572973923481381,0.0572973923481381,0.0505490808976407,0.0505490808976407,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CC[n+]1ccn(C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CC[n+]1ccn(C)c1,4,0.0647885981693288,0.0647885981693288,0.0608019413206211,0.0608019413206211,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CC[n+]1ccn(CCOC)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CC[n+]1ccn(CCOC)c1,1,0.0276346360029124,0.0276346360029124,0.0404581114251731,0.0404581114251731,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>CCn1cc[nH+]c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,CCn1cc[nH+]c1,1,0.0999132544818852,0.0999132544818852,0.0874510015519867,0.0874510015519867,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>COCCOCCOCC[n+]1ccccc1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,COCCOCCOCC[n+]1ccccc1,1,0.0066966126154159,0.0066966126154159,0.0168704722105692,0.0168704722105692,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>COCCOCCn1cc[n+](CCC#N)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,COCCOCCn1cc[n+](CCC#N)c1,1,0.0205171682340479,0.0205171682340479,0.045935622472669,0.045935622472669,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>COC[n+]1ccn(C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,COC[n+]1ccn(C)c1,1,0.0868922371789207,0.0868922371789207,0.0620684053118125,0.0620684053118125,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>C[N+](CCO)(CCO)CCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,C[N+](CCO)(CCO)CCO,1,0.0993956561266449,0.0993956561266449,0.0832099390244067,0.0832099390244067,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>C[n+]1ccn(CC2CCCCC2)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,C[n+]1ccn(CC2CCCCC2)c1,1,-0.0046570028640422,0.0046570028640422,-0.0227789746747211,0.0227789746747211,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>C[n+]1ccn(Cc2ccc3ccccc3c2)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,C[n+]1ccn(Cc2ccc3ccccc3c2)c1,1,0.0419935738573036,0.0419935738573036,0.0537042876660809,0.0537042876660809,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>Cn1cc[n+](C(C)(C)C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,Cn1cc[n+](C(C)(C)C)c1,1,0.0170798950241328,0.0170798950241328,0.0261907831165295,0.0261907831165295,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>Cn1cc[n+](C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,Cn1cc[n+](C)c1,2,0.1002349784295391,0.1002349784295391,0.0924963989508453,0.0924963989508453,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccccc1=>Cn1cc[n+](Cc2ccccc2)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccccc1,Cn1cc[n+](Cc2ccccc2)c1,1,0.041307937903122,0.041307937903122,0.0608801935868372,0.0608801935868372,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CCCC[N+](C)(C)CC,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CCCC[N+](C)(C)CC,1,0.0886408858724738,0.0886408858724738,0.0689282972738647,0.0689282972738647,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CCCC[N+](C)(C)CCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CCCC[N+](C)(C)CCO,3,0.1190672777492398,0.1190672777492398,0.1053233428812472,0.1053233428812472,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CCCC[N+](CCO)(CCO)CCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CCCC[N+](CCO)(CCO)CCO,2,0.1503464152123785,0.1503464152123785,0.1341375709154966,0.1341375709154966,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CCCC[n+]1ccn(CCC(C)C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CCCC[n+]1ccn(CCC(C)C)c1,1,0.0475167327852048,0.0475167327852048,0.0611638435988703,0.0611638435988703,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CCC[n+]1ccccc1C,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CCC[n+]1ccccc1C,1,0.1531817429319693,0.1531817429319693,0.1179837788325608,0.1179837788325608,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CCCn1cc[n+](C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CCCn1cc[n+](C)c1,1,0.1591276327492856,0.1591276327492856,0.1252093533936511,0.1252093533936511,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CC[N+](C)(C)CCCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CC[N+](C)(C)CCCO,1,0.1550090970333846,0.1550090970333846,0.1277012984157624,0.1277012984157624,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CC[N+](C)(C)CCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CC[N+](C)(C)CCO,2,0.1740076205272749,0.1740076205272749,0.1529879121491744,0.1529879121491744,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CC[N+](C)(C)CCOC,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CC[N+](C)(C)CCOC,1,0.1284996419227324,0.1284996419227324,0.1027445892719374,0.1027445892719374,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CC[N+](CCO)(CCO)CCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CC[N+](CCO)(CCO)CCO,1,0.2008102808344247,0.2008102808344247,0.1631702347974366,0.1631702347974366,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CC[P+](CC)(CC)CCOC,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CC[P+](CC)(CC)CCOC,1,0.090209396482729,0.090209396482729,0.065020121369427,0.065020121369427,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CC[n+]1ccccc1C,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CC[n+]1ccccc1C,1,0.1809770503705206,0.1809770503705206,0.1501488189104192,0.1501488189104192,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>CC[n+]1ccn(C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,CC[n+]1ccn(C)c1,1,0.1889805958989665,0.1889805958989665,0.1487816506712285,0.1487816506712285,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>C[N+](C)(C)CCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,C[N+](C)(C)CCO,3,0.1964240886116259,0.1964240886116259,0.1632041699618263,0.1632041699618263,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>C[N+](CCO)(CCO)CCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,C[N+](CCO)(CCO)CCO,4,0.2232415168808925,0.2232415168808925,0.1710137591762781,0.1710137591762781,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1=>Cn1cc[n+](CCCCS(=O)(=O)O)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1,Cn1cc[n+](CCCCS(=O)(=O)O)c1,1,0.2332853623355335,0.2332853623355335,0.1662907043887838,0.1662907043887838,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCCCn1cc[n+](C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCCCn1cc[n+](C)c1,2,0.0871532786436648,0.0871532786436648,0.0740079103517166,0.0740079103517166,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[N+](C)(C)C,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[N+](C)(C)C,5,0.0791060969349102,0.0791060969349102,0.0631055658428731,0.0631055658428731,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[N+](C)(C)CC,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[N+](C)(C)CC,2,0.0628382995064766,0.0628382995064766,0.0540618578772709,0.0540618578772709,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[N+](C)(C)CCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[N+](C)(C)CCO,2,0.0949952657625674,0.0949952657625674,0.0863177473570875,0.0863177473570875,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[N+](C)(CC)CC,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[N+](C)(CC)CC,1,0.0528420232221211,0.0528420232221211,0.04067515373473,0.04067515373473,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[N+](C)(CCCC)CCCC,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[N+](C)(CCCC)CCCC,2,-0.0206809642924077,0.0206809642924077,-0.0143056692562257,0.0143056692562257,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[N+](CCO)(CCO)CCO,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[N+](CCO)(CCO)CCO,1,0.1226029212141988,0.1226029212141988,0.1127843251271984,0.1127843251271984,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[n+]1cc(C)cc(C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[n+]1cc(C)cc(C)c1,2,0.0704415043013257,0.0704415043013257,0.0615198418328035,0.0615198418328035,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[n+]1cccc(C#N)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[n+]1cccc(C#N)c1,1,0.1380541071194443,0.1380541071194443,0.1532729979580409,0.1532729979580409,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[n+]1cccc(C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[n+]1cccc(C)c1,4,0.0933135068446229,0.0933135068446229,0.0744995687098883,0.0744995687098883,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[n+]1cccc(C)c1C,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[n+]1cccc(C)c1C,1,0.0735831664998452,0.0735831664998452,0.0647153580829504,0.0647153580829504,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[n+]1ccccc1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[n+]1ccccc1,3,0.1183580872335579,0.1183580872335579,0.0875239183664655,0.0875239183664655,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[n+]1ccn(C(CC)CC)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[n+]1ccn(C(CC)CC)c1,1,0.0252788642929679,0.0252788642929679,0.0385728141851071,0.0385728141851071,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[n+]1ccn(C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[n+]1ccn(C)c1,4,0.1098896715437653,0.1098896715437653,0.0864057253491346,0.0864057253491346,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCC[n+]1ccn(CCC(C)C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCC[n+]1ccn(CCC(C)C)c1,3,0.0242129947294387,0.0242129947294387,0.04096981814578,0.04096981814578,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCCn1cc[n+](Cc2ccc(C)cc2)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCCn1cc[n+](Cc2ccc(C)cc2)c1,1,0.057264852192123,0.057264852192123,0.0854764161588779,0.0854764161588779,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCCOCCn1cc[n+](C)c1,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCCOCCn1cc[n+](C)c1,1,0.0979103086238275,0.0979103086238275,0.0823721792552012,0.0823721792552012,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F||CCCCCc1c(C)cc(C)c[n+]1CCCC=>CCC[N+](C)(C)C,anion_fixed,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCc1c(C)cc(C)c[n+]1CCCC,CCC[N+](C)(C)C,1,0.1041836069485615,0.1041836069485615,0.0881347949201201,0.0881347949201201,unique unordered ion-substitution pair,Cation substitution,False
