property,substitution_pair_id,fixed_role,fixed_ion_smiles,left_changed_ion_smiles,right_changed_ion_smiles,n_condition_matches,observed_log_delta,observed_abs_log_difference,predicted_log_delta,predicted_abs_log_difference,analysis_unit,substitution_scope,exploratory
Density,anion_fixed||C(C)OS(=O)(=O)[O-]||C(C)N1C=[N+](C=C1)C=>C(C)[N+]1=CC=CC=C1,anion_fixed,C(C)OS(=O)(=O)[O-],C(C)N1C=[N+](C=C1)C,C(C)[N+]1=CC=CC=C1,6,0.0124579784894587,0.0124579784894587,-0.0056758285483153,0.0056758285483153,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||C(C)OS(=O)(=O)[O-]||C(C)N1C=[N+](C=C1)C=>C(CCC)N1C=[N+](C=C1)C,anion_fixed,C(C)OS(=O)(=O)[O-],C(C)N1C=[N+](C=C1)C,C(CCC)N1C=[N+](C=C1)C,4,-0.0472421632890913,0.0472421632890913,-0.0469520680370472,0.0469520680370472,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||C(C)OS(=O)(=O)[O-]||C(C)N1C=[N+](C=C1)C=>CN1C=[N+](C=C1)CCCCCCCC,anion_fixed,C(C)OS(=O)(=O)[O-],C(C)N1C=[N+](C=C1)C,CN1C=[N+](C=C1)CCCCCCCC,1,-0.1052701120054564,0.1052701120054564,-0.1187877923303419,0.1187877923303419,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||C(C)OS(=O)(=O)[O-]||C(C)[N+]1=CC=CC=C1=>CN1C=[N+](C=C1)CCCCCCCC,anion_fixed,C(C)OS(=O)(=O)[O-],C(C)[N+]1=CC=CC=C1,CN1C=[N+](C=C1)CCCCCCCC,1,-0.1158727769895699,0.1158727769895699,-0.1122798902243804,0.1122798902243804,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||C(CCCCCCC)OS(=O)(=O)[O-]||C(C)N1C=[N+](C=C1)C=>C(CCC)N1C=[N+](C=C1)C,anion_fixed,C(CCCCCCC)OS(=O)(=O)[O-],C(C)N1C=[N+](C=C1)C,C(CCC)N1C=[N+](C=C1)C,10,-0.0262899770874081,0.0262899770874081,-0.0094897564078371,0.0094897564078371,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||C(CCCCCCCCCCC)OS(=O)(=O)[O-]||C(#N)CC[N+]1=CN(C=C1)CCCCCC=>C(CCC)N1C=[N+](C=C1)CCC#N,anion_fixed,C(CCCCCCCCCCC)OS(=O)(=O)[O-],C(#N)CC[N+]1=CN(C=C1)CCCCCC,C(CCC)N1C=[N+](C=C1)CCC#N,1,0.0219988873375758,0.0219988873375758,-0.0027102685864202,0.0027102685864202,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]||CCCC[n+]1ccccc1=>CC[n+]1ccn(C)c1,anion_fixed,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],CCCC[n+]1ccccc1,CC[n+]1ccn(C)c1,1,0.0,0.0,0.0023698990717742,0.0023698990717742,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]||CCCC[n+]1ccccc1=>Cn1cc[n+](C)c1Cl,anion_fixed,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],CCCC[n+]1ccccc1,Cn1cc[n+](C)c1Cl,1,-0.0170854923209775,0.0170854923209775,-0.0020760758369338,0.0020760758369338,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]||CC[n+]1ccn(C)c1=>Cn1cc[n+](C)c1Cl,anion_fixed,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],CC[n+]1ccn(C)c1,Cn1cc[n+](C)c1Cl,1,-0.0170854923209775,0.0170854923209775,-0.004445974908708,0.004445974908708,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC=>CCCCCCCCCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCC[n+]1ccn(C)c1,1,0.0986856810693206,0.0986856810693206,0.0627831304373884,0.0627831304373884,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC=>CCCCCCn1cc[n+](C)c1,anion_fixed,CC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCn1cc[n+](C)c1,1,0.1355184891258174,0.1355184891258174,0.1355151780094523,0.1355151780094523,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC=>CCCCCn1cc[n+](C)c1,anion_fixed,CC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCn1cc[n+](C)c1,1,0.1488892730358992,0.1488892730358992,0.1598000815841409,0.1598000815841409,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC=>CCCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCC[n+]1ccn(C)c1,2,0.1687009688939613,0.1687009688939613,0.1813389995008827,0.1813389995008827,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC=>CCN1C=C[NH+]=C1,anion_fixed,CC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCN1C=C[NH+]=C1,1,0.1570514963208351,0.1570514963208351,0.1948585208468198,0.1948585208468198,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC=>CC[NH+](CC)CC,anion_fixed,CC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CC[NH+](CC)CC,1,0.1229842099944447,0.1229842099944447,0.1584635533325178,0.1584635533325178,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,C[NH2+]CCO,5,0.2155071057796087,0.2155071057796087,0.2375403040686672,0.2375403040686672,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCC[n+]1ccn(C)c1=>CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,anion_fixed,CC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,2,-0.0808356467079587,0.0808356467079587,-0.0145619041231723,0.0145619041231723,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCC[n+]1ccn(C)c1=>CCCCCCn1cc[n+](C)c1,anion_fixed,CC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,CCCCCCn1cc[n+](C)c1,2,0.0322274438949961,0.0322274438949961,0.0704550616821051,0.0704550616821051,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCC[n+]1ccn(C)c1=>CCCCCn1cc[n+](C)c1,anion_fixed,CC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,CCCCCn1cc[n+](C)c1,1,0.0502035919665786,0.0502035919665786,0.0970169511467524,0.0970169511467524,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCC[n+]1ccn(C)c1=>CCCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,CCCC[n+]1ccn(C)c1,3,0.0694443936452575,0.0694443936452575,0.1186600992078501,0.1186600992078501,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCC[n+]1ccn(C)c1=>CC[NH+](CC)CC,anion_fixed,CC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,CC[NH+](CC)CC,1,0.024298528925124,0.024298528925124,0.0956804228951293,0.0956804228951293,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCC[n+]1ccn(C)c1=>CC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,CC[n+]1ccn(C)c1,1,0.1053605156578258,0.1053605156578258,0.176033942718913,0.176033942718913,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCCCC[n+]1ccn(C)c1=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,C[NH2+]CCO,3,0.1168214247102881,0.1168214247102881,0.1753264310929081,0.1753264310929081,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC=>CCCCCCn1cc[n+](C)c1,anion_fixed,CC(=O)[O-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCCCCn1cc[n+](C)c1,1,0.1082222981361304,0.1082222981361304,0.1071839055751215,0.1071839055751215,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC=>CCCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CCCC[n+]1ccn(C)c1,1,0.1437727217917856,0.1437727217917856,0.1641592753777239,0.1641592753777239,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC=>CC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,CC[n+]1ccn(C)c1,2,0.1903770207710278,0.1903770207710278,0.1684178582795565,0.1684178582795565,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC=>N#CCCn1cc[nH+]c1,anion_fixed,CC(=O)[O-],CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,N#CCCn1cc[nH+]c1,1,0.1963214476573336,0.1963214476573336,0.2196546580596656,0.2196546580596656,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCC[n+]1ccccc1=>CCCCCCn1cc[n+](C)c1,anion_fixed,CC(=O)[O-],CCCCCC[n+]1ccccc1,CCCCCCn1cc[n+](C)c1,1,-0.1950542629169431,0.1950542629169431,-0.0782937640987162,0.0782937640987162,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCC[n+]1ccccc1=>CCCCC[n+]1ccccc1,anion_fixed,CC(=O)[O-],CCCCCC[n+]1ccccc1,CCCCC[n+]1ccccc1,1,0.0287899279406858,0.0287899279406858,0.0162334786627873,0.0162334786627873,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCC[n+]1ccccc1=>CCCC[N+](CCCC)(CCCC)CCCC,anion_fixed,CC(=O)[O-],CCCCCC[n+]1ccccc1,CCCC[N+](CCCC)(CCCC)CCCC,1,-0.2491896952500747,0.2491896952500747,-0.0763640806398324,0.0763640806398324,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCC[n+]1ccccc1=>CCCC[NH3+],anion_fixed,CC(=O)[O-],CCCCCC[n+]1ccccc1,CCCC[NH3+],1,-0.2575778408784535,0.2575778408784535,-0.1184272401032968,0.1184272401032968,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCC[n+]1ccccc1=>CCCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCC[n+]1ccccc1,CCCC[n+]1ccn(C)c1,4,-0.1607373681249448,0.1607373681249448,-0.045222441482613,0.045222441482613,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCC[n+]1ccccc1=>CCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCC[n+]1ccccc1,CCC[n+]1ccn(C)c1,1,-0.1327529609506825,0.1327529609506825,-0.0331048665660471,0.0331048665660471,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCC[n+]1ccccc1=>CC[NH+](CC)CC,anion_fixed,CC(=O)[O-],CCCCCC[n+]1ccccc1,CC[NH+](CC)CC,1,-0.2057957204076119,0.2057957204076119,-0.0633696564011918,0.0633696564011918,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCC[n+]1ccccc1=>CC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCC[n+]1ccccc1,CC[n+]1ccn(C)c1,3,-0.1147888372380396,0.1147888372380396,-0.0239133008918699,0.0239133008918699,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCC[n+]1ccccc1=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCCCCC[n+]1ccccc1,C[NH2+]CCO,5,-0.1136118593974897,0.1136118593974897,0.0115923918904456,0.0115923918904456,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCn1cc[n+](C)c1=>CCCCCn1cc[n+](C)c1,anion_fixed,CC(=O)[O-],CCCCCCn1cc[n+](C)c1,CCCCCn1cc[n+](C)c1,1,0.0133707839100818,0.0133707839100818,0.0242849035746886,0.0242849035746886,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCn1cc[n+](C)c1=>CCCC[NH3+],anion_fixed,CC(=O)[O-],CCCCCCn1cc[n+](C)c1,CCCC[NH3+],1,-0.0625235779615103,0.0625235779615103,-0.0401334760045806,0.0401334760045806,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCn1cc[n+](C)c1=>CCCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCCn1cc[n+](C)c1,CCCC[n+]1ccn(C)c1,5,0.033753373947527,0.033753373947527,0.0457195913470744,0.0457195913470744,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCn1cc[n+](C)c1=>CC[NH+](CC)CC,anion_fixed,CC(=O)[O-],CCCCCCn1cc[n+](C)c1,CC[NH+](CC)CC,2,-0.0116378683110207,0.0116378683110207,0.0189362415102949,0.0189362415102949,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCn1cc[n+](C)c1=>CC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCCn1cc[n+](C)c1,CC[n+]1ccn(C)c1,5,0.0802654256789034,0.0802654256789034,0.0559015084692235,0.0559015084692235,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCCn1cc[n+](C)c1=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCCCCCn1cc[n+](C)c1,C[NH2+]CCO,10,0.0800043796842255,0.0800043796842255,0.0876888827363489,0.0876888827363489,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCC[n+]1ccccc1=>CCCC[N+](CCCC)(CCCC)CCCC,anion_fixed,CC(=O)[O-],CCCCC[n+]1ccccc1,CCCC[N+](CCCC)(CCCC)CCCC,1,-0.2779796231907605,0.2779796231907605,-0.0925975593026198,0.0925975593026198,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCC[n+]1ccccc1=>CCCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCC[n+]1ccccc1,CCCC[n+]1ccn(C)c1,2,-0.1875234390534657,0.1875234390534657,-0.0611932469204412,0.0611932469204412,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCC[n+]1ccccc1=>CCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCC[n+]1ccccc1,CCC[n+]1ccn(C)c1,1,-0.1615428888913683,0.1615428888913683,-0.0493383452288345,0.0493383452288345,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCC[n+]1ccccc1=>CC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCC[n+]1ccccc1,CC[n+]1ccn(C)c1,1,-0.142310642098173,0.142310642098173,-0.0371446842802978,0.0371446842802978,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCC[n+]1ccccc1=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCCCC[n+]1ccccc1,C[NH2+]CCO,4,-0.1422650819374604,0.1422650819374604,-0.0048010818739956,0.0048010818739956,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCn1cc[n+](C)c1=>CCCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCCCn1cc[n+](C)c1,CCCC[n+]1ccn(C)c1,2,0.019811695858062,0.019811695858062,0.0215389179167417,0.0215389179167417,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCn1cc[n+](C)c1=>CC[NH+](CC)CC,anion_fixed,CC(=O)[O-],CCCCCn1cc[n+](C)c1,CC[NH+](CC)CC,1,-0.0259050630414545,0.0259050630414545,-0.0013365282516231,0.0013365282516231,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCCCn1cc[n+](C)c1=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCCCCn1cc[n+](C)c1,C[NH2+]CCO,3,0.0666178327437094,0.0666178327437094,0.0783094799461556,0.0783094799461556,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[N+](CCCC)(CCCC)CCCC=>CCCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCC[N+](CCCC)(CCCC)CCCC,CCCC[n+]1ccn(C)c1,2,0.0904561841372948,0.0904561841372948,0.0314043123821785,0.0314043123821785,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[N+](CCCC)(CCCC)CCCC=>CCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCC[N+](CCCC)(CCCC)CCCC,CCC[n+]1ccn(C)c1,1,0.1164367342993921,0.1164367342993921,0.0432592140737853,0.0432592140737853,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[N+](CCCC)(CCCC)CCCC=>CC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCC[N+](CCCC)(CCCC)CCCC,CC[n+]1ccn(C)c1,1,0.1356689810925875,0.1356689810925875,0.0554528750223219,0.0554528750223219,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[N+](CCCC)(CCCC)CCCC=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCCC[N+](CCCC)(CCCC)CCCC,C[NH2+]CCO,3,0.1358512466540151,0.1358512466540151,0.0879564725302781,0.0879564725302781,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[NH3+]=>CCCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCC[NH3+],CCCC[n+]1ccn(C)c1,5,0.0952328731675118,0.0952328731675118,0.0698161043652421,0.0698161043652421,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[NH3+]=>CCC[NH3+],anion_fixed,CC(=O)[O-],CCCC[NH3+],CCC[NH3+],1,0.0322188113821182,0.0322188113821182,0.0198011610295472,0.0198011610295472,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[NH3+]=>CC[NH+](CC)CC,anion_fixed,CC(=O)[O-],CCCC[NH3+],CC[NH+](CC)CC,1,0.0517821204708415,0.0517821204708415,0.055057583702105,0.055057583702105,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[NH3+]=>CC[NH2+]CC,anion_fixed,CC(=O)[O-],CCCC[NH3+],CC[NH2+]CC,1,-0.0124755043416966,0.0124755043416966,0.0432892118027945,0.0432892118027945,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[NH3+]=>CC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCC[NH3+],CC[n+]1ccn(C)c1,5,0.1416943737467013,0.1416943737467013,0.0930127560877389,0.0930127560877389,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[NH3+]=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCCC[NH3+],C[NH2+]CCO,4,0.1428608801283335,0.1428608801283335,0.1286285522727297,0.1286285522727297,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[n+]1ccn(C)c1=>CCC[NH3+],anion_fixed,CC(=O)[O-],CCCC[n+]1ccn(C)c1,CCC[NH3+],1,-0.0650434570565927,0.0650434570565927,-0.0510706610677722,0.0510706610677722,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[n+]1ccn(C)c1=>CCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCC[n+]1ccn(C)c1,CCC[n+]1ccn(C)c1,2,0.0259805501620973,0.0259805501620973,0.0118549016916067,0.0118549016916067,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[n+]1ccn(C)c1=>CC[NH+](CC)CC,anion_fixed,CC(=O)[O-],CCCC[n+]1ccn(C)c1,CC[NH+](CC)CC,4,-0.0452444558558946,0.0452444558558946,-0.0203675567821597,0.0203675567821597,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[n+]1ccn(C)c1=>CC[NH2+]CC,anion_fixed,CC(=O)[O-],CCCC[n+]1ccn(C)c1,CC[NH2+]CC,1,-0.0526411429561379,0.0526411429561379,-0.0263113553662144,0.0263113553662144,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[n+]1ccn(C)c1=>CC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCCC[n+]1ccn(C)c1,CC[n+]1ccn(C)c1,15,0.0456638361779164,0.0456638361779164,0.0231910154769288,0.0231910154769288,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[n+]1ccn(C)c1=>C[NH+](C)C,anion_fixed,CC(=O)[O-],CCCC[n+]1ccn(C)c1,C[NH+](C)C,1,-0.001534772483521,0.001534772483521,-0.0049299174114256,0.0049299174114256,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[n+]1ccn(C)c1=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCCC[n+]1ccn(C)c1,C[NH2+]CCO,17,0.0462352427062642,0.0462352427062642,0.0568747921737697,0.0568747921737697,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCCC[n+]1ccn(C)c1=>N#CCCn1cc[nH+]c1,anion_fixed,CC(=O)[O-],CCCC[n+]1ccn(C)c1,N#CCCn1cc[nH+]c1,1,0.0527709635098432,0.0527709635098432,0.066043006363726,0.066043006363726,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCC[NH3+]=>CCC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCC[NH3+],CCC[n+]1ccn(C)c1,1,0.0905676234898029,0.0905676234898029,0.059254147287632,0.059254147287632,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCC[NH3+]=>CC[NH+](CC)CC,anion_fixed,CC(=O)[O-],CCC[NH3+],CC[NH+](CC)CC,1,0.0378932986739615,0.0378932986739615,0.0326695589214596,0.0326695589214596,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCC[NH3+]=>CC[NH2+]CC,anion_fixed,CC(=O)[O-],CCC[NH3+],CC[NH2+]CC,1,-0.0446943157238148,0.0446943157238148,0.0234880507732473,0.0234880507732473,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCC[NH3+]=>CC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCC[NH3+],CC[n+]1ccn(C)c1,4,0.1105193794082994,0.1105193794082994,0.0729147938582466,0.0729147938582466,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCC[NH3+]=>C[NH+](C)C,anion_fixed,CC(=O)[O-],CCC[NH3+],C[NH+](C)C,1,0.0635086845730716,0.0635086845730716,0.0461407436563465,0.0461407436563465,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCC[NH3+]=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCC[NH3+],C[NH2+]CCO,4,0.1106798323923792,0.1106798323923792,0.1088273912431825,0.1088273912431825,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCC[n+]1ccn(C)c1=>CC[NH+](CC)CC,anion_fixed,CC(=O)[O-],CCC[n+]1ccn(C)c1,CC[NH+](CC)CC,1,-0.0526743248158414,0.0526743248158414,-0.0265845883661723,0.0265845883661723,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCC[n+]1ccn(C)c1=>CC[n+]1ccn(C)c1,anion_fixed,CC(=O)[O-],CCC[n+]1ccn(C)c1,CC[n+]1ccn(C)c1,3,0.0205384366549292,0.0205384366549292,0.0135426321934986,0.0135426321934986,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCC[n+]1ccn(C)c1=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCC[n+]1ccn(C)c1,C[NH2+]CCO,7,0.0194145123546229,0.0194145123546229,0.0453534505818566,0.0453534505818566,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCC[n+]1ccn(C)c1=>Cn1cc[nH+]c1,anion_fixed,CC(=O)[O-],CCC[n+]1ccn(C)c1,Cn1cc[nH+]c1,1,-0.0037777399863134,0.0037777399863134,0.0127906269710722,0.0127906269710722,unique unordered ion-substitution pair,Cation substitution,False
Density,anion_fixed||CC(=O)[O-]||CCN1C=C[NH+]=C1=>C[NH2+]CCO,anion_fixed,CC(=O)[O-],CCN1C=C[NH+]=C1,C[NH2+]CCO,2,0.0584652704498802,0.0584652704498802,0.0355580522906966,0.0355580522906966,unique unordered ion-substitution pair,Cation substitution,False
