il_identity_key,molar_mass_g_mol,condition_adjusted_response,analysis_panel
CC[n+]1ccn(C)c1||Cc1ccc(S(=O)(=O)[O-])cc1,282.36499428749084,0.1649065447023057,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||F[B-](F)(F)F,197.97199964523315,-0.3466053621282654,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||F[P-](F)(F)(F)(F)F,256.13000988960266,-0.3779180393546308,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||N#C[C-](C#N)C#N,201.2329995632172,-0.3501747530095187,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||N#C[N-]C#N,177.2110015153885,-0.4261031703394802,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||N#C[S-],169.25300657749176,-0.5700262835397929,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||O=C([O-])C(F)(F)F,224.18199479579928,-0.2683793527673836,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,391.3150131702423,-0.3206527694067569,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||O=S(=O)([O-])C(F)(F)C(F)F,292.2540009021759,0.1924472767466185,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||O=S(=O)([O-])C(F)(F)F,260.2370083332062,-0.1397626264452309,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||[Br-],191.0720020532608,-0.2273362473047298,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||[Cl-],146.6210037469864,-0.1083022113581826,"Molar $C_{p,m}$"
CC[n+]1ccn(C)c1||[O-]c1ccccc1,204.2730003595352,-0.5365880011803754,"Molar $C_{p,m}$"
CC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,545.5679893493652,0.1933925643052045,"Molar $C_{p,m}$"
CCc1cccc[n+]1CC||CCOS(=O)(=O)[O-],261.34300231933594,0.0883134811497896,"Molar $C_{p,m}$"
CCn1cc[n+](C)c1||C[C@H](O)C(=O)[O-],200.2380043268204,-0.186260108367315,"Molar $C_{p,m}$"
CCn1cc[n+](CC)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,405.3420126438141,-0.2255306847061229,"Molar $C_{p,m}$"
C[N+](C)(C)CCO||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,384.3199908733368,-0.3690733027779238,"Molar $C_{p,m}$"
C[NH2+]CCO||CCC(=O)[O-],149.1899937391281,-0.453667630752081,"Molar $C_{p,m}$"
C[NH2+]CCO||CCCC(=O)[O-],163.2169932126999,-0.3421033828750661,"Molar $C_{p,m}$"
C[NH2+]CCO||CCCCC(=O)[O-],177.24399268627167,-0.2459482286629715,"Molar $C_{p,m}$"
C[n+]1ccn(CCCCn2cc[n+](C)c2)c1||F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,510.2440118789673,0.7914126576167058,"Molar $C_{p,m}$"
C[n+]1ccn(CCC[N+](C)(C)C)c1||N#C[N-]C#N.N#C[N-]C#N,315.38501381874084,-0.0129342777033869,"Molar $C_{p,m}$"
Cc1ccc[n+](CC(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,430.39199709892273,-0.0113511075712064,"Molar $C_{p,m}$"
Cc1n(CCCC#N)cc[n+]1C||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,444.3790018558502,0.0683102403304722,"Molar $C_{p,m}$"
Cn1cc[n+](C)c1||COS(=O)(=O)[O-],208.23900401592252,-0.1627864238751861,"Molar $C_{p,m}$"
Cn1cc[n+](CCO)c1||C[C@H](N)C(=O)[O-],215.25299549102783,-0.1131817513551149,"Molar $C_{p,m}$"
Cn1cc[n+](CCO)c1||NCC(=O)[O-],201.22599601745603,-0.3258064692619102,"Molar $C_{p,m}$"
Cn1cc[n+](CCO)c1||O=C([O-])C(F)(F)F,240.18099904060364,-0.2456671136120514,"Molar $C_{p,m}$"
Cn1cc[n+](CCO)c1||O=C([O-])[C@@H]1CCCN1,241.29100143909452,-0.138824143312163,"Molar $C_{p,m}$"
Cn1cc[n+](CCO)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,407.3140025138855,-0.2009974849533518,"Molar $C_{p,m}$"
Cn1cc[n+](Cc2ccccc2)c1||N#C[N-]C#N,239.2819970846176,-0.3615943942746722,"Molar $C_{p,m}$"
Cn1cc[n+](Cc2ccccc2)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,453.3860087394714,-0.0978420555690227,"Molar $C_{p,m}$"
[NH3+]CCO||CC(O)C(=O)[O-],151.16199851036072,-0.6753851577204384,"Molar $C_{p,m}$"
c1c[nH+]c[nH]1||CCCCCCCC(=O)[O-],212.29299902915955,0.4877444756340585,"Molar $C_{p,m}$"
C(C)N1C=[N+](C=C1)CC||C(C)OS(=O)(=O)[O-],250.31998753547668,0.0216335727675444,Mass-specific $c_p$
C(C)N1C=[N+](C=C1)C||C(C)OP(=O)(OCC)[O-],264.26199078559875,0.0283834307847439,Mass-specific $c_p$
C(C)N1C=[N+](C=C1)C||C(C)OS(=O)(=O)[O-],236.2930029630661,0.0125896345621191,Mass-specific $c_p$
C(C)N1C=[N+](C=C1)C||COCCOCCOS(=O)(=O)[O-],310.371994972229,0.0206951001728341,Mass-specific $c_p$
C(C)N1C=[N+](C=C1)C||COS(=O)(=O)[O-],222.26600348949432,-0.0394780034238833,Mass-specific $c_p$
C(C)N1C=[N+](C=C1)C||S(=O)(=O)(O)[O-],208.23900401592252,-0.125590332037179,Mass-specific $c_p$
C(C)[N+](C)(C)CCO||C(C)OS(=O)(=O)[O-],243.32499504089355,0.0247473744698897,Mass-specific $c_p$
C(C)[N+]1=CN(C=C1)C||C(CCCCC)OS(=O)(=O)[O-],292.400985956192,0.0870681097428046,Mass-specific $c_p$
C(CCC)N1C=[N+](C=C1)C||C(CCCCCCC)OS(=O)(=O)[O-],348.5090136528015,0.1340345477372111,Mass-specific $c_p$
C(CCC)N1C=[N+](C=C1)C||COS(=O)(=O)[O-],250.31998753547668,-0.0835784837147894,Mass-specific $c_p$
C(CCC)[P+](C)(CCCC)CCCC||COS(=O)(=O)[O-],328.4550011157989,0.0587261138866125,Mass-specific $c_p$
C=CC[N+](C)(C)CCn1cc[n+](C)c1||N#C[N-]C#N.N#C[N-]C#N,327.3960053920746,0.0159146352432829,Mass-specific $c_p$
C=C[n+]1ccn(CC[N+](C)(C)CC=C)c1||N#C[N-]C#N.N#C[N-]C#N,339.4069969654083,0.0718350933126037,Mass-specific $c_p$
C=Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1||N#C[N-]C#N,323.1579959392548,-0.3794889910503017,Mass-specific $c_p$
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OCn1cc[n+](C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,531.5409898757935,0.0271525071582908,Mass-specific $c_p$
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1||O=C1[N-]S(=O)(=O)c2ccccc21,489.7260069847107,0.0912340771469644,Mass-specific $c_p$
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1||[Br-],387.4500095844269,0.4408582379875366,Mass-specific $c_p$
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1||[Cl-],342.99901127815247,0.4375543633898848,Mass-specific $c_p$
CCCCCCCCCCCCCCCCn1cc[n+](C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,587.6929759979248,0.1146878586060748,Mass-specific $c_p$
CCCCCCCCCCCCCC[N+](CC)(CC)CC||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,578.7259936332703,0.0495814549649351,Mass-specific $c_p$
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC||CC(=O)[O-],542.9139733314514,-0.0582269579600286,Mass-specific $c_p$
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC||CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C,773.2899785041809,0.110644691668984,Mass-specific $c_p$
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC||CCCC(=O)[O-],570.967972278595,-0.0935827777468478,Mass-specific $c_p$
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC||CCCCCC(=O)[O-],599.0219712257385,-0.1104689976601759,Mass-specific $c_p$
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC||CCCCCCCC(=O)[O-],627.0760297775269,-0.1420866238344761,Mass-specific $c_p$
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC||CCCCCCCCCC(=O)[O-],655.1300287246704,-0.15164755084096,Mass-specific $c_p$
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,928.8740158081056,-0.1791787277766726,Mass-specific $c_p$
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC||N#C[N-]C#N,549.9129891395569,0.0364027942461421,Mass-specific $c_p$
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,764.0169858932495,0.0810288371492765,Mass-specific $c_p$
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC||[Cl-],519.3229913711548,0.0041701805919476,Mass-specific $c_p$
CCCCCCCCCCCCCC[n+]1ccn(C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,559.6389770507812,0.1029030909844167,Mass-specific $c_p$
CCCCCCCCCCCC[N+](CC)(CC)CC||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,550.6719946861267,0.0328239284250843,Mass-specific $c_p$
CCCCCCCCCCCC[n+]1ccn(C)c1||F[P-](F)(F)(F)(F)F,396.4000046253204,0.132117013398082,Mass-specific $c_p$
CCCCCCCCCCCC[n+]1ccn(C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,531.5849781036377,0.0870013448207283,Mass-specific $c_p$
CCCCCCCCCCCC[n+]1ccn(C)c1||[Cl-],286.89101338386536,0.2212319774457127,Mass-specific $c_p$
CCCCCCCCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,685.837984085083,0.1393491994608763,Mass-specific $c_p$
CCCCCCCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,671.8109846115112,0.1351703865677476,Mass-specific $c_p$
CCCCCCCCCC[n+]1ccn(C)c1||CC(=O)[O-],282.42799639701843,0.1553438989309674,Mass-specific $c_p$
CCCCCCCCCC[n+]1ccn(C)c1||F[P-](F)(F)(F)(F)F,368.3460056781769,0.1101232702005624,Mass-specific $c_p$
CCCCCCCCCC[n+]1ccn(C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,503.5309791564941,0.0567035938986569,Mass-specific $c_p$
CCCCCCCCCC[n+]1ccn(C)c1||[O-]c1ccccc1,316.48901104927063,0.1427007298620678,Mass-specific $c_p$
CCCCCCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,657.7839851379395,0.1169049973514846,Mass-specific $c_p$
CCCCCCCCCCn1cc[n+](C)c1||O=C1[N-]S(=O)(=O)c2ccccc21,405.56401014328,0.1073323844005577,Mass-specific $c_p$
CCCCCCCCC[n+]1ccn(C)c1||F[P-](F)(F)(F)(F)F,354.3190062046051,0.0991973023150493,Mass-specific $c_p$
CCCCCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,643.7569856643677,0.1134874731070851,Mass-specific $c_p$
CCCCCCCCCn1cc[n+](CCCCCCCCC)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,601.7199754714966,0.1296777027119049,Mass-specific $c_p$
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC||CC(=O)[O-],427.75800824165344,0.0601573401348223,Mass-specific $c_p$
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC||CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(=O)[O-],779.3769836425781,-0.2797176798349053,Mass-specific $c_p$
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC||CCCCCCCC/C=C\CCCCCCCC(=O)[O-],748.3630180358887,0.0304433490010729,Mass-specific $c_p$
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC||CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)[O-],823.4300017356873,-0.0007825764680478,Mass-specific $c_p$
CCCCCCCC[n+]1cccc(C)c1||F[B-](F)(F)F,293.15701127052307,-0.0591058632497562,Mass-specific $c_p$
CCCCCCCC[n+]1ccccc1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,472.47299551963806,-0.0207443854972238,Mass-specific $c_p$
CCCCCCCC[n+]1ccn(C)c1||F[P-](F)(F)(F)(F)F,340.2920067310333,0.0884136516926569,Mass-specific $c_p$
CCCCCCCC[n+]1ccn(C)c1||N[C@@H](CO)C(=O)[O-],299.4149923324585,0.0633995815861063,Mass-specific $c_p$
CCCCCCCC[n+]1ccn(C)c1||O=C([O-])[C@@H]1CCCN1,309.4539940357208,-0.0248502452788449,Mass-specific $c_p$
CCCCCCCC[n+]1ccn(C)c1||O=S(=O)([O-])C(F)(F)F,344.39900517463684,0.0144681515379652,Mass-specific $c_p$
CCCCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,629.7299861907959,0.1073253792155322,Mass-specific $c_p$
CCCCCCCCn1cc[n+](C)c1||C[C@H](N)C(=O)[O-],283.4160029888153,0.1051675350777923,Mass-specific $c_p$
CCCCCCCCn1cc[n+](C)c1||F[B-](F)(F)F,282.1339964866638,0.0464794630554199,Mass-specific $c_p$
CCCCCCCCn1cc[n+](C)c1||NC(=O)C[C@H](N)C(=O)[O-],326.4409899711609,0.0599824937519642,Mass-specific $c_p$
CCCCCCCCn1cc[n+](C)c1||NCC(=O)[O-],269.3890035152436,-0.0037926193703003,Mass-specific $c_p$
CCCCCCCCn1cc[n+](C)c1||O=C1[N-]S(=O)(=O)c2ccccc21,377.5100111961365,0.0795794757069421,Mass-specific $c_p$
CCCCCCCCn1cc[n+](C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,475.477010011673,0.0413745815478024,Mass-specific $c_p$
CCCCCCCCn1cc[n+](C)c1||[O-]c1ccccc1,288.4350121021271,0.033336063674262,Mass-specific $c_p$
CCCCCCC[n+]1ccn(C)c1||F[P-](F)(F)(F)(F)F,326.26500725746155,0.0593558324651492,Mass-specific $c_p$
CCCCCCC[n+]1ccn(C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,461.4500105381012,0.0068765041650696,Mass-specific $c_p$
CCCCCC[N+](C)(C)CCO||[Br-],254.21199202537537,0.0505508115836006,Mass-specific $c_p$
CCCCCC[N+](CC)(CC)CC||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,466.509997844696,-0.0478288715511617,Mass-specific $c_p$
CCCCCC[n+]1ccc(N(C)C)cc1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,487.4880015850067,0.0706184470846113,Mass-specific $c_p$
CCCCCC[n+]1cccc(C#N)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,469.42898631095886,0.0101387768581921,Mass-specific $c_p$
CCCCCC[n+]1cccc(C)c1||[Br-],258.202999830246,0.0254779441629073,Mass-specific $c_p$
CCCCCC[n+]1ccccc1||F[B-](F)(F)F,251.0760128498077,0.2297412596112549,Mass-specific $c_p$
CCCCCC[n+]1ccccc1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,444.4189965724945,0.0449055884873267,Mass-specific $c_p$
CCCCCC[n+]1ccn(C)c1C||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,461.4500105381012,0.0440208289761538,Mass-specific $c_p$
CCCCCC[n+]1ccn(C)c1||F[B-](F)(F)F,254.07999753952024,0.0004231544073755,Mass-specific $c_p$
CCCCCC[n+]1ccn(C)c1||F[P-](F)(F)(F)(F)F,312.23800778388977,-0.0126805479772588,Mass-specific $c_p$
CCCCCC[n+]1ccn(C)c1||N#C[N-]C#N,233.3189994096756,0.3155612176795614,Mass-specific $c_p$
CCCCCC[n+]1ccn(C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,447.4230110645294,0.0062652694782566,Mass-specific $c_p$
CCCCCC[n+]1ccn(C)c1||O=S(=O)([O-])C(F)(F)F,316.3450062274933,-0.0140042943780474,Mass-specific $c_p$
CCCCCC[n+]1ccn(C)c1||[O-]c1ccccc1,260.3810131549835,0.1140901081294592,Mass-specific $c_p$
CCCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,601.6759872436523,0.0970541008296414,Mass-specific $c_p$
CCCCCCn1cc[n+](C)c1||CC(=O)[O-],226.31999850273127,0.0149907471324507,Mass-specific $c_p$
CCCCCCn1cc[n+](C)c1||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,612.280011177063,-0.3524427806710899,Mass-specific $c_p$
CCCCCCn1cc[n+](C)c1||O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,354.1240096092224,-0.0036426313413396,Mass-specific $c_p$
CCCCCCn1cc[n+](C)c1||O=C1[N-]S(=O)(=O)c2ccccc21,349.4560122489929,0.0651855194366187,Mass-specific $c_p$
CCCCC[n+]1ccccc1||F[P-](F)(F)(F)(F)F,295.2069938182831,-0.1282363857128441,Mass-specific $c_p$
CCCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,587.6489877700806,0.0881705338595503,Mass-specific $c_p$
CCCCCn1cc[n+](C)c1||F[P-](F)(F)(F)(F)F,298.211008310318,0.0095663955748877,Mass-specific $c_p$
CCCCCn1cc[n+](C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,433.3960115909576,-0.0326430475581874,Mass-specific $c_p$
CCCCCn1cc[n+](CCCC)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,475.477010011673,0.0183683720527667,Mass-specific $c_p$
CCCCCn1cc[n+](CCOCCOCC)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,535.5290174484253,-0.0871521436447297,Mass-specific $c_p$
CCCCN1C=[NH+]c2ccccc21||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,455.4019868373871,0.0572504471767172,Mass-specific $c_p$
CCCC[N+](C)(C)CCO||[Br-],226.1579930782318,-0.0387157504351841,Mass-specific $c_p$
CCCC[N+](C)(C)C||CCCCS(=O)(=O)[O-],253.4080147743225,0.3372252621789963,Mass-specific $c_p$
CCCC[N+](C)(C)C||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,396.3750004768372,-0.1328271911309886,Mass-specific $c_p$
CCCC[N+](C)(CCCC)CCCC||C[C@@H](O)[C@H](N)C(=O)[O-],318.5020089149475,0.092607209245929,Mass-specific $c_p$
CCCC[N+](C)(CCCC)CCCC||NCCCC[C@H](N)C(=O)[O-],345.57199478149414,0.1072123257601291,Mass-specific $c_p$
CCCC[N+](C)(CCCC)CCCC||NCCS(=O)(=O)[O-],324.5309889316559,0.3194007900953853,Mass-specific $c_p$
CCCC[N+](C)(CCCC)CCCC||N[C@@H](CO)C(=O)[O-],304.47500944137573,-0.0315357132183596,Mass-specific $c_p$
CCCC[NH+](CCCC)CCCC||[Cl-],221.8160033226013,0.3683737887550372,Mass-specific $c_p$
CCCC[P+](CC)(CCCC)CCCC||CCOP(=O)([O-])OCC,384.4780027866364,-0.0637461835217538,Mass-specific $c_p$
CCCC[P+](CCCC)(CCCC)CCCC||CC(C)[C@H](N)C(=O)[O-],375.57798624038696,-0.0640877550329925,Mass-specific $c_p$
CCCC[P+](CCCC)(CCCC)CCCC||C[C@@H](O)[C@H](N)C(=O)[O-],377.5500059127808,0.2108170243837365,Mass-specific $c_p$
CCCC[P+](CCCC)(CCCC)CCCC||NCCCC[C@H](N)C(=O)[O-],404.6199917793274,0.163231182820668,Mass-specific $c_p$
CCCC[P+](CCCC)(CCCC)CCCC||N[C@@H](CO)C(=O)[O-],363.523006439209,-0.0271437034187962,Mass-specific $c_p$
CCCC[P+](CCCC)(CCCC)CCCC||N[C@@H](CS)C(=O)[O-],379.5909881591797,0.1500352707915559,Mass-specific $c_p$
CCCC[P+](CCCC)(CCCC)CCCC||O=C([O-])[C@@H]1CCCN1,373.5620081424713,0.084513741198107,Mass-specific $c_p$
CCCC[n+]1ccc(C)cc1||F[B-](F)(F)F,237.0489984750748,0.0736578268220846,Mass-specific $c_p$
CCCC[n+]1ccc(C)cc1||N#C[C-](C#N)C#N,240.3099983930588,-0.0947698856177874,Mass-specific $c_p$
CCCC[n+]1ccc(C)cc1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,430.39199709892273,-0.008943787313342,Mass-specific $c_p$
CCCC[n+]1ccc(N(C)C)cc1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,459.4340026378632,0.041017078027857,Mass-specific $c_p$
CCCC[n+]1cccc(C#N)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,441.3749873638153,-0.0583077752355924,Mass-specific $c_p$
CCCC[n+]1cccc(C)c1||F[B-](F)(F)F,237.0489984750748,0.0720532084122124,Mass-specific $c_p$
CCCC[n+]1cccc(C)c1||N#C[N-]C#N,216.2880003452301,0.0552265029216996,Mass-specific $c_p$
CCCC[n+]1cccc(C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,430.39199709892273,-0.0482537580546968,Mass-specific $c_p$
CCCC[n+]1cccc(C)c1||O=S(=O)([O-])C(F)(F)F,299.3139922618866,-0.019760076922347,Mass-specific $c_p$
CCCC[n+]1ccccc1C||F[B-](F)(F)F,237.0489984750748,-0.0092481150445077,Mass-specific $c_p$
CCCC[n+]1ccccc1C||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,430.39199709892273,0.0342862460345356,Mass-specific $c_p$
CCCC[n+]1ccccc1||F[B-](F)(F)F,223.021999001503,0.0587491798601462,Mass-specific $c_p$
CCCC[n+]1ccccc1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,416.36499762535095,-0.0148208288269028,Mass-specific $c_p$
CCCC[n+]1ccccc1||O=S(=O)([O-])C(F)(F)F,285.2869927883148,0.0712654253189806,Mass-specific $c_p$
CCCC[n+]1ccn(C(CC)CC)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,475.477010011673,0.0293040333157609,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1C||F[B-](F)(F)F,240.0529980659485,0.0210042480752202,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1C||F[P-](F)(F)(F)(F)F,298.211008310318,-0.0158934191521506,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1C||O=S(=O)([O-])C(F)(F)F,302.3180067539215,-0.0756540307354424,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||CC(=O)[O-],198.26599955558777,0.0206782669126552,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(=O)[O-],451.6960084438324,-0.1599029369069173,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||COC(=O)C(=O)[O-],242.27499961853027,-0.0474815368415543,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||Cc1ccc(S(=O)(=O)[O-])cc1,310.4189932346344,0.0162116914736926,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||F[B-](F)(F)F,226.0259985923767,-0.0462674194427346,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||F[P-](F)(F)(F)(F)F,284.1840088367462,-0.0025580560748025,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||N#C[N-]C#N,205.26500046253204,0.0750087991262482,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||N#C[S-],197.3070055246353,-0.0336933065050879,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||O=C([O-])C(F)(F)F,252.236008644104,-0.162739305152563,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,419.36901211738586,-0.06094196155869,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||O=S(=O)([O-])C(F)(F)F,288.29100728034973,-0.0861164759664501,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||[Br-],219.1260010004044,0.0333538349348593,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||[Cl-],174.67500269412994,0.2079194500220496,Mass-specific $c_p$
CCCC[n+]1ccn(C)c1||[I-],266.12600684165955,-0.1521132800876062,Mass-specific $c_p$
CCCC[n+]1ccn(CCC(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,475.477010011673,0.0116764139385623,Mass-specific $c_p$
CCCC[n+]1ccn(CCOC)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,463.4220004081726,-0.0027376391524877,Mass-specific $c_p$
CCCC[n+]1ccn(CO[C@@H]2C[C@H](C)CC[C@H]2C(C)C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,573.6219882965088,0.064834685249105,Mass-specific $c_p$
CCCCn1cc[n+](C)c1C||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,598.2530117034912,-0.278628024849385,Mass-specific $c_p$
CCCCn1cc[n+](C)c1||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,584.2260122299194,-0.329167948583428,Mass-specific $c_p$
CCCCn1cc[n+](C)c1||O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,326.07001066207886,0.008007657671519,Mass-specific $c_p$
CCCCn1cc[n+](C)c1||O=C1[N-]S(=O)(=O)c2ccccc21,321.40201330184937,0.027273306014958,Mass-specific $c_p$
CCCCn1cc[n+](C2CCCC2)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,473.4610021114349,-0.0325422037206141,Mass-specific $c_p$
CCC[N+](C)(C)CCO||[Br-],212.13099360466003,0.0092668718144924,Mass-specific $c_p$
