Name,"Temperature, K","Pressure, kPa",ActualValue,ErrorValue,Name_clean,Cation,Anion,CationSMILES,AnionSMILES,SMILES,SMILES_status
1-butyl-3-methylimidazolium tricyanomethane,323.15,101.325,0.1796,0.0061,1-butyl-3-methylimidazolium tricyanomethane,1-butyl-3-methylimidazolium,tricyanomethane,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methylimidazolium tricyanomethane,333.15,101.325,0.1777,0.006,1-butyl-3-methylimidazolium tricyanomethane,1-butyl-3-methylimidazolium,tricyanomethane,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methylimidazolium tricyanomethane,343.15,101.325,0.1765,0.006,1-butyl-3-methylimidazolium tricyanomethane,1-butyl-3-methylimidazolium,tricyanomethane,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methylimidazolium tricyanomethane,353.15,101.325,0.1743,0.0059,1-butyl-3-methylimidazolium tricyanomethane,1-butyl-3-methylimidazolium,tricyanomethane,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,283.15,101.325,0.1966,0.0066,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,1-ethyl-3-methyl-1H-imidazolium,tricyanomethanide,CC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,293.15,101.325,0.1958,0.0066,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,1-ethyl-3-methyl-1H-imidazolium,tricyanomethanide,CC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,303.15,101.325,0.1955,0.0066,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,1-ethyl-3-methyl-1H-imidazolium,tricyanomethanide,CC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,313.15,101.325,0.1928,0.0065,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,1-ethyl-3-methyl-1H-imidazolium,tricyanomethanide,CC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,323.15,101.325,0.1917,0.0064,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,1-ethyl-3-methyl-1H-imidazolium,tricyanomethanide,CC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,333.15,101.325,0.1896,0.0064,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,1-ethyl-3-methyl-1H-imidazolium,tricyanomethanide,CC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,343.15,101.325,0.1883,0.0063,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,1-ethyl-3-methyl-1H-imidazolium,tricyanomethanide,CC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,353.15,101.325,0.1874,0.0063,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,1-ethyl-3-methyl-1H-imidazolium,tricyanomethanide,CC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methyl-1H-imidazolium tetracyanoborate,283.15,101.325,0.178,0.006,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,1-butyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methyl-1H-imidazolium tetracyanoborate,293.15,101.325,0.1791,0.006,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,1-butyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methyl-1H-imidazolium tetracyanoborate,303.15,101.325,0.1756,0.0059,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,1-butyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methyl-1H-imidazolium tetracyanoborate,313.15,101.325,0.1737,0.0058,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,1-butyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methyl-1H-imidazolium tetracyanoborate,323.15,101.325,0.1732,0.0058,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,1-butyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methyl-1H-imidazolium tetracyanoborate,333.15,101.325,0.1693,0.0057,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,1-butyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methyl-1H-imidazolium tetracyanoborate,343.15,101.325,0.1664,0.0056,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,1-butyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methyl-1H-imidazolium tetracyanoborate,353.15,101.325,0.1632,0.0055,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,1-butyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
3-hexyl-1-methylimidazolium tricyanomethanide,283.15,101.325,0.1817,0.0061,3-hexyl-1-methylimidazolium tricyanomethanide,3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
3-hexyl-1-methylimidazolium tricyanomethanide,293.15,101.325,0.1815,0.0061,3-hexyl-1-methylimidazolium tricyanomethanide,3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
3-hexyl-1-methylimidazolium tricyanomethanide,303.15,101.325,0.1831,0.0062,3-hexyl-1-methylimidazolium tricyanomethanide,3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
3-hexyl-1-methylimidazolium tricyanomethanide,313.15,101.325,0.1817,0.0061,3-hexyl-1-methylimidazolium tricyanomethanide,3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
3-hexyl-1-methylimidazolium tricyanomethanide,323.15,101.325,0.181,0.0061,3-hexyl-1-methylimidazolium tricyanomethanide,3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
3-hexyl-1-methylimidazolium tricyanomethanide,333.15,101.325,0.1792,0.006,3-hexyl-1-methylimidazolium tricyanomethanide,3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
3-hexyl-1-methylimidazolium tricyanomethanide,343.15,101.325,0.1774,0.006,3-hexyl-1-methylimidazolium tricyanomethanide,3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
3-hexyl-1-methylimidazolium tricyanomethanide,353.15,101.325,0.1762,0.0059,3-hexyl-1-methylimidazolium tricyanomethanide,3-hexyl-1-methylimidazolium,tricyanomethanide,CCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tricyanomethanide,283.15,101.325,0.1717,0.0058,1-methyl-3-octylimidazolium tricyanomethanide,1-methyl-3-octylimidazolium,tricyanomethanide,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tricyanomethanide,293.15,101.325,0.1689,0.0057,1-methyl-3-octylimidazolium tricyanomethanide,1-methyl-3-octylimidazolium,tricyanomethanide,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tricyanomethanide,303.15,101.325,0.1675,0.0057,1-methyl-3-octylimidazolium tricyanomethanide,1-methyl-3-octylimidazolium,tricyanomethanide,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tricyanomethanide,313.15,101.325,0.1685,0.0057,1-methyl-3-octylimidazolium tricyanomethanide,1-methyl-3-octylimidazolium,tricyanomethanide,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tricyanomethanide,323.15,101.325,0.1678,0.0057,1-methyl-3-octylimidazolium tricyanomethanide,1-methyl-3-octylimidazolium,tricyanomethanide,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tricyanomethanide,333.15,101.325,0.1655,0.0056,1-methyl-3-octylimidazolium tricyanomethanide,1-methyl-3-octylimidazolium,tricyanomethanide,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tricyanomethanide,343.15,101.325,0.1642,0.0056,1-methyl-3-octylimidazolium tricyanomethanide,1-methyl-3-octylimidazolium,tricyanomethanide,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tricyanomethanide,353.15,101.325,0.1639,0.0056,1-methyl-3-octylimidazolium tricyanomethanide,1-methyl-3-octylimidazolium,tricyanomethanide,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tetracyanoborate,283.15,101.325,0.1703,0.0057,1-methyl-3-octylimidazolium tetracyanoborate,1-methyl-3-octylimidazolium,tetracyanoborate,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tetracyanoborate,293.15,101.325,0.1694,0.0057,1-methyl-3-octylimidazolium tetracyanoborate,1-methyl-3-octylimidazolium,tetracyanoborate,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tetracyanoborate,303.15,101.325,0.1682,0.0056,1-methyl-3-octylimidazolium tetracyanoborate,1-methyl-3-octylimidazolium,tetracyanoborate,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tetracyanoborate,313.15,101.325,0.1644,0.0055,1-methyl-3-octylimidazolium tetracyanoborate,1-methyl-3-octylimidazolium,tetracyanoborate,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tetracyanoborate,323.15,101.325,0.1586,0.0053,1-methyl-3-octylimidazolium tetracyanoborate,1-methyl-3-octylimidazolium,tetracyanoborate,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tetracyanoborate,333.15,101.325,0.1573,0.0053,1-methyl-3-octylimidazolium tetracyanoborate,1-methyl-3-octylimidazolium,tetracyanoborate,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tetracyanoborate,343.15,101.325,0.1543,0.0052,1-methyl-3-octylimidazolium tetracyanoborate,1-methyl-3-octylimidazolium,tetracyanoborate,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-methyl-3-octylimidazolium tetracyanoborate,353.15,101.325,0.1513,0.0051,1-methyl-3-octylimidazolium tetracyanoborate,1-methyl-3-octylimidazolium,tetracyanoborate,CCCCCCCCn1cc[n+](C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium tetracyanoborate,283.15,101.325,0.1762,0.0059,1-hexyl-3-methylimidazolium tetracyanoborate,1-hexyl-3-methylimidazolium,tetracyanoborate,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium tetracyanoborate,293.15,101.325,0.1752,0.0059,1-hexyl-3-methylimidazolium tetracyanoborate,1-hexyl-3-methylimidazolium,tetracyanoborate,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium tetracyanoborate,303.15,101.325,0.1741,0.0058,1-hexyl-3-methylimidazolium tetracyanoborate,1-hexyl-3-methylimidazolium,tetracyanoborate,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium tetracyanoborate,313.15,101.325,0.1714,0.0057,1-hexyl-3-methylimidazolium tetracyanoborate,1-hexyl-3-methylimidazolium,tetracyanoborate,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium tetracyanoborate,323.15,101.325,0.1722,0.0058,1-hexyl-3-methylimidazolium tetracyanoborate,1-hexyl-3-methylimidazolium,tetracyanoborate,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium tetracyanoborate,333.15,101.325,0.1697,0.0057,1-hexyl-3-methylimidazolium tetracyanoborate,1-hexyl-3-methylimidazolium,tetracyanoborate,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium tetracyanoborate,343.15,101.325,0.1677,0.0056,1-hexyl-3-methylimidazolium tetracyanoborate,1-hexyl-3-methylimidazolium,tetracyanoborate,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium tetracyanoborate,353.15,101.325,0.1656,0.0056,1-hexyl-3-methylimidazolium tetracyanoborate,1-hexyl-3-methylimidazolium,tetracyanoborate,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-decyl-3-methyl-1H-imidazolium tetracyanoborate,283.15,101.325,0.1665,0.0056,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,1-decyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCCCCCCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-decyl-3-methyl-1H-imidazolium tetracyanoborate,293.15,101.325,0.1673,0.0056,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,1-decyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCCCCCCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-decyl-3-methyl-1H-imidazolium tetracyanoborate,303.15,101.325,0.1667,0.0056,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,1-decyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCCCCCCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-decyl-3-methyl-1H-imidazolium tetracyanoborate,313.15,101.325,0.1646,0.0055,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,1-decyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCCCCCCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-decyl-3-methyl-1H-imidazolium tetracyanoborate,323.15,101.325,0.164,0.0055,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,1-decyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCCCCCCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-decyl-3-methyl-1H-imidazolium tetracyanoborate,333.15,101.325,0.1613,0.0054,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,1-decyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCCCCCCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-decyl-3-methyl-1H-imidazolium tetracyanoborate,343.15,101.325,0.16,0.0054,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,1-decyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCCCCCCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
1-decyl-3-methyl-1H-imidazolium tetracyanoborate,353.15,101.325,0.1586,0.0053,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,1-decyl-3-methyl-1H-imidazolium,tetracyanoborate,CCCCCCCCCC[NH+]1CN(C)C=C1,,,parsed;cation=cache:cactus;anion=unresolved
3-decyl-1-methylimidazolium tricyanomethanide,283.15,101.325,0.168,0.0057,3-decyl-1-methylimidazolium tricyanomethanide,3-decyl-1-methylimidazolium,tricyanomethanide,,,,parsed;cation=unresolved;anion=unresolved
3-decyl-1-methylimidazolium tricyanomethanide,293.15,101.325,0.1694,0.0057,3-decyl-1-methylimidazolium tricyanomethanide,3-decyl-1-methylimidazolium,tricyanomethanide,,,,parsed;cation=unresolved;anion=unresolved
3-decyl-1-methylimidazolium tricyanomethanide,303.15,101.325,0.1674,0.0057,3-decyl-1-methylimidazolium tricyanomethanide,3-decyl-1-methylimidazolium,tricyanomethanide,,,,parsed;cation=unresolved;anion=unresolved
3-decyl-1-methylimidazolium tricyanomethanide,313.15,101.325,0.1676,0.0057,3-decyl-1-methylimidazolium tricyanomethanide,3-decyl-1-methylimidazolium,tricyanomethanide,,,,parsed;cation=unresolved;anion=unresolved
3-decyl-1-methylimidazolium tricyanomethanide,323.15,101.325,0.1673,0.0057,3-decyl-1-methylimidazolium tricyanomethanide,3-decyl-1-methylimidazolium,tricyanomethanide,,,,parsed;cation=unresolved;anion=unresolved
3-decyl-1-methylimidazolium tricyanomethanide,333.15,101.325,0.1646,0.0056,3-decyl-1-methylimidazolium tricyanomethanide,3-decyl-1-methylimidazolium,tricyanomethanide,,,,parsed;cation=unresolved;anion=unresolved
3-decyl-1-methylimidazolium tricyanomethanide,343.15,101.325,0.162,0.0055,3-decyl-1-methylimidazolium tricyanomethanide,3-decyl-1-methylimidazolium,tricyanomethanide,,,,parsed;cation=unresolved;anion=unresolved
3-decyl-1-methylimidazolium tricyanomethanide,353.15,101.325,0.1593,0.0054,3-decyl-1-methylimidazolium tricyanomethanide,3-decyl-1-methylimidazolium,tricyanomethanide,,,,parsed;cation=unresolved;anion=unresolved
1-ethyl-3-methylimidazolium methanesulfonate,293.15,100.0,0.1936,0.0042,1-ethyl-3-methylimidazolium methanesulfonate,1-ethyl-3-methylimidazolium,methanesulfonate,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium methanesulfonate,303.15,100.0,0.1942,0.0042,1-ethyl-3-methylimidazolium methanesulfonate,1-ethyl-3-methylimidazolium,methanesulfonate,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium methanesulfonate,313.15,100.0,0.1948,0.0042,1-ethyl-3-methylimidazolium methanesulfonate,1-ethyl-3-methylimidazolium,methanesulfonate,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium methanesulfonate,323.15,100.0,0.1955,0.0042,1-ethyl-3-methylimidazolium methanesulfonate,1-ethyl-3-methylimidazolium,methanesulfonate,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium methanesulfonate,333.15,100.0,0.1961,0.0042,1-ethyl-3-methylimidazolium methanesulfonate,1-ethyl-3-methylimidazolium,methanesulfonate,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium methanesulfonate,343.15,100.0,0.1967,0.0043,1-ethyl-3-methylimidazolium methanesulfonate,1-ethyl-3-methylimidazolium,methanesulfonate,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium methanesulfonate,353.15,100.0,0.1973,0.0043,1-ethyl-3-methylimidazolium methanesulfonate,1-ethyl-3-methylimidazolium,methanesulfonate,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,293.0,101.325,0.13,0.01,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,303.0,101.325,0.13,0.01,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,313.0,101.325,0.129,0.01,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,323.0,101.325,0.129,0.01,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,333.0,101.325,0.129,0.01,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,343.0,101.325,0.129,0.01,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,353.0,101.325,0.128,0.01,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,1-ethyl-3-methylimidazolium,bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,293.0,101.325,0.128,0.01,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,303.0,101.325,0.127,0.01,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,313.0,101.325,0.127,0.01,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,323.0,101.325,0.126,0.01,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,333.0,101.325,0.125,0.01,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,343.0,101.325,0.124,0.01,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,353.0,101.325,0.124,0.01,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,1-butyl-3-methylimidazolium,bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,293.0,101.325,0.127,0.01,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,1-hexyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,303.0,101.325,0.127,0.01,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,1-hexyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,313.0,101.325,0.127,0.01,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,1-hexyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,323.0,101.325,0.126,0.01,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,1-hexyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,333.0,101.325,0.125,0.01,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,1-hexyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,343.0,101.325,0.125,0.01,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,1-hexyl-3-methylimidazolium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCC[n+]1ccn(C)c1,,,parsed;cation=cache:cactus;anion=unresolved
