row,IL_Name,property,Temperature_K,Pressure_kPa,status,filled_actual,filled_error,source_entry_ids,note
11,"(2-hydroxyethyl)dimethylammonium 4-sulfonatooxy-2,2,6,6-tetramethylpiperidine-1-yloxyl",HeatCapacity,323.15,101.325,no_match,,,,
11,"(2-hydroxyethyl)dimethylammonium 4-sulfonatooxy-2,2,6,6-tetramethylpiperidine-1-yloxyl",SurfaceTension,323.15,101.325,no_match,,,,
11,"(2-hydroxyethyl)dimethylammonium 4-sulfonatooxy-2,2,6,6-tetramethylpiperidine-1-yloxyl",ThermalConductivity,323.15,101.325,no_match,,,,
11,"(2-hydroxyethyl)dimethylammonium 4-sulfonatooxy-2,2,6,6-tetramethylpiperidine-1-yloxyl",Viscosity,323.15,101.325,no_match,,,,
12,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,298.15,101,no_match,,,,
12,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,298.15,101,no_match,,,,
12,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,298.15,101,no_match,,,,
13,(3-aminopropyl)tributylphosphonium L-alaninate,Density,298.15,101.325,no_match,,,,
13,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,298.15,101.325,no_match,,,,
13,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,298.15,101.325,no_match,,,,
13,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,298.15,101.325,no_match,,,,
14,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,303.15,101,no_match,,,,
14,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,303.15,101,no_match,,,,
14,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,303.15,101,no_match,,,,
15,(3-aminopropyl)tributylphosphonium L-alaninate,Density,303.15,101.325,no_match,,,,
15,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,303.15,101.325,no_match,,,,
15,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,303.15,101.325,no_match,,,,
15,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,303.15,101.325,no_match,,,,
16,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,313.15,101,no_match,,,,
16,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,313.15,101,no_match,,,,
16,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,313.15,101,no_match,,,,
17,(3-aminopropyl)tributylphosphonium L-alaninate,Density,313.15,101.325,no_match,,,,
17,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,313.15,101.325,no_match,,,,
17,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,313.15,101.325,no_match,,,,
17,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,313.15,101.325,no_match,,,,
18,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,323.15,101,no_match,,,,
18,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,323.15,101,no_match,,,,
18,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,323.15,101,no_match,,,,
19,(3-aminopropyl)tributylphosphonium L-alaninate,Density,323.15,101.325,no_match,,,,
19,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,323.15,101.325,no_match,,,,
19,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,323.15,101.325,no_match,,,,
19,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,323.15,101.325,no_match,,,,
20,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,333.15,101,no_match,,,,
20,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,333.15,101,no_match,,,,
20,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,333.15,101,no_match,,,,
21,(3-aminopropyl)tributylphosphonium L-alaninate,Density,333.15,101.325,no_match,,,,
21,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,333.15,101.325,no_match,,,,
21,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,333.15,101.325,no_match,,,,
21,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,333.15,101.325,no_match,,,,
22,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,343.15,101,no_match,,,,
22,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,343.15,101,no_match,,,,
22,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,343.15,101,no_match,,,,
23,(3-aminopropyl)tributylphosphonium L-alaninate,Density,343.15,101.325,no_match,,,,
23,(3-aminopropyl)tributylphosphonium L-alaninate,HeatCapacity,343.15,101.325,no_match,,,,
23,(3-aminopropyl)tributylphosphonium L-alaninate,SurfaceTension,343.15,101.325,no_match,,,,
23,(3-aminopropyl)tributylphosphonium L-alaninate,ThermalConductivity,343.15,101.325,no_match,,,,
24,(3-aminopropyl)tributylphosphonium L-leucinate,HeatCapacity,298.15,101,no_match,,,,
24,(3-aminopropyl)tributylphosphonium L-leucinate,SurfaceTension,298.15,101,no_match,,,,
24,(3-aminopropyl)tributylphosphonium L-leucinate,ThermalConductivity,298.15,101,no_match,,,,
25,(3-aminopropyl)tributylphosphonium L-leucinate,HeatCapacity,303.15,101,no_match,,,,
25,(3-aminopropyl)tributylphosphonium L-leucinate,SurfaceTension,303.15,101,no_match,,,,
25,(3-aminopropyl)tributylphosphonium L-leucinate,ThermalConductivity,303.15,101,no_match,,,,
26,(3-aminopropyl)tributylphosphonium L-leucinate,HeatCapacity,313.15,101,no_match,,,,
26,(3-aminopropyl)tributylphosphonium L-leucinate,SurfaceTension,313.15,101,no_match,,,,
26,(3-aminopropyl)tributylphosphonium L-leucinate,ThermalConductivity,313.15,101,no_match,,,,
27,(3-aminopropyl)tributylphosphonium L-leucinate,HeatCapacity,323.15,101,no_match,,,,
27,(3-aminopropyl)tributylphosphonium L-leucinate,SurfaceTension,323.15,101,no_match,,,,
27,(3-aminopropyl)tributylphosphonium L-leucinate,ThermalConductivity,323.15,101,no_match,,,,
28,(3-aminopropyl)tributylphosphonium L-leucinate,HeatCapacity,333.15,101,no_match,,,,
28,(3-aminopropyl)tributylphosphonium L-leucinate,SurfaceTension,333.15,101,no_match,,,,
28,(3-aminopropyl)tributylphosphonium L-leucinate,ThermalConductivity,333.15,101,no_match,,,,
29,(3-aminopropyl)tributylphosphonium L-leucinate,HeatCapacity,343.15,101,no_match,,,,
29,(3-aminopropyl)tributylphosphonium L-leucinate,SurfaceTension,343.15,101,no_match,,,,
29,(3-aminopropyl)tributylphosphonium L-leucinate,ThermalConductivity,343.15,101,no_match,,,,
30,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,298.15,101,no_match,,,,
30,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,298.15,101,no_match,,,,
30,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,298.15,101,no_match,,,,
31,(3-aminopropyl)tributylphosphonium L-valinate,Density,298.15,101.325,no_match,,,,
31,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,298.15,101.325,no_match,,,,
31,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,298.15,101.325,no_match,,,,
31,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,298.15,101.325,no_match,,,,
32,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,303.15,101,no_match,,,,
32,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,303.15,101,no_match,,,,
32,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,303.15,101,no_match,,,,
33,(3-aminopropyl)tributylphosphonium L-valinate,Density,303.15,101.325,no_match,,,,
33,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,303.15,101.325,no_match,,,,
33,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,303.15,101.325,no_match,,,,
33,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,303.15,101.325,no_match,,,,
34,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,313.15,101,no_match,,,,
34,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,313.15,101,no_match,,,,
34,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,313.15,101,no_match,,,,
35,(3-aminopropyl)tributylphosphonium L-valinate,Density,313.15,101.325,no_match,,,,
35,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,313.15,101.325,no_match,,,,
35,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,313.15,101.325,no_match,,,,
35,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,313.15,101.325,no_match,,,,
36,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,323.15,101,no_match,,,,
36,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,323.15,101,no_match,,,,
36,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,323.15,101,no_match,,,,
37,(3-aminopropyl)tributylphosphonium L-valinate,Density,323.15,101.325,no_match,,,,
37,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,323.15,101.325,no_match,,,,
37,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,323.15,101.325,no_match,,,,
37,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,323.15,101.325,no_match,,,,
38,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,333.15,101,no_match,,,,
38,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,333.15,101,no_match,,,,
38,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,333.15,101,no_match,,,,
39,(3-aminopropyl)tributylphosphonium L-valinate,Density,333.15,101.325,no_match,,,,
39,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,333.15,101.325,no_match,,,,
39,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,333.15,101.325,no_match,,,,
39,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,333.15,101.325,no_match,,,,
40,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,343.15,101,no_match,,,,
40,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,343.15,101,no_match,,,,
40,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,343.15,101,no_match,,,,
41,(3-aminopropyl)tributylphosphonium L-valinate,Density,343.15,101.325,no_match,,,,
41,(3-aminopropyl)tributylphosphonium L-valinate,HeatCapacity,343.15,101.325,no_match,,,,
41,(3-aminopropyl)tributylphosphonium L-valinate,SurfaceTension,343.15,101.325,no_match,,,,
41,(3-aminopropyl)tributylphosphonium L-valinate,ThermalConductivity,343.15,101.325,no_match,,,,
42,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ElectricalConductivity,293,101.325,no_match,,,,
42,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,HeatCapacity,293,101.325,no_match,,,,
42,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,SurfaceTension,293,101.325,no_match,,,,
42,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ThermalConductivity,293,101.325,no_match,,,,
42,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,Viscosity,293,101.325,no_match,,,,
43,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,Density,298,101.325,no_match,,,,
43,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ElectricalConductivity,298,101.325,no_match,,,,
43,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,HeatCapacity,298,101.325,no_match,,,,
43,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,SurfaceTension,298,101.325,no_match,,,,
43,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ThermalConductivity,298,101.325,no_match,,,,
44,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ElectricalConductivity,313,101.325,no_match,,,,
44,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,HeatCapacity,313,101.325,no_match,,,,
44,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,SurfaceTension,313,101.325,no_match,,,,
44,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ThermalConductivity,313,101.325,no_match,,,,
45,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ElectricalConductivity,333,101.325,no_match,,,,
45,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,HeatCapacity,333,101.325,no_match,,,,
45,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,SurfaceTension,333,101.325,no_match,,,,
45,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ThermalConductivity,333,101.325,no_match,,,,
46,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ElectricalConductivity,353,101.325,no_match,,,,
46,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,HeatCapacity,353,101.325,no_match,,,,
46,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,SurfaceTension,353,101.325,no_match,,,,
46,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ThermalConductivity,353,101.325,no_match,,,,
47,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,Density,373,101.325,no_match,,,,
47,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ElectricalConductivity,373,101.325,no_match,,,,
47,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,HeatCapacity,373,101.325,no_match,,,,
47,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,SurfaceTension,373,101.325,no_match,,,,
47,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ThermalConductivity,373,101.325,no_match,,,,
48,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,Density,473,101.325,no_match,,,,
48,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ElectricalConductivity,473,101.325,no_match,,,,
48,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,HeatCapacity,473,101.325,no_match,,,,
48,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,SurfaceTension,473,101.325,no_match,,,,
48,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ThermalConductivity,473,101.325,no_match,,,,
49,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,Density,573,101.325,no_match,,,,
49,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ElectricalConductivity,573,101.325,no_match,,,,
49,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,HeatCapacity,573,101.325,no_match,,,,
49,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,SurfaceTension,573,101.325,no_match,,,,
49,(3-carboxypropyl)trimethylammonium bis((trifluoromethyl)sulfonyl)amide,ThermalConductivity,573,101.325,no_match,,,,
50,(R)-1-(1-phenylethyl)-3-butylimidazolium tetrafluoroborate,Density,296.1,101.325,no_match,,,,
50,(R)-1-(1-phenylethyl)-3-butylimidazolium tetrafluoroborate,HeatCapacity,296.1,101.325,no_match,,,,
50,(R)-1-(1-phenylethyl)-3-butylimidazolium tetrafluoroborate,SurfaceTension,296.1,101.325,no_match,,,,
50,(R)-1-(1-phenylethyl)-3-butylimidazolium tetrafluoroborate,ThermalConductivity,296.1,101.325,no_match,,,,
50,(R)-1-(1-phenylethyl)-3-butylimidazolium tetrafluoroborate,Viscosity,296.1,101.325,no_match,,,,
51,(R)-1-(1-phenylethyl)-3-hexylimidazolium tetrafluoroborate,Density,296.1,101.325,no_match,,,,
51,(R)-1-(1-phenylethyl)-3-hexylimidazolium tetrafluoroborate,HeatCapacity,296.1,101.325,no_match,,,,
51,(R)-1-(1-phenylethyl)-3-hexylimidazolium tetrafluoroborate,SurfaceTension,296.1,101.325,no_match,,,,
51,(R)-1-(1-phenylethyl)-3-hexylimidazolium tetrafluoroborate,ThermalConductivity,296.1,101.325,no_match,,,,
51,(R)-1-(1-phenylethyl)-3-hexylimidazolium tetrafluoroborate,Viscosity,296.1,101.325,no_match,,,,
52,(R)-1-(1-phenylethyl)-3-pentylimidazolium tetrafluoroborate,Density,296.1,101.325,no_match,,,,
52,(R)-1-(1-phenylethyl)-3-pentylimidazolium tetrafluoroborate,HeatCapacity,296.1,101.325,no_match,,,,
52,(R)-1-(1-phenylethyl)-3-pentylimidazolium tetrafluoroborate,SurfaceTension,296.1,101.325,no_match,,,,
52,(R)-1-(1-phenylethyl)-3-pentylimidazolium tetrafluoroborate,ThermalConductivity,296.1,101.325,no_match,,,,
52,(R)-1-(1-phenylethyl)-3-pentylimidazolium tetrafluoroborate,Viscosity,296.1,101.325,no_match,,,,
53,(R)-1-(1-phenylethyl)-3-propylimidazolium tetrafluoroborate,Density,296.1,101.325,no_match,,,,
53,(R)-1-(1-phenylethyl)-3-propylimidazolium tetrafluoroborate,HeatCapacity,296.1,101.325,no_match,,,,
53,(R)-1-(1-phenylethyl)-3-propylimidazolium tetrafluoroborate,SurfaceTension,296.1,101.325,no_match,,,,
53,(R)-1-(1-phenylethyl)-3-propylimidazolium tetrafluoroborate,ThermalConductivity,296.1,101.325,no_match,,,,
53,(R)-1-(1-phenylethyl)-3-propylimidazolium tetrafluoroborate,Viscosity,296.1,101.325,no_match,,,,
54,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,Density,298.15,101.325,no_match,,,,
54,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,ElectricalConductivity,298.15,101.325,no_match,,,,
54,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,HeatCapacity,298.15,101.325,no_match,,,,
54,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,SurfaceTension,298.15,101.325,no_match,,,,
54,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,ThermalConductivity,298.15,101.325,no_match,,,,
55,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,Density,303.15,101.325,no_match,,,,
55,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,ElectricalConductivity,303.15,101.325,no_match,,,,
55,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,HeatCapacity,303.15,101.325,no_match,,,,
55,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,SurfaceTension,303.15,101.325,no_match,,,,
55,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,ThermalConductivity,303.15,101.325,no_match,,,,
56,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,Density,308.15,101.325,no_match,,,,
56,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,ElectricalConductivity,308.15,101.325,no_match,,,,
56,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,HeatCapacity,308.15,101.325,no_match,,,,
56,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,SurfaceTension,308.15,101.325,no_match,,,,
56,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,ThermalConductivity,308.15,101.325,no_match,,,,
57,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,Density,313.15,101.325,no_match,,,,
57,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,ElectricalConductivity,313.15,101.325,no_match,,,,
57,(buten-1-yl)triethylphosphonium 4-nitropyrazolide,HeatCapacity,313.15,101.325,no_match,,,,
