Names,Temperature,Pressure,ActualValue,ErrorValue,Name_clean,Cation,Anion,CationSMILES,AnionSMILES,SMILES,SMILES_status
ethylammonium nitrate,314.63,101.325,3.6427,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,314.729,101.325,3.6515,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,314.828,101.325,3.6602,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,314.927,101.325,3.6688,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,315.026,101.325,3.6776,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,315.125,101.325,3.6867,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,315.222,101.325,3.6951,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,315.321,101.325,3.7039,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,315.42,101.325,3.7127,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,315.518,101.325,3.7214,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,315.618,101.325,3.7301,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,315.716,101.325,3.7388,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,315.813,101.325,3.7474,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,315.911,101.325,3.7563,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,316.01,101.325,3.765,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,316.108,101.325,3.7738,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,317.231,101.325,3.875,0.015,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,318.195,101.325,3.9628,0.016,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,319.154,101.325,4.0512,0.016,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,320.105,101.325,4.1409,0.017,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,321.047,101.325,4.2289,0.017,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,321.987,101.325,4.3175,0.017,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,322.921,101.325,4.4065,0.018,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,323.85,101.325,4.496,0.018,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,324.787,101.325,4.5895,0.018,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,325.722,101.325,4.6786,0.019,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,293.65,101.325,0.0685,0.0027,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,296.15,101.325,0.0798,0.0032,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,297.15,101.325,0.0857,0.0034,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,298.15,101.325,0.0887,0.0035,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,299.35,101.325,0.0953,0.0038,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,302.95,101.325,0.1213,0.0049,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,304.45,101.325,0.1292,0.0052,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,308.15,101.325,0.1597,0.0064,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,308.15,101.325,0.1663,0.0067,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,309.65,101.325,0.1754,0.007,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,310.85,101.325,0.1865,0.0075,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,311.85,101.325,0.1944,0.0078,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,313.05,101.325,0.206,0.0082,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,314.15,101.325,0.212,0.0085,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,316.05,101.325,0.231,0.0092,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,317.15,101.325,0.241,0.0096,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,317.65,101.325,0.247,0.0099,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,317.95,101.325,0.248,0.0099,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,319.65,101.325,0.261,0.01,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,321.25,101.325,0.278,0.011,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,323.05,101.325,0.322,0.013,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,324.55,101.325,0.336,0.013,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,325.65,101.325,0.351,0.014,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,327.65,101.325,0.382,0.015,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,328.35,101.325,0.388,0.015,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,328.45,101.325,0.395,0.016,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,328.65,101.325,0.435,0.018,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,337.95,101.325,0.59,0.024,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,345.55,101.325,0.732,0.029,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,354.15,101.325,0.928,0.037,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,370.15,101.325,1.36,0.054,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,380.15,101.325,1.614,0.065,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,396.85,101.325,1.86,0.074,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,413.45,101.325,2.284,0.091,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
ethylammonium nitrate,288.15,101.0,1.62,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,288.15,101.325,1.62,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,293.15,101.0,1.93,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,293.15,101.325,1.93,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,298.15,101.0,2.25,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,298.15,101.325,2.25,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,303.15,101.0,2.6,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,303.15,101.325,2.6,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,308.15,101.0,2.97,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,308.15,101.325,2.97,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,313.15,101.0,3.37,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,313.15,101.325,3.37,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,318.15,101.0,3.78,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,318.15,101.325,3.78,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,323.15,101.0,4.22,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
ethylammonium nitrate,323.15,101.325,4.22,0.0,ethylammonium nitrate,ethylammonium,nitrate,CC[NH3+],[O-][N+](=O)[O-],CC[NH3+].[O-][N+](=O)[O-],ok
N-hexylethylenediammonium trifluoroacetate,293.15,101.325,0.0187,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,298.15,101.325,0.0246,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,303.15,101.325,0.034,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,308.15,101.325,0.045,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,313.15,101.325,0.0592,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,318.15,101.325,0.078,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,323.15,101.325,0.0945,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,328.15,101.325,0.114,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,333.15,101.325,0.141,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,338.15,101.325,0.164,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,343.15,101.325,0.201,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,348.15,101.325,0.232,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
N-hexylethylenediammonium trifluoroacetate,353.15,101.325,0.272,0.0,N-hexylethylenediammonium trifluoroacetate,N-hexylethylenediammonium,trifluoroacetate,,FC(F)(F)C(=O)[O-],,parsed;cation=unresolved;anion=builtin
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",293.15,101.325,0.0075,0.0,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate","N1-(2-ethylhexyl)ethane-1,2-diamine",trifluoromethanesulfonate,,FC(F)(F)S(=O)(=O)[O-],,parsed;cation=unresolved;anion=builtin
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",298.15,101.325,0.0102,0.0,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate","N1-(2-ethylhexyl)ethane-1,2-diamine",trifluoromethanesulfonate,,FC(F)(F)S(=O)(=O)[O-],,parsed;cation=unresolved;anion=builtin
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",303.15,101.325,0.0144,0.0,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate","N1-(2-ethylhexyl)ethane-1,2-diamine",trifluoromethanesulfonate,,FC(F)(F)S(=O)(=O)[O-],,parsed;cation=unresolved;anion=builtin
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",308.15,101.325,0.0205,0.0,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate","N1-(2-ethylhexyl)ethane-1,2-diamine",trifluoromethanesulfonate,,FC(F)(F)S(=O)(=O)[O-],,parsed;cation=unresolved;anion=builtin
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",313.15,101.325,0.0295,0.0,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate","N1-(2-ethylhexyl)ethane-1,2-diamine",trifluoromethanesulfonate,,FC(F)(F)S(=O)(=O)[O-],,parsed;cation=unresolved;anion=builtin
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",318.15,101.325,0.037,0.0,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate","N1-(2-ethylhexyl)ethane-1,2-diamine",trifluoromethanesulfonate,,FC(F)(F)S(=O)(=O)[O-],,parsed;cation=unresolved;anion=builtin
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",323.15,101.325,0.0505,0.0,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate","N1-(2-ethylhexyl)ethane-1,2-diamine",trifluoromethanesulfonate,,FC(F)(F)S(=O)(=O)[O-],,parsed;cation=unresolved;anion=builtin
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",328.15,101.325,0.0728,0.0,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate","N1-(2-ethylhexyl)ethane-1,2-diamine",trifluoromethanesulfonate,,FC(F)(F)S(=O)(=O)[O-],,parsed;cation=unresolved;anion=builtin
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",333.15,101.325,0.0945,0.0,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate","N1-(2-ethylhexyl)ethane-1,2-diamine",trifluoromethanesulfonate,,FC(F)(F)S(=O)(=O)[O-],,parsed;cation=unresolved;anion=builtin
"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate",338.15,101.325,0.122,0.0,"N1-(2-ethylhexyl)ethane-1,2-diamine trifluoromethanesulfonate","N1-(2-ethylhexyl)ethane-1,2-diamine",trifluoromethanesulfonate,,FC(F)(F)S(=O)(=O)[O-],,parsed;cation=unresolved;anion=builtin
