source_file,Names,Temperature,Pressure,ActualValue,ErrorValue,Name_clean,Cation,Anion,CationSMILES,AnionSMILES,SMILES,SMILES_status,Name,"Temperature, K","Pressure, kPa",Temperature/K,Surface_tension
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,278.15,101.325,1052.7,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,278.4,101.325,1052.5,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,278.65,101.325,1052.4,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,278.9,101.325,1052.2,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,279.15,101.325,1052.0,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,279.4,101.325,1051.9,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,279.65,101.325,1051.7,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,279.9,101.325,1051.5,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,280.15,101.325,1051.4,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,280.4,101.325,1051.2,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,280.65,101.325,1051.0,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
Density.csv,N-methyl-2-hydroxyethylammonium butanoate,280.9,101.325,1050.9,2.2,N-methyl-2-hydroxyethylammonium butanoate,N-methyl-2-hydroxyethylammonium,butanoate,,CCCC(=O)[O-],,parsed;cation=unresolved;anion=builtin,,,,,
