row,IL_Name,property,Temperature_K,Pressure_kPa,status,filled_actual,filled_error,source_entry_ids,note
10065,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,348.16,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10066,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,348.18,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10068,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,348.54,,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10069,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,348.64,,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10070,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,349.1,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10071,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,350,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10072,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,350.1,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10073,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,350.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10074,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,351.1,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10075,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,351.98,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10076,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,352.1,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10077,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,352.45,,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10078,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,352.7,,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10079,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,353,100,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10080,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,353,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10081,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,353.1,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10082,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,353.15,100,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10083,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,353.15,101,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10085,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,353.18,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10087,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,353.96,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10088,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,355.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10089,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,355.79,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10090,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,355.85,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10091,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,355.89,,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10092,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,355.94,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10093,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,356,,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10094,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,357.92,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10095,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,358,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10096,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,358.13,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10097,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,358.15,100,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10099,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,358.2,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10100,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,359.89,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10101,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,360,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10102,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,360.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10103,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,361.87,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10104,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,363,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10105,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,363.14,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10106,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,363.15,100,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10107,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,363.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10108,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,363.84,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10109,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,365.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10110,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,365.81,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10111,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,367.78,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10112,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,368.14,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10114,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,370,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10115,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,370.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10117,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,373.13,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10118,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,373.15,100,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10119,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,373.15,101,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10120,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,373.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10121,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,375.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10122,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,378.12,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10124,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,380.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10125,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,383.15,100,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10126,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,383.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10127,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,383.16,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10128,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,385.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10130,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,390.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10131,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,393.13,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10132,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,393.15,100,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10133,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,393.15,101,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10134,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,393.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10135,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,395.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10137,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,398.16,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10138,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,400.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10139,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,403.14,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10140,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,403.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10141,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,405.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10143,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,408.17,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10144,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,410.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10145,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,413.14,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10146,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,413.15,101,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10147,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,413.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10148,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,415.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10150,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,418.17,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10151,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,420.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10152,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,423.14,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10153,1-butyl-3-methylimidazolium trifluoromethanesulfonate,ElectricalConductivity,425.15,101.325,query_error,,,,"ReadTimeout: HTTPSConnectionPool(host='ilthermo.boulder.nist.gov', port=443): Read timed out. (read timeout=20.0)"
10159,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,262.57,100,no_match,,,,
10160,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,262.61,100,no_match,,,,
10161,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,263.41,100,no_match,,,,
10162,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,263.42,100,no_match,,,,
10163,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,264.25,100,no_match,,,,
10164,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,264.26,100,no_match,,,,
10165,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,265.1,100,no_match,,,,
10166,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,265.11,100,no_match,,,,
10167,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,265.94,100,no_match,,,,
10168,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,265.95,100,no_match,,,,
10169,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,266.77,100,no_match,,,,
10170,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,266.78,100,no_match,,,,
10171,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,267.59,100,no_match,,,,
10172,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,267.62,100,no_match,,,,
10173,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,268.41,100,no_match,,,,
10174,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,268.47,100,no_match,,,,
10175,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,269.23,100,no_match,,,,
10176,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,269.33,100,no_match,,,,
10177,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,270.04,100,no_match,,,,
10178,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,270.18,100,no_match,,,,
10179,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,270.86,100,no_match,,,,
10180,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,271,100,no_match,,,,
10181,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,271.67,100,no_match,,,,
10182,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,271.8,100,no_match,,,,
10183,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,272.49,100,no_match,,,,
10184,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,272.59,100,no_match,,,,
10185,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,273.15,100,no_match,,,,
10186,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,273.15,101,no_match,,,,
10187,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,273.15,101.325,no_match,,,,
10188,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,273.16,101,no_match,,,,
10189,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,273.33,100,no_match,,,,
10190,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,273.38,100,no_match,,,,
10191,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,274.17,100,no_match,,,,
10192,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,274.96,100,no_match,,,,
10193,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,275.02,100,no_match,,,,
10194,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,275.75,100,no_match,,,,
10195,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,275.83,100,no_match,,,,
10196,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,276.54,100,no_match,,,,
10197,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,276.63,100,no_match,,,,
10198,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,277.34,100,no_match,,,,
10199,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,277.43,100,no_match,,,,
10200,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,278.14,100,no_match,,,,
10201,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,278.149,101,no_match,,,,
10202,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,278.15,101,no_match,,,,
10203,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,278.21,100,no_match,,,,
10204,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,278.94,100,no_match,,,,
10205,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,279,100,no_match,,,,
10206,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,279.09,,no_match,,,,
10207,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,279.12,,no_match,,,,
10208,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,279.54,101,no_match,,,,
10209,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,279.73,100,no_match,,,,
10210,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,279.79,100,no_match,,,,
10211,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,280.53,100,no_match,,,,
10212,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,280.58,100,no_match,,,,
10213,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,281.34,100,no_match,,,,
10214,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,281.37,100,no_match,,,,
10215,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,282.14,100,no_match,,,,
10216,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,282.17,100,no_match,,,,
10217,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,282.94,100,no_match,,,,
10218,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,282.96,100,no_match,,,,
10219,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,283.149,101,no_match,,,,
10220,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,283.15,100,no_match,,,,
10221,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,283.15,101,no_match,,,,
10222,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,283.15,101.325,no_match,,,,
10223,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,283.18,,no_match,,,,
10224,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,283.33,,no_match,,,,
10225,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,283.39,101,no_match,,,,
10226,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,283.74,100,no_match,,,,
10227,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,283.76,100,no_match,,,,
10228,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,284.54,100,no_match,,,,
10229,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,284.56,100,no_match,,,,
10230,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,285.35,100,no_match,,,,
10231,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,286.15,100,no_match,,,,
10232,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,286.16,100,no_match,,,,
10233,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,286.95,100,no_match,,,,
10234,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,ElectricalConductivity,287.75,100,no_match,,,,
