Name,Temperature/K,Surface_tension,ErrorValue,Name_clean,Cation,Anion,CationSMILES,AnionSMILES,SMILES,SMILES_status
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,298.0,0.0341,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,303.0,0.0337,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,308.0,0.0333,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,313.0,0.0329,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,318.0,0.0325,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,323.0,0.0321,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,328.0,0.0317,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,333.0,0.0313,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,338.0,0.0309,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,343.0,0.0305,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,348.0,0.0301,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,353.0,0.0297,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,358.0,0.0293,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,363.0,0.0289,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,368.0,0.0285,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,373.0,0.0282,0.0005,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,,,,parsed;cation=unresolved;anion=unresolved
triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,298.0,0.0331,0.0005,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,triethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,,,,parsed;cation=unresolved;anion=unresolved
triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,303.0,0.0328,0.0005,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,triethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,,,,parsed;cation=unresolved;anion=unresolved
triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,308.0,0.0323,0.0005,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,triethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,,,,parsed;cation=unresolved;anion=unresolved
triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,313.0,0.0318,0.0005,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,triethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,,,,parsed;cation=unresolved;anion=unresolved
