sample_id,IL_Name,IL_SMILES,Temperature_K,Pressure_kPa,property,y_true,y_pred,absolute_error,split,split_strategy,split_short,panel,panel_title,plot_included
5335,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,101.325,ElectricalConductivity,1.7639998,1.71365,0.05034983,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
544,2-hydroxyethylammonium lactate,CC(O)C(=O)[O-].[NH3+]CCO,298.1,101.325,ElectricalConductivity,0.004800001,0.12893492,0.12413492,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2261,3-methyl-1-pentylimidazolium dicyanamide,CCCCC[n+]1ccn(C)c1.N#C[N-]C#N,338.15,101.3,ElectricalConductivity,2.2790003,2.3532615,0.07426119,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
3780,1-butyl-3-methyl-1H-imidazol-3-ium trifluoro(3-fluorophenyl)borate,CCCCn1cc[n+](C)c1.Fc1cccc([B-](F)(F)F)c1,338.26,101.325,ElectricalConductivity,1.0160002,0.9284581,0.08754206,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
333,butylammonium acetate,CC(=O)[O-].CCCC[NH3+],323.15,100.0,ElectricalConductivity,0.197,0.16258398,0.03441602,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4856,1-ethyl-3-methylimidazolium bromide,CC[n+]1ccn(C)c1.[Br-],484.1,101.325,ElectricalConductivity,13.700002,12.243414,1.4565878,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4988,3-(3-methoxypropyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,COCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,101.325,ElectricalConductivity,0.40500003,0.4231574,0.018157363,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
5042,1-(methoxymethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,COC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,101.325,ElectricalConductivity,0.88600004,0.85330087,0.032699168,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2899,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,343.2,101.325,ElectricalConductivity,1.2510002,1.6030114,0.3520112,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
496,(3-aminopropyl)tributylphosphonium L-leucinate,CC(C)C[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN,303.15,101.0,ElectricalConductivity,0.010839995,0.010113597,0.0007263981,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
866,tetradecyl(trihexyl)phosphonium dicyanamide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,256.0,101.325,ElectricalConductivity,0.042999998,0.055572845,0.012572847,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4871,1-ethyl-3-methylimidazolium iodide,CC[n+]1ccn(C)c1.[I-],348.1,101.325,ElectricalConductivity,1.0,1.9788803,0.9788803,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4719,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,313.15,101.325,ElectricalConductivity,2.4239998,2.5347369,0.110737085,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4427,1-ethyl-3-methylimidazolium tetrafluoroborate,CC[n+]1ccn(C)c1.F[B-](F)(F)F,268.15,101.325,ElectricalConductivity,0.4316,0.47097427,0.039374262,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2925,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,418.15,101.325,ElectricalConductivity,6.6400023,6.779122,0.13911963,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1593,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,101.325,ElectricalConductivity,0.35,0.36383533,0.013835341,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1009,3-dodecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,CCCCCCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,464.75,101.325,ElectricalConductivity,1.037,0.99219966,0.04480028,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1524,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,353.15,101.325,ElectricalConductivity,0.5709999,0.6223478,0.05134785,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1658,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide",CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,101.325,ElectricalConductivity,0.1049,0.08084633,0.02405367,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
789,trihexyltetradecylphosphonium decanoate,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,343.5,101.325,ElectricalConductivity,0.01371,0.014646381,0.0009363815,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
624,trihexyl(tetradecyl)phosphonium butyrate,CCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,313.9,101.325,ElectricalConductivity,0.010630001,0.009695789,0.00093421247,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
3413,1-butyl-3-methylimidazolium trifluoroacetate,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,278.15,101.325,ElectricalConductivity,0.11440001,0.1247345,0.010334492,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
301,trihexyl(tetradecyl)phosphonium acetate,CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,303.9,101.325,ElectricalConductivity,0.007669999,0.0065442673,0.0011257315,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
3040,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,343.14,100.0,ElectricalConductivity,0.858,0.9264189,0.06841892,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
83,1-ethyl-3-methylimidazolium ethylsulfate,C(C)OS(=O)(=O)[O-].C(C)N1C=[N+](C=C1)C,313.1,101.325,ElectricalConductivity,0.72,0.75563323,0.035633206,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
5240,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,352.65,101.325,ElectricalConductivity,1.0769999,1.5178479,0.440848,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2144,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,308.15,101.325,ElectricalConductivity,0.258,0.2675114,0.009511411,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4473,1-ethyl-3-methylimidazolium tetrafluoroborate,CC[n+]1ccn(C)c1.F[B-](F)(F)F,378.1,101.325,ElectricalConductivity,7.3800015,7.97918,0.5991783,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2765,1-butyl-2-methylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1C.F[B-](F)(F)F,305.65,101.325,ElectricalConductivity,0.166,0.16514589,0.00085410476,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2714,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.F[B-](F)(F)F,333.0,101.325,ElectricalConductivity,0.8510001,1.1038941,0.25289404,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2349,1-butoxy-3-butylimidazolium trifluoromethanesulfonate,CCCCO[n+]1ccn(CCCC)c1.O=S(=O)([O-])C(F)(F)F,300.15,101.325,ElectricalConductivity,0.39,0.29966724,0.09033275,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2169,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,308.2,100.0,ElectricalConductivity,0.6000001,0.6389861,0.038986027,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
3822,1-butyl-3-methylimidazolium bis(fluorosulfonyl)imide,CCCCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,318.15,101.0,ElectricalConductivity,1.4649999,1.4938697,0.028869748,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
272,3-(2-amino-2-oxoethyl)-1-vinylimidazolium bis(trifluoromethylsulfonyl)amide,C=C[n+]1ccn(CC(N)=O)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,100.0,ElectricalConductivity,0.049999993,0.044773053,0.00522694,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
5243,3-(3-cyanopropyl)-1-methylimidazolium trifluoromethanesulfonate,C[n+]1ccn(CCCC#N)c1.O=S(=O)([O-])C(F)(F)F,288.15,101.0,ElectricalConductivity,0.022999998,0.021172946,0.0018270519,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
444,2-methylpyridinium acetate,CC(=O)[O-].Cc1cccc[nH+]1,303.15,101.325,ElectricalConductivity,0.006220001,0.0049360082,0.0012839925,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2833,1-butyl-3-methylimidazolium tetrafluoroborate,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,277.5,101.325,ElectricalConductivity,0.049,0.10228332,0.053283323,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4408,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,288.1,101.325,ElectricalConductivity,0.00809,0.014830162,0.006740162,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2163,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,243.2,100.0,ElectricalConductivity,0.0032000004,0.0027044686,0.0004955318,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4479,1-ethyl-3-methylimidazolium phenyltrifluoroborate,CC[n+]1ccn(C)c1.F[B-](F)(F)c1ccccc1,328.0,101.325,ElectricalConductivity,1.392,1.4647801,0.07278013,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1810,1-hexylpyridinium bis(trifluromethylsulfonyl)imide,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,101.325,ElectricalConductivity,0.387,0.32432976,0.06267023,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2251,1-pentylpyridinium bis(trifluoromethylsulfonyl)amide,CCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,101.325,ElectricalConductivity,0.563,0.5834894,0.020489395,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1602,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,101.325,ElectricalConductivity,0.627,0.64124894,0.014248967,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1088,1-decyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,318.1,101.325,ElectricalConductivity,0.0989,0.10585186,0.006951861,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1862,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,298.1,101.325,ElectricalConductivity,0.061999995,0.054746002,0.0072539933,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
3376,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,408.15,101.325,ElectricalConductivity,9.149999,8.860659,0.28934002,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2234,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,324.15,100.0,ElectricalConductivity,0.521,0.4418997,0.07910034,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
445,1-methylimidazolium acetate,CC(=O)[O-].Cn1cc[nH+]c1,298.15,100.0,ElectricalConductivity,0.44790003,0.34868786,0.09921217,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4864,1-ethyl-3-methylimidazolium chloride,CC[n+]1ccn(C)c1.[Cl-],350.1,101.325,ElectricalConductivity,1.57,1.5009167,0.06908333,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
786,trihexyltetradecylphosphonium decanoate,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,323.2,101.325,ElectricalConductivity,0.0063099996,0.0066020167,0.00029201712,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
797,1-hexadecyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,288.1,101.325,ElectricalConductivity,8.799998e-05,7.59426e-05,1.2057382e-05,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4753,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,299.05,101.325,ElectricalConductivity,0.93000007,0.93094206,0.0009419918,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4387,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],313.1,101.325,ElectricalConductivity,0.56,0.5489481,0.011051893,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4190,1-(2-ethoxyethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,CCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,101.325,ElectricalConductivity,0.79999995,0.82992786,0.02992791,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4851,1-ethyl-3-methylimidazolium bromide,CC[n+]1ccn(C)c1.[Br-],368.1,101.325,ElectricalConductivity,2.89,2.9349265,0.044926405,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4428,1-ethyl-3-methylimidazolium tetrafluoroborate,CC[n+]1ccn(C)c1.F[B-](F)(F)F,273.1,101.325,ElectricalConductivity,0.611,0.58603317,0.024966836,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
3423,1-butyl-3-methylimidazolium salicylate,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,333.15,101.325,ElectricalConductivity,0.21,0.1966736,0.013326392,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4667,1-ethyl-3-methylimidazolium thiocyanate,CC[n+]1ccn(C)c1.N#C[S-],308.15,101.3,ElectricalConductivity,2.169,2.4978461,0.32884622,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1727,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.1,101.325,ElectricalConductivity,0.067,0.088483214,0.021483213,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4857,1-ethyl-3-methylimidazolium chloride,CC[n+]1ccn(C)c1.[Cl-],328.4,101.325,ElectricalConductivity,0.628,0.6041334,0.023866594,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4060,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,243.0,101.325,ElectricalConductivity,0.022999998,0.012999253,0.010000745,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
3359,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,338.15,101.325,ElectricalConductivity,3.2200005,3.2022455,0.017755032,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
5086,1-butyl-3-methylimidazolium methylsulfate,COS(=O)(=O)[O-].C(CCC)N1C=[N+](C=C1)C,313.15,101.325,ElectricalConductivity,0.25766665,0.32186964,0.064202994,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1812,1-hexylpyridinium bis(trifluromethylsulfonyl)imide,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,101.325,ElectricalConductivity,0.446,0.38205457,0.06394544,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4424,1-ethyl-3-methylimidazolium tetrafluoroborate,CC[n+]1ccn(C)c1.F[B-](F)(F)F,258.05,101.325,ElectricalConductivity,0.22800003,0.28017128,0.052171245,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2478,n-butylammonium nitrate,CCCC[NH3+].O=[N+]([O-])[O-],298.15,101.0,ElectricalConductivity,0.867,0.43452358,0.4324764,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
905,trihexyltetradecylphosphonium nonafluoropentanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.7,101.325,ElectricalConductivity,0.010099998,0.010657346,0.00055734813,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
3493,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.1,101.325,ElectricalConductivity,2.3770006,2.5652802,0.18827963,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
748,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,308.1,101.325,ElectricalConductivity,0.0056299996,0.005256943,0.00037305662,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2945,1-butyl-3-methylimidazolium hexafluorophosphate,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,283.0,101.325,ElectricalConductivity,0.0575,0.06350036,0.0060003586,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
5571,1-methyl-3-pentylimidazolium dihydrogenphosphate,P(=O)(O)(O)[O-].CN1C=[N+](C=C1)CCCCC,293.15,101.325,ElectricalConductivity,0.20100002,0.22084475,0.019844726,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4459,1-ethyl-3-methylimidazolium tetrafluoroborate,CC[n+]1ccn(C)c1.F[B-](F)(F)F,338.15,101.325,ElectricalConductivity,4.340001,4.1705375,0.16946363,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
5140,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,293.15,101.325,ElectricalConductivity,0.013750003,0.016162066,0.002412063,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
3274,1-butyl-3-methylimidazolium tricyanomethane,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,213.2,100.0,ElectricalConductivity,1.8499995e-05,1.9151215e-05,6.5122003e-07,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
3353,1-butyl-3-methylimidazolium dicyanamide,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,333.15,101.3,ElectricalConductivity,2.7989998,2.8750455,0.07604575,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
4966,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,404.15,101.325,ElectricalConductivity,2.122,2.3112335,0.18923354,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
1610,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,398.15,101.0,ElectricalConductivity,1.8499999,1.883758,0.033758044,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
2161,3-hexyl-1-methylimidazolium tricyanomethanide,CCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,203.2,100.0,ElectricalConductivity,7.0499844e-08,6.4634314e-08,5.8655303e-09,test,Random point,Point,C,Electrical conductivity multi-split parity plot,True
