property_label,property,unit,IL,case_id,Temperature_K,value,plot_value,scale,normalized_response
Electrical cond.,ElectricalConductivity,S m$^{-1}$,[BMIM][BF4],BMIM_BF4,368.1499938964844,2.917372941970825,2.917372941970825,log10,0.7973755607588954
Electrical cond.,ElectricalConductivity,S m$^{-1}$,[BMIM][BF4],BMIM_BF4,378.1499938964844,3.5733189582824707,3.5733189582824707,log10,0.8711268879621695
Electrical cond.,ElectricalConductivity,S m$^{-1}$,[BMIM][BF4],BMIM_BF4,388.1499938964844,4.296469688415527,4.296469688415527,log10,0.93814624671631
Electrical cond.,ElectricalConductivity,S m$^{-1}$,[BMIM][BF4],BMIM_BF4,398.1499938964844,5.093103885650635,5.093103885650635,log10,1.0
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,298.1499938964844,560.6355590820312,560.6355590820312,linear,0.768195228287312
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,308.1499938964844,563.9336547851562,563.9336547851562,linear,0.7815625149972566
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,318.1499938964844,568.7730712890625,568.7730712890625,linear,0.8011768239014092
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,328.1499938964844,575.942626953125,575.942626953125,linear,0.830235260881762
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,338.1499938964844,584.0884399414062,584.0884399414062,linear,0.8632504998260937
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,348.1499938964844,592.8504028320312,592.8504028320312,linear,0.8987630139080538
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,358.1499938964844,601.0088500976562,601.0088500976562,linear,0.9318294599800218
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,368.1499938964844,607.330322265625,607.330322265625,linear,0.9574505875956052
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,378.1499938964844,611.8826904296875,611.8826904296875,linear,0.9759014804549567
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,388.1499938964844,615.214111328125,615.214111328125,linear,0.9894038352406958
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,398.1499938964844,617.8284912109375,617.8284912109375,linear,1.0
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,298.1499938964844,371.099609375,371.099609375,linear,0.0
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,308.1499938964844,376.1187438964844,376.1187438964844,linear,0.020342711741472775
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,318.1499938964844,380.9264831542969,380.9264831542969,linear,0.039828631760392204
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,328.1499938964844,385.7256164550781,385.7256164550781,linear,0.059279671561936136
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,338.1499938964844,389.9727478027344,389.9727478027344,linear,0.07649342990288457
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,348.1499938964844,393.19122314453125,393.19122314453125,linear,0.08953801275774873
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,358.1499938964844,395.603515625,395.603515625,linear,0.09931511085229935
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,368.1499938964844,397.7287292480469,397.7287292480469,linear,0.10792866921333483
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,378.1499938964844,399.8878479003906,399.8878479003906,linear,0.11667964573573263
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,388.1499938964844,402.19720458984375,402.19720458984375,linear,0.1260395417976324
Heat capacity,HeatCapacity,J mol$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,398.1499938964844,404.7274475097656,404.7274475097656,linear,0.13629469677216985
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,298.1499938964844,0.033271674066782,33.271674066782,linear,0.3493837127269062
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,308.1499938964844,0.03264428675174713,32.64428675174713,linear,0.31438724015722264
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,318.1499938964844,0.03209381550550461,32.09381550550461,linear,0.28368124498029523
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,328.1499938964844,0.03156670928001404,31.566709280014038,linear,0.2542785807573741
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,338.1499938964844,0.03093402273952961,30.93402273952961,linear,0.21898651056618634
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,348.1499938964844,0.030165093019604683,30.165093019604683,linear,0.1760946203310901
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,358.1499938964844,0.02934269793331623,29.34269793331623,linear,0.13022036309154592
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,368.1499938964844,0.028584657236933708,28.584657236933708,linear,0.08793587661578647
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,378.1499938964844,0.027958683669567108,27.958683669567108,linear,0.05301826471208584
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,388.1499938964844,0.02744666486978531,27.44666486978531,linear,0.02445719652929949
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][NTf2],BMIM_NTf2,398.1499938964844,0.027008216828107834,27.008216828107834,linear,0.0
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,298.1499938964844,0.044935375452041626,44.935375452041626,linear,1.0
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,308.1499938964844,0.0442952923476696,44.2952923476696,linear,0.9642953399476548
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,318.1499938964844,0.04352089762687683,43.52089762687683,linear,0.9210986049246875
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,328.1499938964844,0.042674992233514786,42.674992233514786,linear,0.8739129124729729
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,338.1499938964844,0.04178401455283165,41.78401455283165,linear,0.8242130297769147
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,348.1499938964844,0.040929097682237625,40.929097682237625,linear,0.7765246655175244
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,358.1499938964844,0.04021253436803818,40.21253436803818,linear,0.7365538408469158
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,368.1499938964844,0.03966645896434784,39.66645896434784,linear,0.7060930514298301
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,378.1499938964844,0.039230119436979294,39.230119436979294,linear,0.6817534705446581
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,388.1499938964844,0.038842715322971344,38.842715322971344,linear,0.6601435700504023
Surface tension,SurfaceTension,mN m$^{-1}$,[BMIM][BF4],BMIM_BF4,398.1499938964844,0.03846471384167671,38.46471384167671,linear,0.6390581605204181
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,298.1499938964844,0.12468195706605911,0.12468195706605911,linear,0.03397311345602632
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,308.1499938964844,0.1250007003545761,0.1250007003545761,linear,0.03947909814645191
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,318.1499938964844,0.12457059323787689,0.12457059323787689,linear,0.0320494101024864
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,328.1499938964844,0.1238175481557846,0.1238175481557846,linear,0.019041278347017965
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,338.1499938964844,0.12321080267429352,0.12321080267429352,linear,0.008560331916371221
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,348.1499938964844,0.12289295345544815,0.12289295345544815,linear,0.0030697914222676224
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,358.1499938964844,0.12275998294353485,0.12275998294353485,linear,0.0007728533242796023
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,368.1499938964844,0.12271524220705032,0.12271524220705032,linear,0.0
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,378.1499938964844,0.1227291151881218,0.1227291151881218,linear,0.00023964244626288416
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,388.1499938964844,0.12279539555311203,0.12279539555311203,linear,0.0013845722002664381
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][NTf2],BMIM_NTf2,398.1499938964844,0.12291223555803299,0.12291223555803299,linear,0.0034028712562785483
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,298.1499938964844,0.16923938691616058,0.16923938691616058,linear,0.8036599913847124
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,308.1499938964844,0.17215359210968018,0.17215359210968018,linear,0.8540000918929681
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,318.1499938964844,0.17525194585323334,0.17525194585323334,linear,0.9075211820370097
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,328.1499938964844,0.17769591510295868,0.17769591510295868,linear,0.9497384074897145
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,338.1499938964844,0.17946483194828033,0.17946483194828033,linear,0.9802947499127724
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,348.1499938964844,0.18033917248249054,0.18033917248249054,linear,0.9953981443025909
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,358.1499938964844,0.18060557544231415,0.18060557544231415,linear,1.0
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,368.1499938964844,0.18059803545475006,0.18059803545475006,linear,0.9998697539443512
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,378.1499938964844,0.18048672378063202,0.18048672378063202,linear,0.9979469515022634
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,388.1499938964844,0.18031777441501617,0.18031777441501617,linear,0.9950285132039512
Thermal cond.,ThermalConductivity,W m$^{-1}$ K$^{-1}$,[BMIM][BF4],BMIM_BF4,398.1499938964844,0.1800905466079712,0.1800905466079712,linear,0.9911033707087175
