bootstrap_iteration,hard_feasible_count,pareto_rank_1_count,formal_shortlist_count,top8_jaccard_to_nominal,formal_shortlist_ids,conductivity_min,viscosity_max,volumetric_heat_capacity_min,thermal_diffusivity_min
115,53,18,8,0.06666666666666667,UPR-0024;UPR-0066;UPR-0155;UPR-0223;UPR-0280;UPR-0286;UPR-0317;UPR-0322,0.13625182583928108,0.11861051619052883,1921541.699105176,5.297192460587629e-08
116,23,12,8,0.6,UPR-0024;UPR-0290;UPR-0359;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.15077670291066167,0.0998274758458137,1882200.3537641324,6.128334736241973e-08
117,18,9,8,0.6,UPR-0024;UPR-0209;UPR-0393;UPR-0419;UPR-0430;UPR-0558;UPR-0581;UPR-0598,0.15436073020100588,0.08862667344510552,1916781.674054468,6.128334736241973e-08
118,30,13,8,0.23076923076923078,UPR-0169;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598,0.03151900228112928,0.21313958987593648,1871321.006551699,6.291325342272523e-08
119,44,13,8,0.3333333333333333,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0286;UPR-0322;UPR-0419;UPR-0581,0.1350586861371994,0.11861051619052883,1882200.3537641324,5.8633172393854354e-08
120,26,12,8,0.3333333333333333,UPR-0079;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.08628049492835993,0.11887500993907446,1882200.3537641324,6.039128751660567e-08
121,45,15,8,0.7777777777777778,UPR-0024;UPR-0209;UPR-0321;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0581,0.07815390825271601,0.1423125062137842,1882200.3537641324,5.297192460587629e-08
122,46,17,8,0.23076923076923078,UPR-0024;UPR-0064;UPR-0284;UPR-0286;UPR-0321;UPR-0419;UPR-0512;UPR-0581,0.13935288973152632,0.1381369829177856,1884930.795336305,5.3382676873825564e-08
123,28,11,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0284;UPR-0318;UPR-0343;UPR-0419;UPR-0568;UPR-0581,0.12721429206430906,0.0942848920822143,1898435.2229720124,6.284397355785382e-08
124,26,11,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.0920931473374366,0.10841831751167769,1882200.3537641324,6.262898311061963e-08
125,29,10,8,0.7777777777777778,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0430;UPR-0558;UPR-0581,0.070628261193633,0.1462786495685577,1912710.8134821288,6.275170563891283e-08
126,25,11,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.1245994940400123,0.1064689774066209,1880683.9810043082,6.275170563891283e-08
127,18,10,8,0.23076923076923078,UPR-0169;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.13935288973152632,0.10567549616098403,1902004.1205995413,6.294929093185203e-08
128,16,10,8,0.14285714285714285,UPR-0079;UPR-0290;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.1836130768060684,0.0887223035097122,1898435.2229720124,6.039128751660567e-08
129,31,10,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0581,0.20254363119602198,0.0998274758458137,1924470.4288937773,5.8450925162870543e-08
130,21,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.11855715699493878,0.1086828112602233,1884742.698306278,6.27580705933574e-08
131,31,12,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.07815390825271601,0.1381369829177856,1880683.9810043082,6.284397355785382e-08
132,45,15,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0280;UPR-0322;UPR-0408;UPR-0581,0.09008843265473837,0.13077344000339503,1880683.9810043082,6.153900446620928e-08
133,33,12,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.0494637265801429,0.21313958987593648,1872701.9882554973,6.161209241986031e-08
134,17,9,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.0920931473374366,0.0998274758458137,1880178.5234177,6.275170563891283e-08
135,18,11,8,0.3333333333333333,UPR-0024;UPR-0290;UPR-0359;UPR-0393;UPR-0430;UPR-0558;UPR-0581;UPR-0598,0.1836130768060684,0.0883397832512855,1916781.674054468,6.009393423466764e-08
136,22,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.07815390825271601,0.1086828112602233,1882200.3537641324,6.262898311061963e-08
137,60,18,8,0.06666666666666667,UPR-0020;UPR-0024;UPR-0066;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0408,0.07815390825271601,0.21313958987593648,1894450.39578262,6.009393423466764e-08
138,42,12,8,0.45454545454545453,UPR-0024;UPR-0155;UPR-0209;UPR-0322;UPR-0343;UPR-0408;UPR-0419;UPR-0581,0.054514924064278526,0.1462786495685577,1903021.8357426263,6.284874946327678e-08
139,36,10,8,0.45454545454545453,UPR-0024;UPR-0064;UPR-0155;UPR-0209;UPR-0322;UPR-0343;UPR-0419;UPR-0581,0.07815390825271601,0.1086828112602233,1880178.5234177,6.180383524770246e-08
140,17,8,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0393;UPR-0430;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.1836130768060684,0.08727877773344513,1914373.896794905,6.128334736241973e-08
141,23,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.1028345320373773,0.13050894625484938,1894450.39578262,6.134726163836712e-08
142,21,9,8,0.23076923076923078,UPR-0289;UPR-0290;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.15436073020100588,0.11861051619052883,1899037.008553234,6.161209241986031e-08
143,45,13,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0286;UPR-0322;UPR-0408;UPR-0419,0.15078131109476087,0.1381369829177856,1882200.3537641324,5.92957161359957e-08
144,51,18,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0284;UPR-0343;UPR-0408;UPR-0419;UPR-0512;UPR-0581,0.070628261193633,0.2796284146606922,1880683.9810043082,6.275648154433579e-08
145,24,13,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.10021973401308053,0.1086828112602233,1882200.3537641324,6.161209241986031e-08
146,44,15,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0581,0.0920931473374366,0.1222724094986915,1898435.2229720124,6.009393423466764e-08
147,19,9,8,0.14285714285714285,UPR-0162;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.0696685165166854,0.1222724094986915,1872701.9882554973,6.259832759218201e-08
148,31,9,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0581,0.1979491859674453,0.09844182990491385,1919663.7240105025,5.8450925162870543e-08
149,29,13,8,0.7777777777777778,UPR-0024;UPR-0209;UPR-0286;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.14719728380441666,0.0998274758458137,1884930.795336305,5.8496486970616496e-08
150,25,14,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.12840743176639074,0.09289424493908878,1883414.4225764805,5.8450925162870543e-08
151,52,17,8,0.14285714285714285,UPR-0020;UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0322;UPR-0408,0.08601605892181391,0.21313958987593648,1917427.0422241595,6.134726163836712e-08
152,36,11,8,0.45454545454545453,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0322;UPR-0343;UPR-0419;UPR-0581,0.10021973401308053,0.10841831751167769,1882200.3537641324,6.153900446620928e-08
153,25,8,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0209;UPR-0286;UPR-0318;UPR-0322;UPR-0408;UPR-0581,0.2465702295303344,0.09289424493908878,1903021.8357426263,5.915903071275784e-08
154,44,11,8,0.06666666666666667,UPR-0020;UPR-0024;UPR-0155;UPR-0223;UPR-0286;UPR-0317;UPR-0321;UPR-0322,0.19935236498713488,0.1076248362660408,1899037.008553234,5.297192460587629e-08
155,17,9,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.1398312449455261,0.1076248362660408,1882200.3537641324,6.275170563891283e-08
156,16,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.1398312449455261,0.08862667344510552,1914373.896794905,6.259832759218201e-08
157,44,13,8,0.3333333333333333,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0280;UPR-0322;UPR-0419;UPR-0581,0.0735074952244758,0.11887500993907446,1880178.5234177,6.153900446620928e-08
158,18,9,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.12721429206430906,0.11666117608547205,1902004.1205995413,6.164274793829792e-08
159,19,10,8,0.23076923076923078,UPR-0169;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.0735074952244758,0.1086828112602233,1880683.9810043082,6.164274793829792e-08
160,17,9,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.09008843265473837,0.1064689774066209,1880683.9810043082,6.266451498902293e-08
161,40,14,8,0.06666666666666667,UPR-0020;UPR-0024;UPR-0066;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0408,0.1836130768060684,0.13417083956301207,1919663.7240105025,5.8998362854057676e-08
162,34,14,8,0.6,UPR-0064;UPR-0209;UPR-0343;UPR-0393;UPR-0408;UPR-0419;UPR-0550;UPR-0581,0.054514924064278526,0.1489925384521484,1872701.9882554973,6.310406086070947e-08
163,18,11,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0359;UPR-0393;UPR-0550;UPR-0558;UPR-0581;UPR-0598,0.1917915493249893,0.0887223035097122,1902004.1205995413,6.039128751660567e-08
164,36,12,8,0.23076923076923078,UPR-0024;UPR-0064;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0343;UPR-0419,0.1350586861371994,0.1076248362660408,1912710.8134821288,6.039128751660567e-08
165,18,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.1398312449455261,0.09705118276178833,1884930.795336305,6.180383524770246e-08
166,21,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.1350586861371994,0.1086828112602233,1898435.2229720124,6.259832759218201e-08
167,23,8,8,0.6,UPR-0024;UPR-0209;UPR-0393;UPR-0550;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.1917915493249893,0.13050894625484938,1893122.1200528224,6.27209496659325e-08
168,26,12,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.10021973401308053,0.1086828112602233,1894450.39578262,6.186524673912042e-08
169,29,12,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.13625182583928108,0.11861051619052883,1898435.2229720124,6.039128751660567e-08
170,26,15,8,0.23076923076923078,UPR-0079;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598,0.1028345320373773,0.11861051619052883,1894450.39578262,5.92957161359957e-08
171,29,14,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.0494637265801429,0.1222724094986915,1872701.9882554973,6.009393423466764e-08
172,27,13,8,0.7777777777777778,UPR-0024;UPR-0064;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0581,0.10021973401308053,0.10841831751167769,1902004.1205995413,6.180383524770246e-08
173,17,9,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.12721429206430906,0.10428985022008418,1912710.8134821288,6.128334736241973e-08
174,24,10,8,0.7777777777777778,UPR-0024;UPR-0209;UPR-0393;UPR-0419;UPR-0430;UPR-0550;UPR-0558;UPR-0581,0.15436073020100588,0.09844182990491385,1894450.39578262,6.134726163836712e-08
175,24,9,8,0.3333333333333333,UPR-0024;UPR-0209;UPR-0286;UPR-0408;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.216326966881752,0.1462786495685577,1921793.0820407541,6.039128751660567e-08
176,23,12,8,0.23076923076923078,UPR-0169;UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0598,0.0752746742218732,0.11861051619052883,1872701.9882554973,6.128334736241973e-08
177,39,11,8,0.45454545454545453,UPR-0024;UPR-0155;UPR-0209;UPR-0322;UPR-0343;UPR-0408;UPR-0419;UPR-0581,0.08628049492835993,0.11887500993907446,1880683.9810043082,6.262898311061963e-08
178,35,13,8,0.23076923076923078,UPR-0024;UPR-0064;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0343;UPR-0419,0.1398312449455261,0.10567549616098403,1920206.8739792663,6.009393423466764e-08
179,17,11,8,0.14285714285714285,UPR-0079;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.13625182583928108,0.0927986148744821,1914373.896794905,5.92957161359957e-08
180,17,9,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.1028345320373773,0.0998274758458137,1882200.3537641324,6.161209241986031e-08
181,37,13,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0284;UPR-0318;UPR-0343;UPR-0419;UPR-0568;UPR-0581,0.070628261193633,0.11887500993907446,1874571.122046048,6.153900446620928e-08
182,30,14,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.0696685165166854,0.1381369829177856,1872701.9882554973,6.275170563891283e-08
183,33,8,8,0.3333333333333333,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0322;UPR-0408;UPR-0419;UPR-0581,0.14719728380441666,0.1064689774066209,1880178.5234177,6.128334736241973e-08
184,70,18,8,0.06666666666666667,UPR-0020;UPR-0024;UPR-0066;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0408,0.070628261193633,0.21313958987593648,1858088.16549454,5.935963041194308e-08
185,18,10,8,0.23076923076923078,UPR-0169;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.10021973401308053,0.10841831751167769,1894450.39578262,6.284874946327678e-08
186,35,12,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0284;UPR-0318;UPR-0343;UPR-0419;UPR-0568;UPR-0581,0.10021973401308053,0.11861051619052883,1884930.795336305,6.128334736241973e-08
187,37,13,8,0.3333333333333333,UPR-0024;UPR-0284;UPR-0286;UPR-0318;UPR-0343;UPR-0419;UPR-0568;UPR-0581,0.0735074952244758,0.1086828112602233,1882200.3537641324,6.009393423466764e-08
188,21,7,7,0.5,UPR-0024;UPR-0209;UPR-0393;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.1871971040964126,0.09844182990491385,1913728.5286252135,6.187002264454338e-08
189,22,12,8,0.23076923076923078,UPR-0169;UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0598,0.10103389061987395,0.11887500993907446,1882200.3537641324,6.27209496659325e-08
190,29,10,8,0.45454545454545453,UPR-0024;UPR-0064;UPR-0155;UPR-0209;UPR-0322;UPR-0343;UPR-0419;UPR-0581,0.1398312449455261,0.09705118276178833,1912710.8134821288,6.134726163836712e-08
191,16,10,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0359;UPR-0393;UPR-0550;UPR-0558;UPR-0581;UPR-0598,0.2107079774141311,0.0883397832512855,1898019.293410149,6.262898311061963e-08
192,21,7,7,0.5,UPR-0024;UPR-0209;UPR-0393;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.1871971040964126,0.09844182990491385,1916781.674054468,6.286307717954568e-08
193,28,9,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0581,0.1836130768060684,0.08862667344510552,1917427.0422241595,5.8450925162870543e-08
194,23,9,8,0.6,UPR-0024;UPR-0209;UPR-0343;UPR-0419;UPR-0430;UPR-0558;UPR-0581;UPR-0598,0.1398312449455261,0.10428985022008418,1920565.4558423087,6.259832759218201e-08
195,39,11,8,0.3333333333333333,UPR-0024;UPR-0064;UPR-0155;UPR-0286;UPR-0322;UPR-0343;UPR-0419;UPR-0581,0.0920931473374366,0.10841831751167769,1898435.2229720124,5.8998362854057676e-08
196,43,14,8,0.3333333333333333,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0322;UPR-0408;UPR-0419;UPR-0581,0.12721429206430906,0.1462786495685577,1875076.5796326562,6.134726163836712e-08
197,44,16,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0209;UPR-0280;UPR-0322;UPR-0408;UPR-0581,0.10021973401308053,0.1462786495685577,1898435.2229720124,6.275170563891283e-08
198,31,12,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.07815390825271601,0.1462786495685577,1880683.9810043082,6.291325342272523e-08
199,23,12,8,0.6,UPR-0024;UPR-0290;UPR-0359;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.14293691702187056,0.1076248362660408,1872701.9882554973,6.183449076614008e-08
200,38,12,8,0.23076923076923078,UPR-0024;UPR-0066;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0419;UPR-0581,0.14719728380441666,0.10841831751167769,1902004.1205995413,6.009393423466764e-08
201,31,13,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.1245994940400123,0.11861051619052883,1882200.3537641324,5.8998362854057676e-08
202,19,11,8,0.23076923076923078,UPR-0169;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598,0.13625182583928108,0.09844182990491385,1894450.39578262,6.134726163836712e-08
203,25,11,8,0.7777777777777778,UPR-0024;UPR-0064;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0558;UPR-0581,0.1398312449455261,0.10567549616098403,1913728.5286252135,6.153900446620928e-08
204,36,19,8,0.23076923076923078,UPR-0079;UPR-0177;UPR-0290;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.10021973401308053,0.11887500993907446,1884742.698306278,5.297192460587629e-08
205,25,13,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.10021973401308053,0.0942848920822143,1898435.2229720124,6.045520179255305e-08
206,40,13,8,0.14285714285714285,UPR-0024;UPR-0066;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0408;UPR-0419,0.14719728380441666,0.1222724094986915,1916781.674054468,5.8633172393854354e-08
207,21,10,8,0.3333333333333333,UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.1398312449455261,0.09844182990491385,1880683.9810043082,6.265973908359997e-08
208,17,12,8,0.23076923076923078,UPR-0169;UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0598,0.1245994940400123,0.0942848920822143,1898435.2229720124,6.180383524770246e-08
209,39,12,8,0.45454545454545453,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0322;UPR-0343;UPR-0419;UPR-0581,0.12721429206430906,0.1222724094986915,1877807.0212048285,6.153900446620928e-08
210,27,13,8,0.7777777777777778,UPR-0024;UPR-0064;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0581,0.10021973401308053,0.1064689774066209,1880683.9810043082,6.286307717954568e-08
211,31,15,8,0.7777777777777778,UPR-0024;UPR-0209;UPR-0286;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0581,0.13625182583928108,0.10428985022008418,1903021.8357426263,5.92957161359957e-08
212,38,13,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0343;UPR-0354;UPR-0359;UPR-0419;UPR-0558;UPR-0581,0.0365701997652649,0.21042570099234578,1871321.006551699,6.183449076614008e-08
213,17,9,8,0.14285714285714285,UPR-0169;UPR-0343;UPR-0359;UPR-0430;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.0920931473374366,0.10567549616098403,1884930.795336305,6.275170563891283e-08
214,39,13,8,0.3333333333333333,UPR-0024;UPR-0209;UPR-0284;UPR-0318;UPR-0343;UPR-0408;UPR-0568;UPR-0581,0.07815390825271601,0.1462786495685577,1882200.3537641324,6.291325342272523e-08
215,25,13,8,0.7777777777777778,UPR-0024;UPR-0290;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.07815390825271601,0.1086828112602233,1880683.9810043082,6.183449076614008e-08
216,14,12,8,0.0,UPR-0132;UPR-0154;UPR-0340;UPR-0386;UPR-0396;UPR-0458;UPR-0598;UPR-0604,0.0752746742218732,0.1222724094986915,1872701.9882554973,6.128334736241973e-08
217,25,8,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0286;UPR-0322;UPR-0408;UPR-0581,0.1871971040964126,0.0887223035097122,1922738.0557173635,5.8998362854057676e-08
218,16,11,8,0.23076923076923078,UPR-0169;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598,0.11497312970459456,0.0942848920822143,1884930.795336305,6.27209496659325e-08
219,24,6,6,0.2727272727272727,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0322;UPR-0581,0.1836130768060684,0.08164286240935323,1894450.39578262,6.183449076614008e-08
220,19,13,8,0.06666666666666667,UPR-0079;UPR-0158;UPR-0177;UPR-0359;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.1871971040964126,0.09173760935664173,1902004.1205995413,5.3382676873825564e-08
221,26,10,8,0.6,UPR-0024;UPR-0093;UPR-0209;UPR-0393;UPR-0550;UPR-0558;UPR-0581;UPR-0598,0.1871971040964126,0.10428985022008418,1903021.8357426263,5.8496486970616496e-08
222,47,15,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0286;UPR-0322;UPR-0408;UPR-0581,0.1028345320373773,0.13077344000339503,1886259.0710661025,5.8633172393854354e-08
223,14,12,8,0.0,UPR-0132;UPR-0154;UPR-0340;UPR-0386;UPR-0396;UPR-0458;UPR-0598;UPR-0604,0.0752746742218732,0.13417083956301207,1858088.16549454,6.259832759218201e-08
224,28,9,8,0.3333333333333333,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0286;UPR-0322;UPR-0419;UPR-0581,0.15077670291066167,0.0887223035097122,1916781.674054468,5.8496486970616496e-08
225,17,12,8,0.23076923076923078,UPR-0169;UPR-0289;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0598,0.0920931473374366,0.0942848920822143,1884742.698306278,6.128334736241973e-08
226,32,12,8,0.45454545454545453,UPR-0024;UPR-0209;UPR-0284;UPR-0318;UPR-0343;UPR-0419;UPR-0568;UPR-0581,0.1245994940400123,0.10428985022008418,1893122.1200528224,6.186524673912042e-08
227,24,10,8,0.23076923076923078,UPR-0169;UPR-0343;UPR-0359;UPR-0419;UPR-0556;UPR-0558;UPR-0598;UPR-0604,0.054514924064278526,0.1462786495685577,1872701.9882554973,6.291325342272523e-08
228,35,13,8,0.23076923076923078,UPR-0020;UPR-0024;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0419;UPR-0581,0.12721429206430906,0.10841831751167769,1921108.6058110725,6.009393423466764e-08
229,29,12,8,1.0,UPR-0024;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0558;UPR-0581,0.07815390825271601,0.13417083956301207,1880683.9810043082,6.128334736241973e-08
230,21,11,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0359;UPR-0393;UPR-0550;UPR-0558;UPR-0581;UPR-0598,0.1871971040964126,0.0942848920822143,1894450.39578262,5.886167743081982e-08
231,36,13,8,0.3333333333333333,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0280;UPR-0322;UPR-0419;UPR-0581,0.1350586861371994,0.11666117608547205,1912710.8134821288,6.180383524770246e-08
232,44,17,8,0.14285714285714285,UPR-0020;UPR-0024;UPR-0155;UPR-0209;UPR-0280;UPR-0286;UPR-0322;UPR-0408,0.13625182583928108,0.1489925384521484,1930023.3012451138,5.8633172393854354e-08
233,38,11,8,0.3333333333333333,UPR-0024;UPR-0064;UPR-0155;UPR-0286;UPR-0322;UPR-0343;UPR-0419;UPR-0581,0.13625182583928108,0.1086828112602233,1882200.3537641324,6.039128751660567e-08
234,15,7,7,0.15384615384615385,UPR-0289;UPR-0290;UPR-0359;UPR-0556;UPR-0558;UPR-0581;UPR-0598,0.22388778254389757,0.0998274758458137,1917427.0422241595,6.259832759218201e-08
235,29,12,8,0.45454545454545453,UPR-0024;UPR-0290;UPR-0343;UPR-0359;UPR-0419;UPR-0558;UPR-0581;UPR-0598,0.070628261193633,0.1381369829177856,1880178.5234177,6.045520179255305e-08
236,23,12,8,0.6,UPR-0024;UPR-0290;UPR-0343;UPR-0359;UPR-0393;UPR-0419;UPR-0558;UPR-0581,0.1028345320373773,0.1076248362660408,1917427.0422241595,6.153900446620928e-08
237,30,13,8,0.3333333333333333,UPR-0024;UPR-0284;UPR-0286;UPR-0318;UPR-0343;UPR-0419;UPR-0568;UPR-0581,0.0920931473374366,0.0942848920822143,1912710.8134821288,6.009393423466764e-08
238,53,17,8,0.06666666666666667,UPR-0020;UPR-0024;UPR-0066;UPR-0155;UPR-0280;UPR-0286;UPR-0322;UPR-0408,0.0888952929526567,0.1381369829177856,1883414.4225764805,5.8633172393854354e-08
239,27,13,8,0.7777777777777778,UPR-0024;UPR-0064;UPR-0209;UPR-0343;UPR-0393;UPR-0419;UPR-0550;UPR-0581,0.1398312449455261,0.0998274758458137,1898435.2229720124,6.153900446620928e-08
240,24,17,8,0.14285714285714285,UPR-0079;UPR-0177;UPR-0290;UPR-0359;UPR-0419;UPR-0558;UPR-0598;UPR-0604,0.15436073020100588,0.09705118276178833,1920565.4558423087,5.297192460587629e-08
