candidate_id,cation_smiles,anion_smiles,canonical_cation_smiles,canonical_anion_smiles,cation_identity_key,anion_identity_key,canonical_il_key,cation_charge,anion_charge,cation_support_count,anion_support_count,charge_balance_pass,standard_inchikey_parse_pass,identity_new_to_benchmark,identity_new_to_primary_training_split,identity_audit_pass,generation_status,warnings
UPR-0166,CCCCCCC[n+]1ccn(C)c1,N#C[S-],CCCCCCC[n+]1ccn(C)c1,N#C[S-],FCZZZYZIQDHCIW-UHFFFAOYSA-N,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,FCZZZYZIQDHCIW-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,1,-1,5,13,True,True,True,True,True,retained,
UPR-0167,C(C)[N+]1=CC=CC=C1,O=C[O-],CC[n+]1ccccc1,O=C[O-],OIDIRWZVUWCCCO-UHFFFAOYSA-N,BDAGIHXWWSANSR-UHFFFAOYSA-M,OIDIRWZVUWCCCO-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,1,-1,7,14,True,True,True,True,True,retained,
UPR-0168,CCCCCC[n+]1ccn(CCC#N)c1,N#C[N-]C#N,CCCCCC[n+]1ccn(CCC#N)c1,N#C[N-]C#N,IDRFNBZFUVYEJX-UHFFFAOYSA-N,UKDLHLAPDXIAID-UHFFFAOYSA-N,IDRFNBZFUVYEJX-UHFFFAOYSA-N||UKDLHLAPDXIAID-UHFFFAOYSA-N,1,-1,6,26,True,True,True,True,True,retained,
UPR-0169,CCCCCCC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N,CCCCCCC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N,FCZZZYZIQDHCIW-UHFFFAOYSA-N,KDCFMDHINPOTEA-UHFFFAOYSA-N,FCZZZYZIQDHCIW-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,1,-1,5,6,True,True,True,True,True,retained,
UPR-0170,C(CCC)[N+](CCCC)(CCCC)CCCC,C[C@@H](O)[C@H](N)C(=O)[O-],CCCC[N+](CCCC)(CCCC)CCCC,C[C@@H](O)[C@H](N)C(=O)[O-],DZLFLBLQUQXARW-UHFFFAOYSA-N,AYFVYJQAPQTCCC-GBXIJSLDSA-M,DZLFLBLQUQXARW-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,1,-1,8,7,True,True,True,True,True,retained,
UPR-0171,C[n+]1ccn(CCCC#N)c1,F[P-](F)(F)(F)(F)F,C[n+]1ccn(CCCC#N)c1,F[P-](F)(F)(F)(F)F,SROUAIZIOIOQID-UHFFFAOYSA-N,LJQLCJWAZJINEB-UHFFFAOYSA-N,SROUAIZIOIOQID-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,1,-1,5,20,True,True,True,True,True,retained,
UPR-0172,CCCCCCCC[P+](CC)(CC)CC,NCC(=O)[O-],CCCCCCCC[P+](CC)(CC)CC,NCC(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N,DHMQDGOQFOQNFH-UHFFFAOYSA-M,QCLVFLIIJODTJU-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,1,-1,7,5,True,True,True,True,True,retained,
UPR-0173,CC[N+](C)(C)CCOC,NCC(=O)[O-],CC[N+](C)(C)CCOC,NCC(=O)[O-],KIJWMNYEVKNAGY-UHFFFAOYSA-N,DHMQDGOQFOQNFH-UHFFFAOYSA-M,KIJWMNYEVKNAGY-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,1,-1,5,5,True,True,True,True,True,retained,
UPR-0174,CN1C=[N+](C=C1)C,[Br-],Cn1cc[n+](C)c1,[Br-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N,CPELXLSAUQHCOX-UHFFFAOYSA-M,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,1,-1,7,38,True,True,True,True,True,retained,
UPR-0175,COCC[n+]1ccn(C)c1,O=S(=O)([O-])O,COCC[n+]1ccn(C)c1,O=S(=O)([O-])O,BYCVVPOEPZGGGL-UHFFFAOYSA-N,QAOWNCQODCNURD-UHFFFAOYSA-M,BYCVVPOEPZGGGL-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,1,-1,7,12,True,True,True,True,True,retained,
UPR-0176,CN1C=[NH+]C=C1,CS(=O)(=O)[O-],Cn1cc[nH+]c1,CS(=O)(=O)[O-],MCTWTZJPVLRJOU-UHFFFAOYSA-O,AFVFQIVMOAPDHO-UHFFFAOYSA-M,MCTWTZJPVLRJOU-UHFFFAOYSA-O||AFVFQIVMOAPDHO-UHFFFAOYSA-M,1,-1,6,10,True,True,True,True,True,retained,
UPR-0177,COCCCC[n+]1ccn(C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,COCCCC[n+]1ccn(C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,IXGKOODVBRRWQB-UHFFFAOYSA-N,NVIANCROYQGROD-UHFFFAOYSA-N,IXGKOODVBRRWQB-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,1,-1,5,14,True,True,True,True,True,retained,
UPR-0178,C(CCC)[N+](C)(CCCC)CCCC,O=S(=O)([O-])C(F)(F)C(F)F,CCCC[N+](C)(CCCC)CCCC,O=S(=O)([O-])C(F)(F)C(F)F,HJHUXWBTVVFLQI-UHFFFAOYSA-N,KZWJWYFPLXRYIL-UHFFFAOYSA-M,HJHUXWBTVVFLQI-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,1,-1,5,6,True,True,True,True,True,retained,
UPR-0179,CN1C=[N+](C=C1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Cn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,HVVRUQBMAZRKPJ-UHFFFAOYSA-N,SLSPYQCCSCAKIB-UHFFFAOYSA-N,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,1,-1,7,6,True,True,True,True,True,retained,
UPR-0180,CCCCCC[n+]1ccn(CCC#N)c1,O=S(=O)(F)[N-]S(=O)(=O)F,CCCCCC[n+]1ccn(CCC#N)c1,O=S(=O)(F)[N-]S(=O)(=O)F,IDRFNBZFUVYEJX-UHFFFAOYSA-N,NVIANCROYQGROD-UHFFFAOYSA-N,IDRFNBZFUVYEJX-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,1,-1,6,14,True,True,True,True,True,retained,
UPR-0181,CN1C=[N+](C=C1)C,O=[N+]([O-])[O-],Cn1cc[n+](C)c1,O=[N+]([O-])[O-],HVVRUQBMAZRKPJ-UHFFFAOYSA-N,NHNBFGGVMKEFGY-UHFFFAOYSA-N,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,1,-1,7,12,True,True,True,True,True,retained,
UPR-0182,CCCCCCCCCC[n+]1ccn(C)c1,O=C([O-])C(F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1,O=C([O-])C(F)(F)F,LDVVBLGHGCHZBJ-UHFFFAOYSA-N,DTQVDTLACAAQTR-UHFFFAOYSA-M,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,1,-1,11,12,True,True,True,True,True,retained,
UPR-0183,C[n+]1ccn(CCCC#N)c1,N#C[C-](C#N)C#N,C[n+]1ccn(CCCC#N)c1,N#C[C-](C#N)C#N,SROUAIZIOIOQID-UHFFFAOYSA-N,CXERBOODJDWFQL-UHFFFAOYSA-N,SROUAIZIOIOQID-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,5,8,True,True,True,True,True,retained,
UPR-0184,CCCCCC[n+]1ccn(C)c1,CS(=O)(=O)[O-],CCCCCC[n+]1ccn(C)c1,CS(=O)(=O)[O-],RVEJOWGVUQQIIZ-UHFFFAOYSA-N,AFVFQIVMOAPDHO-UHFFFAOYSA-M,RVEJOWGVUQQIIZ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,1,-1,22,10,True,True,True,True,True,retained,
UPR-0185,C=CC[n+]1ccn(C)c1,N#C[C-](C#N)C#N,C=CC[n+]1ccn(C)c1,N#C[C-](C#N)C#N,WWVMHGUBIOZASN-UHFFFAOYSA-N,CXERBOODJDWFQL-UHFFFAOYSA-N,WWVMHGUBIOZASN-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,7,8,True,True,True,True,True,retained,
UPR-0186,CCC[n+]1ccn(C)c1,O=[N+]([O-])c1cn[n-]c1,CCC[n+]1ccn(C)c1,O=[N+]([O-])c1cn[n-]c1,WVDDUSFOSWWJJH-UHFFFAOYSA-N,IDGLPDIIVPZHRB-UHFFFAOYSA-N,WVDDUSFOSWWJJH-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,1,-1,14,9,True,True,True,True,True,retained,
UPR-0187,CN1C=[NH+]C=C1,O=C([O-])C(F)(F)F,Cn1cc[nH+]c1,O=C([O-])C(F)(F)F,MCTWTZJPVLRJOU-UHFFFAOYSA-O,DTQVDTLACAAQTR-UHFFFAOYSA-M,MCTWTZJPVLRJOU-UHFFFAOYSA-O||DTQVDTLACAAQTR-UHFFFAOYSA-M,1,-1,6,12,True,True,True,True,True,retained,
UPR-0188,C(CCC)[N+](CCCC)(CCCC)CCCC,F[P-](F)(F)(F)(F)F,CCCC[N+](CCCC)(CCCC)CCCC,F[P-](F)(F)(F)(F)F,DZLFLBLQUQXARW-UHFFFAOYSA-N,LJQLCJWAZJINEB-UHFFFAOYSA-N,DZLFLBLQUQXARW-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,1,-1,8,20,True,True,True,True,True,retained,
UPR-0189,C=CC[n+]1ccn(C)c1,F[B-](F)(F)F,C=CC[n+]1ccn(C)c1,F[B-](F)(F)F,WWVMHGUBIOZASN-UHFFFAOYSA-N,ODGCEQLVLXJUCC-UHFFFAOYSA-N,WWVMHGUBIOZASN-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,1,-1,7,41,True,True,True,True,True,retained,
UPR-0190,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCC(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCC(=O)[O-],PYVOHVLEZJMINC-UHFFFAOYSA-N,XBDQKXXYIPTUBI-UHFFFAOYSA-M,PYVOHVLEZJMINC-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,1,-1,22,7,True,True,True,True,True,retained,
UPR-0191,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,COS(=O)(=O)[O-],CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,COS(=O)(=O)[O-],PYVOHVLEZJMINC-UHFFFAOYSA-N,JZMJDSHXVKJFKW-UHFFFAOYSA-M,PYVOHVLEZJMINC-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,1,-1,22,12,True,True,True,True,True,retained,
UPR-0192,CCCCCCCCCC[n+]1ccn(C)c1,C[C@H](N)C(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,C[C@H](N)C(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N,QNAYBMKLOCPYGJ-REOHCLBHSA-M,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,1,-1,11,7,True,True,True,True,True,retained,
UPR-0193,C(CCC)[N+](CCCC)(CCCC)CCCC,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,DZLFLBLQUQXARW-UHFFFAOYSA-N,NHHWJSXMTZIPES-UHFFFAOYSA-N,DZLFLBLQUQXARW-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,1,-1,8,169,True,True,True,True,True,retained,
UPR-0194,C[n+]1ccn(CCO)c1,CS(=O)(=O)[O-],C[n+]1ccn(CCO)c1,CS(=O)(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N,AFVFQIVMOAPDHO-UHFFFAOYSA-M,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,1,-1,9,10,True,True,True,True,True,retained,
UPR-0195,CCCCCCCC[P+](CC)(CC)CC,CS(=O)(=O)[O-],CCCCCCCC[P+](CC)(CC)CC,CS(=O)(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N,AFVFQIVMOAPDHO-UHFFFAOYSA-M,QCLVFLIIJODTJU-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,1,-1,7,10,True,True,True,True,True,retained,
UPR-0196,CC[N+](C)(C)CCOC,CS(=O)(=O)[O-],CC[N+](C)(C)CCOC,CS(=O)(=O)[O-],KIJWMNYEVKNAGY-UHFFFAOYSA-N,AFVFQIVMOAPDHO-UHFFFAOYSA-M,KIJWMNYEVKNAGY-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,1,-1,5,10,True,True,True,True,True,retained,
UPR-0197,CCCC[n+]1ccn(CC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[n+]1ccn(CC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,JYARJXBHOOZQQD-UHFFFAOYSA-N,SLSPYQCCSCAKIB-UHFFFAOYSA-N,JYARJXBHOOZQQD-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,1,-1,6,6,True,True,True,True,True,retained,
UPR-0198,CCCCCC[n+]1ccn(CCC#N)c1,CS(=O)(=O)[O-],CCCCCC[n+]1ccn(CCC#N)c1,CS(=O)(=O)[O-],IDRFNBZFUVYEJX-UHFFFAOYSA-N,AFVFQIVMOAPDHO-UHFFFAOYSA-M,IDRFNBZFUVYEJX-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,1,-1,6,10,True,True,True,True,True,retained,
UPR-0199,COCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BYCVVPOEPZGGGL-UHFFFAOYSA-N,JGTNAGYHADQMCM-UHFFFAOYSA-M,BYCVVPOEPZGGGL-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,1,-1,7,6,True,True,True,True,True,retained,
UPR-0200,C(C)[NH3+],O=S(=O)(F)[N-]S(=O)(=O)F,CC[NH3+],O=S(=O)(F)[N-]S(=O)(=O)F,QUSNBJAOOMFDIB-UHFFFAOYSA-O,NVIANCROYQGROD-UHFFFAOYSA-N,QUSNBJAOOMFDIB-UHFFFAOYSA-O||NVIANCROYQGROD-UHFFFAOYSA-N,1,-1,7,14,True,True,True,True,True,retained,
UPR-0201,CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F,CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F,LDVVBLGHGCHZBJ-UHFFFAOYSA-N,KZWJWYFPLXRYIL-UHFFFAOYSA-M,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,1,-1,11,6,True,True,True,True,True,retained,
UPR-0202,C(C)[N+]1=CC=CC=C1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[n+]1ccccc1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OIDIRWZVUWCCCO-UHFFFAOYSA-N,JGTNAGYHADQMCM-UHFFFAOYSA-M,OIDIRWZVUWCCCO-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,1,-1,7,6,True,True,True,True,True,retained,
UPR-0203,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([O-])C(F)(F)C(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([O-])C(F)(F)C(F)F,PYVOHVLEZJMINC-UHFFFAOYSA-N,KZWJWYFPLXRYIL-UHFFFAOYSA-M,PYVOHVLEZJMINC-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,1,-1,22,6,True,True,True,True,True,retained,
UPR-0204,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)C(F)F,C[n+]1ccn(CCO)c1,O=S(=O)([O-])C(F)(F)C(F)F,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N,KZWJWYFPLXRYIL-UHFFFAOYSA-M,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,1,-1,9,6,True,True,True,True,True,retained,
UPR-0205,CC[N+](C)(C)CCOC,O=S(=O)([O-])C(F)(F)C(F)F,CC[N+](C)(C)CCOC,O=S(=O)([O-])C(F)(F)C(F)F,KIJWMNYEVKNAGY-UHFFFAOYSA-N,KZWJWYFPLXRYIL-UHFFFAOYSA-M,KIJWMNYEVKNAGY-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,1,-1,5,6,True,True,True,True,True,retained,
UPR-0206,CCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,LDVVBLGHGCHZBJ-UHFFFAOYSA-N,OXDZSRZJFHVGGS-UHFFFAOYSA-N,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,1,-1,11,14,True,True,True,True,True,retained,
UPR-0207,COCC[n+]1ccn(C)c1,C(C)OS(=O)(=O)[O-],COCC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-],BYCVVPOEPZGGGL-UHFFFAOYSA-N,KIWBPDUYBMNFTB-UHFFFAOYSA-M,BYCVVPOEPZGGGL-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,1,-1,7,7,True,True,True,True,True,retained,
UPR-0208,CC[N+](C)(C)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CC[N+](C)(C)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,KIJWMNYEVKNAGY-UHFFFAOYSA-N,SLSPYQCCSCAKIB-UHFFFAOYSA-N,KIJWMNYEVKNAGY-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,1,-1,5,6,True,True,True,True,True,retained,
UPR-0209,CCCCCC[n+]1ccccc1,N#C[C-](C#N)C#N,CCCCCC[n+]1ccccc1,N#C[C-](C#N)C#N,AMKUSFIBHAUBIJ-UHFFFAOYSA-N,CXERBOODJDWFQL-UHFFFAOYSA-N,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,1,-1,7,8,True,True,True,True,True,retained,
UPR-0210,CCCCCCCC[P+](CC)(CC)CC,F[B-](F)(F)F,CCCCCCCC[P+](CC)(CC)CC,F[B-](F)(F)F,QCLVFLIIJODTJU-UHFFFAOYSA-N,ODGCEQLVLXJUCC-UHFFFAOYSA-N,QCLVFLIIJODTJU-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,1,-1,7,41,True,True,True,True,True,retained,
UPR-0211,CCCC[P+](CCCC)(CCCC)CCCC,C(C)OS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC,CCOS(=O)(=O)[O-],BJQWBACJIAKDTJ-UHFFFAOYSA-N,KIWBPDUYBMNFTB-UHFFFAOYSA-M,BJQWBACJIAKDTJ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,1,-1,9,7,True,True,True,True,True,retained,
UPR-0212,CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])O,CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])O,LDVVBLGHGCHZBJ-UHFFFAOYSA-N,QAOWNCQODCNURD-UHFFFAOYSA-M,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,1,-1,11,12,True,True,True,True,True,retained,
UPR-0213,CCCC[n+]1ccn(CC)c1,Cc1ccc(S(=O)(=O)[O-])cc1,CCCC[n+]1ccn(CC)c1,Cc1ccc(S(=O)(=O)[O-])cc1,JYARJXBHOOZQQD-UHFFFAOYSA-N,JOXIMZWYDAKGHI-UHFFFAOYSA-M,JYARJXBHOOZQQD-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,1,-1,6,6,True,True,True,True,True,retained,
UPR-0214,CCCCCC[n+]1ccccc1,C(C)OS(=O)(=O)[O-],CCCCCC[n+]1ccccc1,CCOS(=O)(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N,KIWBPDUYBMNFTB-UHFFFAOYSA-M,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,1,-1,7,7,True,True,True,True,True,retained,
UPR-0215,CCCCCCCCCC[n+]1ccn(C)c1,O=[N+]([O-])c1cn[n-]c1,CCCCCCCCCC[n+]1ccn(C)c1,O=[N+]([O-])c1cn[n-]c1,LDVVBLGHGCHZBJ-UHFFFAOYSA-N,IDGLPDIIVPZHRB-UHFFFAOYSA-N,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,1,-1,11,9,True,True,True,True,True,retained,
UPR-0216,CCCC[n+]1ccn(CC)c1,C[C@@H](O)[C@H](N)C(=O)[O-],CCCC[n+]1ccn(CC)c1,C[C@@H](O)[C@H](N)C(=O)[O-],JYARJXBHOOZQQD-UHFFFAOYSA-N,AYFVYJQAPQTCCC-GBXIJSLDSA-M,JYARJXBHOOZQQD-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,1,-1,6,7,True,True,True,True,True,retained,
UPR-0217,CCCC[n+]1ccn(CC)c1,O=[N+]([O-])[O-],CCCC[n+]1ccn(CC)c1,O=[N+]([O-])[O-],JYARJXBHOOZQQD-UHFFFAOYSA-N,NHNBFGGVMKEFGY-UHFFFAOYSA-N,JYARJXBHOOZQQD-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,1,-1,6,12,True,True,True,True,True,retained,
UPR-0218,CCCC[n+]1ccn(CC)c1,CCCC(=O)[O-],CCCC[n+]1ccn(CC)c1,CCCC(=O)[O-],JYARJXBHOOZQQD-UHFFFAOYSA-N,FERIUCNNQQJTOY-UHFFFAOYSA-M,JYARJXBHOOZQQD-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,1,-1,6,7,True,True,True,True,True,retained,
UPR-0219,CCCCCCCCCC[n+]1ccn(C)c1,CCCC(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,CCCC(=O)[O-],LDVVBLGHGCHZBJ-UHFFFAOYSA-N,FERIUCNNQQJTOY-UHFFFAOYSA-M,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,1,-1,11,7,True,True,True,True,True,retained,
UPR-0220,CCCCCCCC[P+](CC)(CC)CC,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCC[P+](CC)(CC)CC,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QCLVFLIIJODTJU-UHFFFAOYSA-N,JGTNAGYHADQMCM-UHFFFAOYSA-M,QCLVFLIIJODTJU-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,1,-1,7,6,True,True,True,True,True,retained,
UPR-0221,CCCCCCCC[P+](CC)(CC)CC,O=C([O-])C(F)(F)F,CCCCCCCC[P+](CC)(CC)CC,O=C([O-])C(F)(F)F,QCLVFLIIJODTJU-UHFFFAOYSA-N,DTQVDTLACAAQTR-UHFFFAOYSA-M,QCLVFLIIJODTJU-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,1,-1,7,12,True,True,True,True,True,retained,
UPR-0222,C(C)[NH3+],O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[NH3+],O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QUSNBJAOOMFDIB-UHFFFAOYSA-O,JGTNAGYHADQMCM-UHFFFAOYSA-M,QUSNBJAOOMFDIB-UHFFFAOYSA-O||JGTNAGYHADQMCM-UHFFFAOYSA-M,1,-1,7,6,True,True,True,True,True,retained,
UPR-0223,C(C)[NH3+],F[B-](F)(F)F,CC[NH3+],F[B-](F)(F)F,QUSNBJAOOMFDIB-UHFFFAOYSA-O,ODGCEQLVLXJUCC-UHFFFAOYSA-N,QUSNBJAOOMFDIB-UHFFFAOYSA-O||ODGCEQLVLXJUCC-UHFFFAOYSA-N,1,-1,7,41,True,True,True,True,True,retained,
UPR-0224,C(C)[N+]1=CC=CC=C1,C[C@H](N)C(=O)[O-],CC[n+]1ccccc1,C[C@H](N)C(=O)[O-],OIDIRWZVUWCCCO-UHFFFAOYSA-N,QNAYBMKLOCPYGJ-REOHCLBHSA-M,OIDIRWZVUWCCCO-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,1,-1,7,7,True,True,True,True,True,retained,
UPR-0225,CCCCCC[n+]1ccn(CCC#N)c1,C[C@H](N)C(=O)[O-],CCCCCC[n+]1ccn(CCC#N)c1,C[C@H](N)C(=O)[O-],IDRFNBZFUVYEJX-UHFFFAOYSA-N,QNAYBMKLOCPYGJ-REOHCLBHSA-M,IDRFNBZFUVYEJX-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,1,-1,6,7,True,True,True,True,True,retained,
UPR-0226,C(CCC)[N+](CCCC)(CCCC)CCCC,O=S(=O)([O-])C(F)(F)F,CCCC[N+](CCCC)(CCCC)CCCC,O=S(=O)([O-])C(F)(F)F,DZLFLBLQUQXARW-UHFFFAOYSA-N,ITMCEJHCFYSIIV-UHFFFAOYSA-M,DZLFLBLQUQXARW-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,1,-1,8,28,True,True,True,True,True,retained,
